INDEX_NAME,OPEN_INDEX_VAL,HIGH_INDEX_VAL,CLOSE_INDEX_VAL,LOW_INDEX_VAL,TURN_OVER,TRADED_QTY,TIMESTAMP
CNX FINANCE,,,1000.0,,,,2004-01-01
CNX FINANCE,,,1007.2,,,,2004-01-02
CNX FINANCE,,,1028.46,,,,2004-01-05
CNX FINANCE,,,1021.95,,,,2004-01-06
CNX FINANCE,,,1008.47,,,,2004-01-07
CNX FINANCE,,,1037.5,,,,2004-01-08
CNX FINANCE,,,1058.83,,,,2004-01-09
CNX FINANCE,,,1065.86,,,,2004-01-12
CNX FINANCE,,,1077.25,,,,2004-01-13
CNX FINANCE,,,1098.86,,,,2004-01-14
CNX FINANCE,,,1085.1,,,,2004-01-15
CNX FINANCE,,,1047.19,,,,2004-01-16
CNX FINANCE,,,1074.56,,,,2004-01-19
CNX FINANCE,,,1039.77,,,,2004-01-20
CNX FINANCE,,,990.53,,,,2004-01-21
CNX FINANCE,,,981.37,,,,2004-01-22
CNX FINANCE,,,1025.15,,,,2004-01-23
CNX FINANCE,,,1056.15,,,,2004-01-27
CNX FINANCE,,,1042.87,,,,2004-01-28
CNX FINANCE,,,1026.61,,,,2004-01-29
CNX FINANCE,,,997.51,,,,2004-01-30
CNX FINANCE,,,961.07,,,,2004-02-03
CNX FINANCE,,,990.18,,,,2004-02-04
CNX FINANCE,,,991.33,,,,2004-02-05
CNX FINANCE,,,1018.24,,,,2004-02-06
CNX FINANCE,,,1059.36,,,,2004-02-09
CNX FINANCE,,,1064.26,,,,2004-02-10
CNX FINANCE,,,1062.42,,,,2004-02-11
CNX FINANCE,,,1048.86,,,,2004-02-12
CNX FINANCE,,,1056.37,,,,2004-02-13
CNX FINANCE,,,1049.41,,,,2004-02-16
CNX FINANCE,,,1060.54,,,,2004-02-17
CNX FINANCE,,,1056.78,,,,2004-02-18
CNX FINANCE,,,1031.19,,,,2004-02-19
CNX FINANCE,,,1008.79,,,,2004-02-20
CNX FINANCE,,,981.28,,,,2004-02-23
CNX FINANCE,,,985.99,,,,2004-02-24
CNX FINANCE,,,973.38,,,,2004-02-25
CNX FINANCE,,,960.54,,,,2004-02-26
CNX FINANCE,,,971.35,,,,2004-02-27
CNX FINANCE,,,1003.03,,,,2004-03-01
CNX FINANCE,,,1003.48,,,,2004-03-03
CNX FINANCE,,,1009.82,,,,2004-03-04
CNX FINANCE,,,1019.82,,,,2004-03-05
CNX FINANCE,,,1044.14,,,,2004-03-08
CNX FINANCE,,,1042.2,,,,2004-03-09
CNX FINANCE,,,1017.16,,,,2004-03-10
CNX FINANCE,,,995.86,,,,2004-03-11
CNX FINANCE,,,993.98,,,,2004-03-12
CNX FINANCE,,,970.58,,,,2004-03-15
CNX FINANCE,,,966.02,,,,2004-03-16
CNX FINANCE,,,975.7,,,,2004-03-17
CNX FINANCE,,,961.68,,,,2004-03-18
CNX FINANCE,,,964.87,,,,2004-03-19
CNX FINANCE,,,944.89,,,,2004-03-22
CNX FINANCE,,,944.09,,,,2004-03-23
CNX FINANCE,,,947.81,,,,2004-03-24
CNX FINANCE,,,964.74,,,,2004-03-25
CNX FINANCE,,,1010.59,,,,2004-03-26
