INDEX_NAME,OPEN_INDEX_VAL,HIGH_INDEX_VAL,CLOSE_INDEX_VAL,LOW_INDEX_VAL,TURN_OVER,TRADED_QTY,TIMESTAMP
NIFTY MOBILITY,,,1000.0,,,,2005-04-01
NIFTY MOBILITY,,,995.05,,,,2005-04-04
NIFTY MOBILITY,,,981.21,,,,2005-04-05
NIFTY MOBILITY,,,989.2,,,,2005-04-06
NIFTY MOBILITY,,,991.92,,,,2005-04-07
NIFTY MOBILITY,,,989.07,,,,2005-04-08
NIFTY MOBILITY,,,980.34,,,,2005-04-11
NIFTY MOBILITY,,,990.18,,,,2005-04-12
NIFTY MOBILITY,,,986.06,,,,2005-04-13
NIFTY MOBILITY,,,963.41,,,,2005-04-15
NIFTY MOBILITY,,,964.93,,,,2005-04-18
NIFTY MOBILITY,,,955.06,,,,2005-04-19
NIFTY MOBILITY,,,971.87,,,,2005-04-20
NIFTY MOBILITY,,,981.4,,,,2005-04-21
NIFTY MOBILITY,,,986.23,,,,2005-04-22
NIFTY MOBILITY,,,993.66,,,,2005-04-25
NIFTY MOBILITY,,,991.71,,,,2005-04-26
NIFTY MOBILITY,,,982.36,,,,2005-04-27
NIFTY MOBILITY,,,978.98,,,,2005-04-28
NIFTY MOBILITY,,,967.61,,,,2005-04-29
NIFTY MOBILITY,,,973.78,,,,2005-05-02
NIFTY MOBILITY,,,974.64,,,,2005-05-03
NIFTY MOBILITY,,,979.37,,,,2005-05-04
NIFTY MOBILITY,,,986.78,,,,2005-05-05
NIFTY MOBILITY,,,995.61,,,,2005-05-06
NIFTY MOBILITY,,,1007.92,,,,2005-05-09
NIFTY MOBILITY,,,1002.1,,,,2005-05-10
NIFTY MOBILITY,,,1000.68,,,,2005-05-11
NIFTY MOBILITY,,,1006.88,,,,2005-05-12
NIFTY MOBILITY,,,1006.76,,,,2005-05-13
NIFTY MOBILITY,,,1018.35,,,,2005-05-16
NIFTY MOBILITY,,,1011.37,,,,2005-05-17
NIFTY MOBILITY,,,1008.09,,,,2005-05-18
NIFTY MOBILITY,,,1011.41,,,,2005-05-19
NIFTY MOBILITY,,,1011.88,,,,2005-05-20
NIFTY MOBILITY,,,1019.2,,,,2005-05-23
NIFTY MOBILITY,,,1025.23,,,,2005-05-24
NIFTY MOBILITY,,,1027.16,,,,2005-05-25
NIFTY MOBILITY,,,1030.36,,,,2005-05-26
NIFTY MOBILITY,,,1027.8,,,,2005-05-27
NIFTY MOBILITY,,,1018.9,,,,2005-05-30
NIFTY MOBILITY,,,1025.59,,,,2005-05-31
NIFTY MOBILITY,,,1032.8,,,,2005-06-01
NIFTY MOBILITY,,,1024.95,,,,2005-06-02
NIFTY MOBILITY,,,1029.97,,,,2005-06-03
NIFTY MOBILITY,,,1032.36,,,,2005-06-04
NIFTY MOBILITY,,,1033.73,,,,2005-06-06
NIFTY MOBILITY,,,1035.44,,,,2005-06-07
