INDEX_NAME,OPEN_INDEX_VAL,HIGH_INDEX_VAL,CLOSE_INDEX_VAL,LOW_INDEX_VAL,TURN_OVER,TRADED_QTY,TIMESTAMP
CNX AUTO,,,1000.0,,,,2004-01-01
CNX AUTO,,,1007.13,,,,2004-01-02
CNX AUTO,,,998.13,,,,2004-01-05
CNX AUTO,,,984.52,,,,2004-01-06
CNX AUTO,,,974.54,,,,2004-01-07
CNX AUTO,,,1002.71,,,,2004-01-08
CNX AUTO,,,1037.96,,,,2004-01-09
CNX AUTO,,,1021.31,,,,2004-01-12
CNX AUTO,,,1039.75,,,,2004-01-13
CNX AUTO,,,1060.89,,,,2004-01-14
CNX AUTO,,,1032.25,,,,2004-01-15
CNX AUTO,,,1007.22,,,,2004-01-16
CNX AUTO,,,1038.8,,,,2004-01-19
CNX AUTO,,,1018.06,,,,2004-01-20
CNX AUTO,,,959.67,,,,2004-01-21
CNX AUTO,,,908.9,,,,2004-01-22
CNX AUTO,,,970.11,,,,2004-01-23
CNX AUTO,,,1011.74,,,,2004-01-27
CNX AUTO,,,999.54,,,,2004-01-28
CNX AUTO,,,1008.33,,,,2004-01-29
CNX AUTO,,,995.49,,,,2004-01-30
CNX AUTO,,,968.25,,,,2004-02-03
CNX AUTO,,,1022.39,,,,2004-02-04
CNX AUTO,,,1006.47,,,,2004-02-05
CNX AUTO,,,1023.34,,,,2004-02-06
CNX AUTO,,,1049.44,,,,2004-02-09
CNX AUTO,,,1041.26,,,,2004-02-10
CNX AUTO,,,1052.25,,,,2004-02-11
CNX AUTO,,,1062.66,,,,2004-02-12
CNX AUTO,,,1075.35,,,,2004-02-13
CNX AUTO,,,1095.54,,,,2004-02-16
CNX AUTO,,,1087.87,,,,2004-02-17
CNX AUTO,,,1096.06,,,,2004-02-18
CNX AUTO,,,1064.58,,,,2004-02-19
CNX AUTO,,,1074.63,,,,2004-02-20
CNX AUTO,,,1035.47,,,,2004-02-23
CNX AUTO,,,1050.97,,,,2004-02-24
CNX AUTO,,,1023.67,,,,2004-02-25
CNX AUTO,,,1016.08,,,,2004-02-26
CNX AUTO,,,1031.13,,,,2004-02-27
CNX AUTO,,,1057.61,,,,2004-03-01
CNX AUTO,,,1088.54,,,,2004-03-03
CNX AUTO,,,1067.78,,,,2004-03-04
CNX AUTO,,,1081.35,,,,2004-03-05
CNX AUTO,,,1081.46,,,,2004-03-08
CNX AUTO,,,1064.78,,,,2004-03-09
CNX AUTO,,,1042.94,,,,2004-03-10
CNX AUTO,,,1009.76,,,,2004-03-11
CNX AUTO,,,1013.65,,,,2004-03-12
CNX AUTO,,,977.87,,,,2004-03-15
CNX AUTO,,,967.68,,,,2004-03-16
CNX AUTO,,,977.6,,,,2004-03-17
CNX AUTO,,,956.58,,,,2004-03-18
CNX AUTO,,,957.35,,,,2004-03-19
CNX AUTO,,,920.76,,,,2004-03-22
CNX AUTO,,,922.66,,,,2004-03-23
CNX AUTO,,,934.07,,,,2004-03-24
CNX AUTO,,,955.09,,,,2004-03-25
CNX AUTO,,,976.74,,,,2004-03-26
CNX AUTO,,,989.84,,,,2004-03-29
CNX AUTO,,,978.2,,,,2004-03-30
CNX AUTO,,,1005.92,,,,2004-03-31
CNX AUTO,,,1030.55,,,,2004-04-01
CNX AUTO,,,1032.65,,,,2004-04-02
CNX AUTO,,,1047.45,,,,2004-04-05
CNX AUTO,,,1036.69,,,,2004-04-06
CNX AUTO,,,1032.07,,,,2004-04-07
CNX AUTO,,,1042.77,,,,2004-04-08
CNX AUTO,,,1035.63,,,,2004-04-12
CNX AUTO,,,1046.51,,,,2004-04-13
CNX AUTO,,,1059.19,,,,2004-04-15
CNX AUTO,,,1060.83,,,,2004-04-16
CNX AUTO,,,1057.64,,,,2004-04-17
CNX AUTO,,,1045.26,,,,2004-04-19
CNX AUTO,,,1042.96,,,,2004-04-20
CNX AUTO,,,1071.24,,,,2004-04-21
CNX AUTO,,,1093.19,,,,2004-04-22
