INDEX_NAME,OPEN_INDEX_VAL,HIGH_INDEX_VAL,CLOSE_INDEX_VAL,LOW_INDEX_VAL,TURN_OVER,TRADED_QTY,TIMESTAMP
NIFTY HOUSING,,,3434.63,,,,2010-11-09
NIFTY HOUSING,,,3418.54,,,,2010-11-10
NIFTY HOUSING,,,3377.42,,,,2010-11-11
NIFTY HOUSING,,,3288.47,,,,2010-11-12
NIFTY HOUSING,,,3300.53,,,,2010-11-15
NIFTY HOUSING,,,3219.41,,,,2010-11-16
NIFTY HOUSING,,,3220.28,,,,2010-11-18
NIFTY HOUSING,,,3157.14,,,,2010-11-19
NIFTY HOUSING,,,3212.58,,,,2010-11-22
NIFTY HOUSING,,,3164.45,,,,2010-11-23
NIFTY HOUSING,,,3114.44,,,,2010-11-24
NIFTY HOUSING,,,3043.73,,,,2010-11-25
NIFTY HOUSING,,,3007.56,,,,2010-11-26
NIFTY HOUSING,,,3033.38,,,,2010-11-29
NIFTY HOUSING,,,3058.8,,,,2010-11-30
NIFTY HOUSING,,,3149.65,,,,2010-12-01
NIFTY HOUSING,,,3160.17,,,,2010-12-02
NIFTY HOUSING,,,3124.19,,,,2010-12-03
NIFTY HOUSING,,,3127.54,,,,2010-12-06
NIFTY HOUSING,,,3116.65,,,,2010-12-07
NIFTY HOUSING,,,3069.41,,,,2010-12-08
NIFTY HOUSING,,,2977.84,,,,2010-12-09
NIFTY HOUSING,,,3032.48,,,,2010-12-10
NIFTY HOUSING,,,3074.46,,,,2010-12-13
NIFTY HOUSING,,,3105.31,,,,2010-12-14
NIFTY HOUSING,,,3052.95,,,,2010-12-15
NIFTY HOUSING,,,3078.0,,,,2010-12-16
NIFTY HOUSING,,,3069.2,,,,2010-12-20
NIFTY HOUSING,,,3104.24,,,,2010-12-21
NIFTY HOUSING,,,3097.7,,,,2010-12-22
NIFTY HOUSING,,,3082.07,,,,2010-12-23
NIFTY HOUSING,,,3097.8,,,,2010-12-24
NIFTY HOUSING,,,3081.72,,,,2010-12-27
NIFTY HOUSING,,,3083.13,,,,2010-12-28
NIFTY HOUSING,,,3110.35,,,,2010-12-29
NIFTY HOUSING,,,3134.94,,,,2010-12-30
NIFTY HOUSING,,,3161.77,,,,2010-12-31
NIFTY HOUSING,,,3189.24,,,,2011-01-03
NIFTY HOUSING,,,3172.09,,,,2011-01-04
NIFTY HOUSING,,,3126.03,,,,2011-01-05
NIFTY HOUSING,,,3087.08,,,,2011-01-06
NIFTY HOUSING,,,3018.1,,,,2011-01-07
NIFTY HOUSING,,,2697.3,,,,2011-03-11
NIFTY HOUSING,,,2746.82,,,,2011-03-14
NIFTY HOUSING,,,2700.06,,,,2011-03-15
NIFTY HOUSING,,,2741.35,,,,2011-03-16
NIFTY HOUSING,,,2720.27,,,,2011-03-17
NIFTY HOUSING,,,2701.76,,,,2011-03-18
NIFTY HOUSING,,,2698.37,,,,2011-03-21
NIFTY HOUSING,,,2718.89,,,,2011-03-22
NIFTY HOUSING,,,2749.13,,,,2011-03-23
NIFTY HOUSING,,,2769.56,,,,2011-03-24
NIFTY HOUSING,,,2827.31,,,,2011-03-25
NIFTY HOUSING,,,2844.43,,,,2011-03-28
NIFTY HOUSING,,,2864.32,,,,2011-03-29
NIFTY HOUSING,,,2906.95,,,,2011-03-30
NIFTY HOUSING,,,2919.71,,,,2011-03-31
NIFTY HOUSING,,,2927.42,,,,2011-04-01
NIFTY HOUSING,,,2967.05,,,,2011-04-04
NIFTY HOUSING,,,2970.3,,,,2011-04-05
NIFTY HOUSING,,,2973.77,,,,2011-04-06
NIFTY HOUSING,,,2982.09,,,,2011-04-07
NIFTY HOUSING,,,2948.78,,,,2011-04-08
NIFTY HOUSING,,,2916.35,,,,2011-04-11
NIFTY HOUSING,,,2972.39,,,,2011-04-13
NIFTY HOUSING,,,2949.1,,,,2011-04-15
NIFTY HOUSING,,,2892.06,,,,2011-04-18
