INDEX_NAME,OPEN_INDEX_VAL,HIGH_INDEX_VAL,CLOSE_INDEX_VAL,LOW_INDEX_VAL,TURN_OVER,TRADED_QTY,TIMESTAMP
CNX FMCG,,,3042.55,,,,2000-01-03
CNX FMCG,,,3024.52,,,,2000-01-04
CNX FMCG,,,2970.1,,,,2000-01-05
CNX FMCG,,,3126.57,,,,2000-01-06
CNX FMCG,,,3268.81,,,,2000-01-07
CNX FMCG,,,3363.99,,,,2000-01-10
CNX FMCG,,,3314.28,,,,2000-01-11
CNX FMCG,,,3520.11,,,,2000-01-12
CNX FMCG,,,3576.05,,,,2000-01-13
CNX FMCG,,,3523.19,,,,2000-01-14
CNX FMCG,,,3389.05,,,,2000-01-17
CNX FMCG,,,3372.25,,,,2000-01-18
CNX FMCG,,,3342.19,,,,2000-01-19
CNX FMCG,,,3302.19,,,,2000-01-20
CNX FMCG,,,3358.57,,,,2000-01-21
CNX FMCG,,,3334.0,,,,2000-01-24
CNX FMCG,,,3250.35,,,,2000-01-25
CNX FMCG,,,3280.31,,,,2000-01-27
CNX FMCG,,,3189.83,,,,2000-01-28
CNX FMCG,,,3087.37,,,,2000-01-31
CNX FMCG,,,3013.22,,,,2000-02-01
CNX FMCG,,,3096.95,,,,2000-02-02
CNX FMCG,,,3086.15,,,,2000-02-03
CNX FMCG,,,3006.57,,,,2000-02-04
CNX FMCG,,,3005.16,,,,2000-02-07
CNX FMCG,,,2999.05,,,,2000-02-08
CNX FMCG,,,3149.95,,,,2000-02-09
CNX FMCG,,,3142.71,,,,2000-02-10
CNX FMCG,,,3235.86,,,,2000-02-11
CNX FMCG,,,3125.93,,,,2000-02-14
CNX FMCG,,,3170.5,,,,2000-02-15
CNX FMCG,,,3186.57,,,,2000-02-16
CNX FMCG,,,3241.91,,,,2000-02-17
CNX FMCG,,,3320.57,,,,2000-02-18
CNX FMCG,,,3457.66,,,,2000-02-21
CNX FMCG,,,3563.77,,,,2000-02-22
CNX FMCG,,,3475.88,,,,2000-02-23
CNX FMCG,,,3607.53,,,,2000-02-24
CNX FMCG,,,3572.22,,,,2000-02-25
CNX FMCG,,,3510.76,,,,2000-02-28
CNX FMCG,,,3303.59,,,,2000-02-29
CNX FMCG,,,3406.78,,,,2000-03-01
