date,price,open,high,low,vol.,change %,vol,perc_chg
22-02-2024,930.65,928.90,931.56,927.70,,0.30%,,
23-02-2024,930.57,931.03,931.99,926.68,,-0.01%,,
26-02-2024,933.98,930.21,934.99,929.77,,0.37%,,
27-02-2024,932.87,934.79,938.90,932.72,,-0.12%,,
28-02-2024,935.39,933.22,936.49,928.64,,0.27%,,
29-02-2024,918.03,935.20,938.40,917.24,,-1.86%,,
01-03-2024,922.80,918.42,923.20,918.19,,0.52%,,
04-03-2024,927.13,923.28,927.89,922.31,,0.47%,,
05-03-2024,929.09,926.91,930.15,925.10,,0.21%,,
06-03-2024,928.57,926.65,929.50,925.38,,-0.06%,,
07-03-2024,932.89,928.40,933.67,927.67,,0.47%,,
08-03-2024,932.06,933.57,935.00,927.74,,-0.09%,,
11-03-2024,926.79,931.40,933.32,926.00,,-0.57%,,
12-03-2024,928.67,926.43,929.35,926.26,,0.20%,,
13-03-2024,936.79,929.39,939.47,929.33,,0.87%,,
14-03-2024,937.97,937.88,939.86,935.45,,0.13%,,
15-03-2024,938.80,937.69,941.29,934.30,,0.09%,,
18-03-2024,938.12,938.10,940.14,929.21,,-0.07%,,
19-03-2024,937.94,937.48,939.79,931.80,,-0.02%,,
20-03-2024,940.71,937.49,942.77,935.67,,0.30%,,
21-03-2024,949.79,943.15,951.14,943.15,,0.97%,,
22-03-2024,950.63,950.13,951.71,948.88,,0.09%,,
25-03-2024,948.74,950.74,952.75,947.45,,-0.20%,,
26-03-2024,952.31,948.28,954.26,947.07,,0.38%,,
27-03-2024,955.26,952.25,957.29,950.56,,0.31%,,
28-03-2024,957.21,955.44,957.74,954.09,,0.20%,,
29-03-2024,956.15,956.30,957.61,954.08,,-0.11%,,
01-04-2024,955.91,955.04,957.29,953.02,,-0.03%,,
02-04-2024,958.73,954.11,959.37,952.51,,0.30%,,
03-04-2024,959.40,958.42,960.00,954.77,,0.07%,,
04-04-2024,960.28,959.97,962.13,957.89,,0.09%,,
05-04-2024,958.20,958.50,959.44,955.12,,-0.22%,,
08-04-2024,954.44,957.61,958.32,951.23,,-0.39%,,
09-04-2024,955.01,954.13,958.67,953.08,,0.06%,,
10-04-2024,949.28,954.73,956.32,948.94,,-0.60%,,
11-04-2024,945.55,946.43,950.28,945.55,,-0.39%,,
12-04-2024,943.02,946.77,948.59,943.02,,-0.27%,,
15-04-2024,925.59,943.52,944.87,924.52,,-1.85%,,
16-04-2024,920.66,923.79,925.10,917.05,,-0.53%,,
17-04-2024,917.60,919.43,922.02,911.96,,-0.33%,,
18-04-2024,916.46,918.96,919.85,915.55,,-0.12%,,
19-04-2024,913.06,913.88,915.85,908.42,,-0.37%,,
22-04-2024,914.85,912.85,918.68,912.85,,0.20%,,
23-04-2024,915.63,915.37,916.51,910.44,,0.09%,,
24-04-2024,920.90,915.78,925.29,915.78,,0.58%,,
25-04-2024,923.70,921.80,925.30,920.16,,0.30%,,
26-04-2024,927.40,923.18,928.41,921.90,,0.40%,,
29-04-2024,927.34,929.51,931.51,927.01,,-0.01%,,
30-04-2024,927.64,927.05,929.82,926.71,,0.03%,,
01-05-2024,926.72,926.57,928.60,926.10,,-0.10%,,
02-05-2024,927.63,927.54,930.32,925.93,,0.10%,,
03-05-2024,933.53,928.92,934.53,928.92,,0.64%,,
06-05-2024,939.69,933.46,941.09,933.46,,0.66%,,
