date,price,open,high,low,vol.,change %,vol,perc_chg
2024-11-20,"2,264.32","2,282.25","2,284.88","2,262.52",,-0.82%,,
2024-11-21,"2,270.79","2,267.80","2,272.46","2,256.66",,0.29%,,
2024-11-22,"2,274.28","2,266.03","2,280.76","2,257.22",,0.15%,,
2024-11-25,"2,293.55","2,286.61","2,302.37","2,285.14",,0.85%,,
2024-11-26,"2,279.04","2,295.87","2,297.44","2,274.29",,-0.63%,,
2024-11-27,"2,294.57","2,283.44","2,298.54","2,277.70",,0.68%,,
2024-11-28,"2,302.19","2,294.24","2,303.48","2,289.90",,0.33%,,
2024-11-29,"2,315.77","2,302.51","2,321.65","2,301.68",,0.59%,,
2024-12-02,"2,319.85","2,319.08","2,329.32","2,309.39",,0.18%,,
2024-12-03,"2,346.74","2,325.44","2,350.81","2,325.44",,1.16%,,
2024-12-04,"2,345.26","2,344.94","2,348.50","2,333.07",,-0.06%,,
2024-12-05,"2,358.26","2,343.13","2,361.87","2,342.05",,0.55%,,
2024-12-06,"2,354.96","2,361.20","2,366.99","2,350.41",,-0.14%,,
2024-12-09,"2,361.79","2,354.55","2,364.71","2,350.42",,0.29%,,
2024-12-10,"2,334.93","2,355.59","2,358.34","2,334.93",,-1.14%,,
2024-12-11,"2,336.13","2,338.82","2,344.01","2,329.59",,0.05%,,
2024-12-12,"2,337.98","2,337.71","2,349.19","2,333.76",,0.08%,,
2024-12-13,"2,319.05","2,334.84","2,334.95","2,316.13",,-0.81%,,
2024-12-16,"2,316.05","2,320.20","2,324.34","2,309.46",,-0.13%,,
2024-12-17,"2,310.06","2,315.75","2,323.05","2,302.96",,-0.26%,,
2024-12-18,"2,301.83","2,310.25","2,312.55","2,280.71",,-0.36%,,
2024-12-19,"2,247.61","2,280.55","2,280.84","2,243.34",,-2.36%,,
2024-12-20,"2,235.78","2,245.16","2,245.32","2,216.36",,-0.53%,,
2024-12-23,"2,243.19","2,240.36","2,252.41","2,239.91",,0.33%,,
2024-12-24,"2,246.76","2,245.60","2,250.36","2,243.74",,0.16%,,
2024-12-25,"2,248.44","2,249.24","2,251.62","2,245.66",,0.07%,,
2024-12-26,"2,253.05","2,251.20","2,256.89","2,251.20",,0.21%,,
2024-12-27,"2,275.20","2,255.70","2,275.48","2,255.58",,0.98%,,
2024-12-30,"2,259.60","2,275.94","2,276.19","2,255.04",,-0.69%,,
2024-12-31,"2,261.81","2,263.95","2,269.33","2,258.40",,0.10%,,
2025-01-01,"2,261.91","2,261.82","2,261.95","2,261.80",,0.00%,,
2025-01-02,"2,259.75","2,261.06","2,269.43","2,252.01",,-0.10%,,
2025-01-03,"2,254.82","2,257.50","2,263.22","2,250.97",,-0.22%,,
2025-01-06,"2,279.96","2,257.22","2,286.42","2,250.42",,1.11%,,
2025-01-07,"2,287.54","2,279.34","2,296.94","2,278.06",,0.33%,,
2025-01-08,"2,271.31","2,283.24","2,283.87","2,261.41",,-0.71%,,
2025-01-09,"2,271.21","2,273.80","2,274.99","2,254.32",,0.00%,,
2025-01-10,"2,244.94","2,271.34","2,271.90","2,240.83",,-1.16%,,
2025-01-13,"2,227.28","2,243.08","2,243.30","2,221.05",,-0.79%,,
2025-01-14,"2,235.41","2,238.25","2,244.21","2,226.07",,0.37%,,
2025-01-15,"2,263.51","2,237.36","2,268.49","2,236.60",,1.26%,,
2025-01-16,"2,282.91","2,261.88","2,286.23","2,261.23",,0.86%,,
2025-01-17,"2,288.56","2,283.99","2,295.79","2,274.83",,0.25%,,
2025-01-20,"2,314.12","2,284.28","2,324.93","2,282.18",,1.12%,,
2025-01-21,"2,323.09","2,317.22","2,327.68","2,303.74",,0.39%,,
2025-01-22,"2,333.29","2,327.02","2,346.25","2,321.89",,0.44%,,
2025-01-23,"2,339.46","2,332.00","2,346.83","2,328.40",,0.26%,,
2025-01-24,"2,360.81","2,343.20","2,366.59","2,343.09",,0.91%,,
2025-01-27,"2,361.05","2,356.17","2,364.05","2,340.87",,0.01%,,
2025-01-28,"2,349.11","2,359.96","2,360.16","2,344.03",,-0.51%,,
2025-01-29,"2,363.29","2,351.01","2,365.87","2,350.78",,0.60%,,
2025-01-30,"2,382.95","2,363.41","2,385.26","2,363.03",,0.83%,,
2025-01-31,"2,379.76","2,375.69","2,386.57","2,372.00",,-0.13%,,
2025-02-03,"2,335.43","2,357.45","2,357.90","2,304.94",,-1.86%,,
2025-02-04,"2,356.97","2,340.41","2,359.99","2,330.23",,0.92%,,
2025-02-05,"2,382.30","2,357.96","2,382.30","2,357.96",,1.07%,,
2025-02-06,"2,397.50","2,378.30","2,402.97","2,377.65",,0.64%,,
2025-02-07,"2,385.34","2,400.28","2,401.29","2,378.41",,-0.51%,,
2025-02-10,"2,388.47","2,377.31","2,389.87","2,373.84",,0.13%,,
2025-02-11,"2,391.99","2,385.61","2,398.22","2,381.83",,0.15%,,
2025-02-12,"2,395.10","2,395.24","2,403.80","2,377.97",,0.13%,,
2025-02-13,"2,435.00","2,397.52","2,442.23","2,396.87",,1.67%,,
2025-02-14,"2,447.68","2,441.63","2,451.86","2,439.34",,0.52%,,
2025-02-17,"2,456.76","2,443.89","2,457.90","2,441.26",,0.37%,,
2025-02-18,"2,459.43","2,457.04","2,461.75","2,449.74",,0.11%,,
2025-02-19,"2,436.44","2,456.24","2,456.27","2,431.58",,-0.93%,,
2025-02-20,"2,438.99","2,435.72","2,442.99","2,427.48",,0.10%,,
2025-02-21,"2,443.30","2,442.64","2,447.59","2,436.04",,0.18%,,
2025-02-24,"2,445.30","2,445.94","2,455.19","2,435.67",,0.08%,,
2025-02-25,"2,447.98","2,443.22","2,456.46","2,434.61",,0.11%,,
2025-02-26,"2,463.15","2,450.30","2,468.04","2,440.43",,0.62%,,
2025-02-27,"2,441.98","2,462.26","2,464.84","2,436.27",,-0.86%,,
2025-02-28,"2,422.66","2,439.13","2,439.87","2,408.59",,-0.79%,,
