date,price,open,high,low,change %,vol,perc_chg
2019-06-18,"1,023.91","1,011.15","1,027.01","1,011.03",1.28%,,
2019-06-19,"1,038.27","1,026.36","1,041.41","1,026.36",1.40%,,
2019-06-20,"1,053.78","1,041.43","1,056.45","1,041.10",1.49%,,
2019-06-21,"1,053.22","1,054.99","1,056.20","1,051.06",-0.05%,,
2019-06-24,"1,053.06","1,053.57","1,055.34","1,051.21",-0.02%,,
2019-06-25,"1,045.30","1,054.57","1,055.12","1,043.89",-0.74%,,
2019-06-26,"1,047.91","1,045.04","1,049.31","1,041.38",0.25%,,
2019-06-27,"1,054.86","1,049.06","1,056.36","1,048.42",0.66%,,
2019-06-28,"1,054.86","1,056.26","1,056.87","1,053.46",0.00%,,
2019-07-01,"1,064.09","1,055.71","1,066.45","1,055.38",0.87%,,
2019-07-02,"1,063.64","1,062.56","1,066.46","1,061.06",-0.04%,,
2019-07-03,"1,059.63","1,064.18","1,064.50","1,056.82",-0.38%,,
2019-07-04,"1,064.63","1,060.72","1,065.06","1,060.72",0.47%,,
2019-07-05,"1,059.93","1,064.49","1,064.69","1,056.46",-0.44%,,
2019-07-08,"1,046.25","1,057.79","1,057.79","1,046.06",-1.29%,,
2019-07-09,"1,042.47","1,046.73","1,047.36","1,041.40",-0.36%,,
2019-07-10,"1,048.95","1,042.77","1,052.57","1,042.77",0.62%,,
2019-07-11,"1,055.15","1,051.77","1,057.97","1,051.77",0.59%,,
2019-07-12,"1,050.90","1,055.17","1,056.39","1,050.90",-0.40%,,
2019-07-15,"1,057.75","1,051.86","1,058.08","1,047.06",0.65%,,
2019-07-16,"1,060.38","1,057.41","1,061.03","1,057.10",0.25%,,
2019-07-17,"1,054.90","1,059.07","1,059.07","1,054.90",-0.52%,,
2019-07-18,"1,051.72","1,054.97","1,055.06","1,051.11",-0.30%,,
2019-07-19,"1,057.49","1,054.70","1,061.57","1,054.70",0.55%,,
2019-07-22,"1,053.81","1,056.67","1,057.58","1,052.39",-0.35%,,
2019-07-23,"1,055.49","1,054.03","1,055.83","1,053.60",0.16%,,
2019-07-24,"1,055.34","1,054.95","1,058.16","1,053.75",-0.01%,,
2019-07-25,"1,054.29","1,054.96","1,059.15","1,052.39",-0.10%,,
2019-07-26,"1,048.66","1,053.11","1,053.17","1,048.07",-0.53%,,
2019-07-29,"1,045.73","1,048.71","1,048.76","1,043.02",-0.28%,,
2019-07-30,"1,043.14","1,046.62","1,049.32","1,042.33",-0.25%,,
2019-07-31,"1,037.01","1,043.27","1,043.33","1,031.22",-0.59%,,
2019-08-01,"1,024.56","1,033.60","1,033.60","1,021.10",-1.20%,,
2019-08-02,"1,003.76","1,021.54","1,021.54","1,001.29",-2.03%,,
2019-08-05,973,"1,002.13","1,002.13",970.5,-3.06%,,
2019-08-06,972.67,969.16,975.2,960.87,-0.03%,,
2019-08-07,972.65,973.54,975.5,967.21,0.00%,,
2019-08-08,984.3,973.41,985.49,972.96,1.20%,,
2019-08-09,981.19,986.53,988.58,979.35,-0.32%,,
2019-08-12,973.54,980.25,983.49,971.43,-0.78%,,
2019-08-13,968.87,973.48,974.3,961.3,-0.48%,,
2019-08-14,964.43,972.67,979.29,962.8,-0.46%,,
2019-08-15,963.52,961.83,964.53,957.07,-0.09%,,
2019-08-16,970.27,963.54,970.92,960.64,0.70%,,
2019-08-19,977.73,970.37,980.26,970.25,0.77%,,
2019-08-20,980.11,976.53,981.45,976.2,0.24%,,
2019-08-21,983.14,980.15,984.38,978.89,0.31%,,
2019-08-22,975.66,984.19,985.19,974.45,-0.76%,,
2019-08-23,973.66,975,979.52,970.21,-0.20%,,
2019-08-26,960.81,969.29,969.29,956.59,-1.32%,,
2019-08-27,964.59,961.48,966.96,961.39,0.39%,,
2019-08-28,965.35,965.49,968.28,962.01,0.08%,,
2019-08-29,970.08,965,971.75,960.71,0.49%,,
2019-08-30,984.33,971.8,984.33,971.8,1.47%,,
2019-09-02,983.76,983.09,984.55,981.73,-0.06%,,
2019-09-03,973.27,981.54,982.38,973.27,-1.07%,,
2019-09-04,990.61,974.08,992.14,974,1.78%,,
2019-09-05,"1,003.01",992.58,"1,004.46",992.25,1.25%,,
2019-09-06,"1,007.96","1,003.57","1,009.72","1,003.07",0.49%,,
2019-09-09,"1,010.58","1,008.44","1,012.09","1,008.27",0.26%,,
2019-09-10,"1,008.13","1,010.68","1,012.03","1,005.18",-0.24%,,
2019-09-11,"1,017.04","1,009.58","1,017.70","1,008.87",0.88%,,
2019-09-12,"1,022.33","1,018.97","1,026.44","1,018.19",0.52%,,
2019-09-13,"1,026.61","1,023.99","1,029.38","1,023.94",0.42%,,
2019-09-16,"1,027.08","1,026.79","1,027.08","1,021.62",0.05%,,
2019-09-17,"1,018.93","1,026.44","1,026.44","1,015.60",-0.79%,,
2019-09-18,"1,021.36","1,020.69","1,022.60","1,018.75",0.24%,,
2019-09-19,"1,016.57","1,021.15","1,022.34","1,015.17",-0.47%,,
2019-09-20,"1,021.27","1,015.20","1,022.31","1,015.01",0.46%,,
2019-09-23,"1,015.23","1,020.56","1,021.40","1,014.12",-0.59%,,
2019-09-24,"1,011.35","1,015.42","1,016.23","1,010.48",-0.38%,,
2019-09-25,"1,005.56","1,011.29","1,011.29","1,000.56",-0.57%,,
2019-09-26,"1,009.30","1,006.57","1,010.46","1,006.26",0.37%,,
2019-09-27,"1,001.50","1,009.11","1,009.11",998.97,-0.77%,,
2019-09-30,"1,001.00","1,000.39","1,002.70",998.91,-0.05%,,
2019-10-01,998.48,"1,000.99","1,003.49",997.05,-0.25%,,
2019-10-02,989.2,997.7,997.7,988.75,-0.93%,,
2019-10-03,992.28,988.15,993.19,986.43,0.31%,,
2019-10-04,996.58,993.4,997.52,992.27,0.43%,,
2019-10-07,994.16,997.42,998.12,993.05,-0.24%,,
2019-10-08,993.95,993.71,"1,000.45",992.39,-0.02%,,
2019-10-09,993.01,991.69,993.97,989.41,-0.09%,,
2019-10-10,996.5,992.59,999.01,989.84,0.35%,,
2019-10-11,"1,011.54",998.93,"1,015.77",998.68,1.51%,,
2019-10-14,"1,017.45","1,014.13","1,021.22","1,013.92",0.58%,,
2019-10-15,"1,019.25","1,017.19","1,020.26","1,016.31",0.18%,,
2019-10-16,"1,024.08","1,019.93","1,025.10","1,018.29",0.47%,,
2019-10-17,"1,028.39","1,025.00","1,031.07","1,023.97",0.42%,,
2019-10-18,"1,024.02","1,028.93","1,030.86","1,024.02",-0.42%,,
2019-10-21,"1,028.51","1,025.53","1,029.16","1,024.87",0.44%,,
2019-10-22,"1,034.08","1,029.75","1,034.96","1,029.74",0.54%,,
2019-10-23,"1,030.95","1,034.24","1,034.24","1,028.54",-0.30%,,
2019-10-24,"1,037.41","1,032.92","1,037.41","1,031.49",0.63%,,
2019-10-25,"1,035.84","1,036.76","1,037.80","1,033.91",-0.15%,,
2019-10-28,"1,042.97","1,036.80","1,043.71","1,036.61",0.69%,,
2019-10-29,"1,043.73","1,043.16","1,045.06","1,041.53",0.07%,,
2019-10-30,"1,041.50","1,043.14","1,043.14","1,038.56",-0.21%,,
2019-10-31,"1,041.98","1,043.37","1,048.27","1,039.27",0.05%,,
2019-11-01,"1,049.19","1,040.59","1,050.57","1,040.07",0.69%,,
2019-11-04,"1,064.55","1,049.37","1,064.56","1,049.37",1.46%,,
2019-11-05,"1,071.22","1,063.57","1,071.78","1,063.14",0.63%,,
2019-11-06,"1,068.87","1,071.37","1,071.94","1,066.67",-0.22%,,
2019-11-07,"1,073.57","1,067.47","1,075.62","1,064.17",0.44%,,
2019-11-08,"1,064.85","1,074.93","1,075.56","1,063.08",-0.81%,,
2019-11-11,"1,052.88","1,063.72","1,063.82","1,049.99",-1.12%,,
2019-11-12,"1,055.83","1,052.87","1,059.08","1,052.83",0.28%,,
2019-11-13,"1,043.83","1,054.04","1,054.04","1,041.52",-1.14%,,
2019-11-14,"1,042.25","1,043.75","1,044.43","1,039.56",-0.15%,,
2019-11-15,"1,048.79","1,043.09","1,049.40","1,042.66",0.63%,,
2019-11-18,"1,052.12","1,049.05","1,054.34","1,048.27",0.32%,,
2019-11-19,"1,057.16","1,050.78","1,058.64","1,048.23",0.48%,,
2019-11-20,"1,052.00","1,056.91","1,056.97","1,050.59",-0.49%,,
2019-11-21,"1,044.58","1,051.92","1,051.92","1,041.70",-0.71%,,
2019-11-22,"1,048.55","1,045.48","1,048.55","1,044.20",0.38%,,
2019-11-25,"1,053.47","1,047.96","1,054.26","1,047.96",0.47%,,
2019-11-26,"1,047.84","1,053.98","1,058.44","1,046.17",-0.53%,,
2019-11-27,"1,052.93","1,049.34","1,053.37","1,048.32",0.49%,,
2019-11-28,"1,050.39","1,052.61","1,052.61","1,049.77",-0.24%,,
2019-11-29,"1,040.05","1,052.04","1,052.48","1,038.67",-0.98%,,
2019-12-02,"1,040.22","1,040.08","1,044.24","1,038.91",0.02%,,
2019-12-03,"1,037.38","1,039.83","1,040.35","1,033.48",-0.27%,,
2019-12-04,"1,036.57","1,036.74","1,037.84","1,031.13",-0.08%,,
2019-12-05,"1,042.85","1,037.51","1,044.20","1,037.40",0.61%,,
2019-12-06,"1,048.96","1,044.25","1,050.47","1,044.25",0.59%,,
2019-12-09,"1,051.11","1,051.24","1,053.45","1,050.61",0.20%,,
2019-12-10,"1,049.50","1,051.10","1,051.49","1,048.03",-0.15%,,
2019-12-11,"1,058.23","1,049.91","1,059.69","1,049.32",0.83%,,
2019-12-12,"1,070.71","1,060.14","1,074.49","1,060.14",1.18%,,
2019-12-13,"1,086.91","1,074.68","1,090.19","1,074.68",1.51%,,
2019-12-16,"1,087.96","1,086.38","1,091.09","1,085.49",0.10%,,
2019-12-17,"1,102.61","1,089.75","1,102.63","1,089.50",1.35%,,
2019-12-18,"1,109.18","1,102.62","1,109.18","1,101.38",0.60%,,
2019-12-19,"1,106.63","1,108.98","1,109.59","1,103.91",-0.23%,,
2019-12-20,"1,107.64","1,107.07","1,108.55","1,104.75",0.09%,,
2019-12-23,"1,111.64","1,107.65","1,111.64","1,106.41",0.36%,,
2019-12-24,"1,109.07","1,111.11","1,111.26","1,108.63",-0.23%,,
2019-12-25,"1,109.14","1,109.11","1,110.16","1,108.89",0.01%,,
2019-12-26,"1,112.08","1,109.72","1,112.34","1,108.98",0.27%,,
2019-12-27,"1,118.61","1,111.74","1,120.28","1,111.26",0.59%,,
2019-12-30,"1,118.42","1,118.46","1,121.78","1,117.59",-0.02%,,
2019-12-31,"1,114.66","1,117.19","1,117.69","1,114.66",-0.34%,,
2020-01-01,"1,114.64","1,115.30","1,115.43","1,114.64",0.00%,,
2020-01-02,"1,128.01","1,115.77","1,128.45","1,114.54",1.20%,,
2020-01-03,"1,123.87","1,128.59","1,133.86","1,122.79",-0.37%,,
2020-01-06,"1,112.53","1,121.15","1,121.15","1,110.27",-1.01%,,
2020-01-07,"1,115.84","1,113.04","1,118.85","1,113.04",0.30%,,
2020-01-08,"1,111.40","1,115.58","1,115.58","1,107.42",-0.40%,,
2020-01-09,"1,129.37","1,113.84","1,130.17","1,113.84",1.62%,,
2020-01-10,"1,133.63","1,128.77","1,135.91","1,127.94",0.38%,,
2020-01-13,"1,144.00","1,132.91","1,144.95","1,132.68",0.91%,,
2020-01-14,"1,143.86","1,145.13","1,149.54","1,141.69",-0.01%,,
2020-01-15,"1,137.98","1,143.45","1,143.70","1,137.22",-0.51%,,
2020-01-16,"1,140.62","1,137.42","1,141.29","1,136.33",0.23%,,
2020-01-17,"1,146.83","1,140.65","1,146.85","1,139.79",0.54%,,
2020-01-20,"1,145.68","1,147.26","1,150.91","1,144.78",-0.10%,,
2020-01-21,"1,126.85","1,145.13","1,145.63","1,125.64",-1.64%,,
2020-01-22,"1,133.40","1,125.77","1,135.58","1,125.31",0.58%,,
2020-01-23,"1,122.19","1,133.38","1,133.38","1,118.76",-0.99%,,
2020-01-24,"1,119.39","1,122.34","1,124.97","1,117.41",-0.25%,,
2020-01-27,"1,102.98","1,117.73","1,117.74","1,100.60",-1.47%,,
2020-01-28,"1,101.72","1,100.38","1,102.64","1,094.40",-0.11%,,
2020-01-29,"1,097.51","1,102.96","1,103.91","1,095.38",-0.38%,,
2020-01-30,"1,072.79","1,096.42","1,096.50","1,067.87",-2.25%,,
2020-01-31,"1,062.34","1,074.00","1,080.34","1,059.74",-0.97%,,
2020-02-03,"1,060.32","1,059.92","1,062.54","1,050.66",-0.19%,,
2020-02-04,"1,085.39","1,060.85","1,087.39","1,060.79",2.36%,,
2020-02-05,"1,089.40","1,086.08","1,095.96","1,085.08",0.37%,,
2020-02-06,"1,102.39","1,092.19","1,105.32","1,092.19",1.19%,,
2020-02-07,"1,091.64","1,101.05","1,101.05","1,088.91",-0.98%,,
2020-02-10,"1,086.93","1,088.46","1,089.34","1,082.77",-0.43%,,
2020-02-11,"1,099.41","1,087.41","1,101.30","1,087.41",1.15%,,
2020-02-12,"1,109.70","1,099.29","1,110.48","1,098.68",0.94%,,
2020-02-13,"1,106.07","1,109.99","1,112.73","1,104.79",-0.33%,,
2020-02-14,"1,106.30","1,105.15","1,109.75","1,104.29",0.02%,,
2020-02-17,"1,107.99","1,106.00","1,109.66","1,103.94",0.15%,,
2020-02-18,"1,095.66","1,106.82","1,106.82","1,093.43",-1.11%,,
2020-02-19,"1,103.69","1,096.15","1,103.69","1,094.01",0.73%,,
2020-02-20,"1,095.32","1,104.02","1,104.89","1,091.93",-0.76%,,
2020-02-21,"1,084.22","1,092.43","1,093.70","1,080.97",-1.01%,,
2020-02-24,"1,055.32","1,080.75","1,080.75","1,053.54",-2.67%,,
2020-02-25,"1,056.54","1,055.95","1,061.56","1,054.95",0.12%,,
2020-02-26,"1,043.31","1,055.60","1,055.60","1,042.10",-1.25%,,
2020-02-27,"1,030.67","1,042.65","1,043.62","1,029.41",-1.21%,,
2020-02-28,"1,005.52","1,030.42","1,030.42",998.59,-2.44%,,
2020-03-02,"1,017.03","1,006.69","1,021.96","1,002.14",1.14%,,
2020-03-03,"1,027.82","1,020.98","1,034.19","1,020.98",1.06%,,
2020-03-04,"1,037.81","1,027.78","1,038.50","1,026.38",0.97%,,
2020-03-05,"1,039.34","1,037.55","1,048.80","1,035.17",0.15%,,
2020-03-06,"1,012.08","1,037.10","1,037.10","1,009.39",-2.62%,,
2020-03-09,947.92,"1,005.35","1,005.35",947.92,-6.34%,,
2020-03-10,964.55,948,966.77,945.58,1.75%,,
2020-03-11,946.62,967.06,967.06,940.74,-1.86%,,
2020-03-12,883.13,943.21,943.24,878.66,-6.71%,,
2020-03-13,891.19,881.84,897.53,843.06,0.91%,,
2020-03-16,833.18,891.97,893.71,831.14,-6.51%,,
2020-03-17,826.68,829,834.43,817.01,-0.78%,,
2020-03-18,787.81,827.94,832.18,777.46,-4.70%,,
2020-03-19,766.41,786.83,789.03,751.76,-2.72%,,
2020-03-20,803.23,770.11,811.44,769.53,4.80%,,
2020-03-23,758.2,798.41,798.41,754.8,-5.61%,,
2020-03-24,801.66,759.26,805.84,759.26,5.73%,,
2020-03-25,836.54,804.68,842.23,804.68,4.35%,,
2020-03-26,851.28,836.94,853.34,833.12,1.76%,,
2020-03-27,842.54,855.94,865.93,840.02,-1.03%,,
2020-03-30,832.02,840.63,840.63,828.16,-1.25%,,
2020-03-31,848.58,832.26,852.29,832.26,1.99%,,
2020-04-01,827.26,847.81,849.68,823.66,-2.51%,,
2020-04-02,838.53,825.81,840.11,821.76,1.36%,,
2020-04-03,831.72,838.76,839.69,828.48,-0.81%,,
2020-04-06,853.83,830.63,855.13,829.9,2.66%,,
2020-04-07,878.15,855.47,885.5,855.11,2.85%,,
2020-04-08,873.85,878.78,879.85,870.81,-0.49%,,
2020-04-09,887.58,876.35,890.84,876.35,1.57%,,
2020-04-10,888.16,886.64,889.01,885.98,0.07%,,
2020-04-13,883.14,887.78,887.78,879.82,-0.57%,,
2020-04-14,896.29,884.45,899.76,883.78,1.49%,,
2020-04-15,888.14,898.25,901.45,883.97,-0.91%,,
2020-04-16,884.86,886.65,887.29,882.81,-0.37%,,
2020-04-17,901.31,886.06,904.18,886.06,1.86%,,
2020-04-20,899.33,901.86,903.45,897.26,-0.22%,,
2020-04-21,878.24,897.75,897.75,876.18,-2.35%,,
2020-04-22,888.64,877.22,889.57,871.71,1.18%,,
2020-04-23,891.81,888.35,895.44,887.67,0.36%,,
2020-04-24,879.41,890.37,890.37,876.98,-1.39%,,
2020-04-27,895.33,881.31,895.9,881.14,1.81%,,
2020-04-28,902.7,895.89,906.39,892.32,0.82%,,
2020-04-29,919.66,904.37,922.27,904.37,1.88%,,
2020-04-30,924.94,922.73,932.12,922.42,0.57%,,
2020-05-01,916.77,921.08,921.1,914.05,-0.88%,,
2020-05-04,887.98,911.08,911.08,886.94,-3.14%,,
2020-05-05,895.74,890.76,899.66,890.76,0.87%,,
2020-05-06,898.7,896.43,902.94,894.61,0.33%,,
2020-05-07,896.89,896.59,899.17,895.65,-0.20%,,
2020-05-08,911.65,898.43,912.76,898.43,1.65%,,
2020-05-11,915.9,912.24,920.3,911.92,0.47%,,
2020-05-12,909.31,914.7,914.82,907.24,-0.72%,,
2020-05-13,909.2,907.35,913.98,904.8,-0.01%,,
2020-05-14,900.87,908.07,908.4,892.56,-0.92%,,
2020-05-15,901.16,902.82,904.57,899.06,0.03%,,
2020-05-18,912.57,900.66,913.89,898.54,1.27%,,
2020-05-19,925.22,915.41,928.15,915.41,1.39%,,
2020-05-20,931.5,924.36,934.78,923.87,0.68%,,
2020-05-21,930.01,932.29,933.91,927.45,-0.16%,,
2020-05-22,905.25,930.3,930.3,903.47,-2.66%,,
2020-05-25,911.41,905.54,911.89,900.75,0.68%,,
2020-05-26,926.65,911.92,930.01,911.9,1.67%,,
2020-05-27,927.36,926.81,928.89,922.07,0.08%,,
2020-05-28,925.34,928.07,930.99,921.59,-0.22%,,
2020-05-29,930.35,925.05,932.56,920.06,0.54%,,
2020-06-01,951.48,933.37,952.14,933.35,2.27%,,
2020-06-02,967.48,951.61,968.45,951.15,1.68%,,
2020-06-03,988.02,969,988.08,969,2.12%,,
2020-06-04,988.8,988.07,993.35,985.89,0.08%,,
2020-06-05,"1,002.65",988.24,"1,005.59",986.66,1.40%,,
2020-06-08,"1,007.46","1,005.69","1,010.70","1,004.04",0.48%,,
2020-06-09,"1,009.61","1,011.16","1,015.45","1,006.07",0.21%,,
2020-06-10,"1,012.51","1,009.30","1,016.65","1,008.53",0.29%,,
2020-06-11,993.59,"1,012.13","1,014.81",990.09,-1.87%,,
2020-06-12,987.01,989.76,990.13,977.86,-0.66%,,
2020-06-15,966.32,985.57,985.71,961.5,-2.10%,,
2020-06-16,989.87,970.74,994.88,970.74,2.44%,,
2020-06-17,994.62,988.92,995.58,984.5,0.48%,,
2020-06-18,995.18,994.14,997.96,989.69,0.06%,,
2020-06-19,"1,001.36",994.65,"1,003.62",992.2,0.62%,,
2020-06-22,"1,000.19",999.96,"1,002.67",998.61,-0.12%,,
2020-06-23,"1,014.62","1,001.60","1,016.17",996.09,1.44%,,
2020-06-24,"1,010.79","1,015.45","1,021.18","1,006.64",-0.38%,,
2020-06-25,"1,004.44","1,007.14","1,007.70","1,001.60",-0.63%,,
2020-06-26,998.9,"1,006.17","1,007.63",997.37,-0.55%,,
2020-06-29,993.96,998.11,998.11,988.9,-0.49%,,
2020-06-30,995.1,996.21,"1,002.42",995.05,0.11%,,
2020-07-01,"1,001.08",996.55,"1,002.49",996.46,0.60%,,
2020-07-02,"1,023.48","1,002.23","1,025.81","1,001.95",2.24%,,
2020-07-03,"1,033.09","1,024.03","1,034.17","1,023.20",0.94%,,
2020-07-06,"1,060.50","1,033.51","1,061.42","1,033.51",2.65%,,
2020-07-07,"1,052.54","1,060.18","1,066.28","1,051.19",-0.75%,,
2020-07-08,"1,070.14","1,051.84","1,071.50","1,050.74",1.67%,,
2020-07-09,"1,079.69","1,072.15","1,084.78","1,071.87",0.89%,,
2020-07-10,"1,069.27","1,079.38","1,079.46","1,065.97",-0.97%,,
2020-07-13,"1,071.36","1,070.30","1,081.33","1,069.54",0.20%,,
2020-07-14,"1,059.52","1,069.40","1,069.40","1,052.98",-1.11%,,
2020-07-15,"1,066.29","1,062.20","1,069.93","1,060.44",0.64%,,
2020-07-16,"1,046.03","1,065.69","1,065.69","1,045.01",-1.90%,,
2020-07-17,"1,055.06","1,046.02","1,055.30","1,046.02",0.86%,,
2020-07-20,"1,064.50","1,055.18","1,065.56","1,049.79",0.89%,,
2020-07-21,"1,085.86","1,066.24","1,089.07","1,066.18",2.01%,,
2020-07-22,"1,077.78","1,087.61","1,091.73","1,075.15",-0.74%,,
2020-07-23,"1,077.60","1,076.84","1,081.83","1,072.43",-0.02%,,
2020-07-24,"1,060.47","1,075.49","1,077.61","1,054.34",-1.59%,,
2020-07-27,"1,073.14","1,060.22","1,073.84","1,060.19",1.19%,,
2020-07-28,"1,082.02","1,073.95","1,090.22","1,073.95",0.83%,,
2020-07-29,"1,086.62","1,082.81","1,087.63","1,078.76",0.43%,,
2020-07-30,"1,082.06","1,086.74","1,092.29","1,079.19",-0.42%,,
2020-07-31,"1,078.92","1,083.86","1,089.01","1,075.92",-0.29%,,
2020-08-03,"1,077.87","1,077.94","1,080.04","1,073.93",-0.10%,,
2020-08-04,"1,089.58","1,078.60","1,091.09","1,078.60",1.09%,,
2020-08-05,"1,103.03","1,090.63","1,103.72","1,090.14",1.23%,,
2020-08-06,"1,106.58","1,103.65","1,110.98","1,100.27",0.32%,,
2020-08-07,"1,089.32","1,106.98","1,108.00","1,086.08",-1.56%,,
2020-08-10,"1,086.45","1,088.36","1,090.95","1,084.24",-0.26%,,
2020-08-11,"1,091.23","1,085.89","1,095.16","1,085.15",0.44%,,
2020-08-12,"1,093.98","1,091.64","1,094.57","1,082.26",0.25%,,
2020-08-13,"1,096.18","1,095.26","1,100.92","1,095.02",0.20%,,
2020-08-14,"1,093.16","1,095.87","1,098.11","1,090.37",-0.28%,,
2020-08-17,"1,099.96","1,093.43","1,100.89","1,093.01",0.62%,,
2020-08-18,"1,104.96","1,099.95","1,107.20","1,098.16",0.45%,,
2020-08-19,"1,099.41","1,106.54","1,107.72","1,097.01",-0.50%,,
2020-08-20,"1,080.54","1,097.03","1,097.26","1,077.39",-1.72%,,
2020-08-21,"1,091.85","1,082.85","1,093.27","1,082.67",1.05%,,
2020-08-24,"1,108.23","1,091.32","1,109.69","1,089.93",1.50%,,
2020-08-25,"1,114.72","1,108.79","1,115.84","1,107.41",0.59%,,
2020-08-26,"1,119.34","1,115.43","1,119.34","1,113.77",0.41%,,
2020-08-27,"1,117.22","1,119.83","1,122.79","1,115.02",-0.19%,,
2020-08-28,"1,121.60","1,118.00","1,123.34","1,114.69",0.39%,,
2020-08-31,"1,101.50","1,123.87","1,129.02","1,101.50",-1.79%,,
2020-09-01,"1,120.02","1,102.18","1,120.02","1,102.18",1.68%,,
2020-09-02,"1,118.90","1,119.51","1,123.82","1,114.73",-0.10%,,
2020-09-03,"1,108.85","1,119.81","1,124.37","1,105.17",-0.90%,,
2020-09-04,"1,099.50","1,107.39","1,107.39","1,090.14",-0.84%,,
2020-09-07,"1,094.56","1,099.25","1,102.64","1,093.17",-0.45%,,
2020-09-08,"1,087.51","1,094.80","1,099.00","1,083.67",-0.64%,,
2020-09-09,"1,085.75","1,085.77","1,087.72","1,076.29",-0.16%,,
2020-09-10,"1,085.31","1,086.92","1,093.21","1,083.87",-0.04%,,
2020-09-11,"1,091.79","1,083.95","1,094.16","1,082.83",0.60%,,
2020-09-14,"1,104.27","1,092.71","1,105.32","1,092.71",1.14%,,
2020-09-15,"1,112.62","1,105.12","1,113.81","1,104.65",0.76%,,
2020-09-16,"1,116.99","1,112.19","1,119.88","1,111.75",0.39%,,
2020-09-17,"1,106.82","1,117.16","1,117.16","1,102.77",-0.91%,,
2020-09-18,"1,108.53","1,108.26","1,113.99","1,105.26",0.15%,,
2020-09-21,"1,090.35","1,106.82","1,111.64","1,084.24",-1.64%,,
2020-09-22,"1,082.87","1,090.27","1,090.67","1,079.47",-0.69%,,
2020-09-23,"1,077.70","1,082.87","1,083.86","1,075.11",-0.48%,,
2020-09-24,"1,057.74","1,075.29","1,075.29","1,053.74",-1.85%,,
2020-09-25,"1,059.10","1,059.92","1,064.53","1,053.02",0.13%,,
2020-09-28,"1,069.88","1,059.31","1,074.22","1,059.14",1.02%,,
2020-09-29,"1,068.79","1,071.08","1,074.57","1,068.25",-0.10%,,
2020-09-30,"1,082.00","1,069.64","1,083.54","1,069.15",1.24%,,
2020-10-01,"1,084.83","1,083.01","1,088.31","1,082.88",0.26%,,
2020-10-02,"1,081.71","1,085.71","1,085.71","1,080.83",-0.29%,,
2020-10-05,"1,091.38","1,081.33","1,093.28","1,081.30",0.89%,,
2020-10-06,"1,102.47","1,093.22","1,104.91","1,093.22",1.02%,,
2020-10-07,"1,107.90","1,099.24","1,109.79","1,097.38",0.49%,,
2020-10-08,"1,117.44","1,108.79","1,118.58","1,108.26",0.86%,,
2020-10-09,"1,122.51","1,118.05","1,125.67","1,117.99",0.45%,,
2020-10-12,"1,137.17","1,124.37","1,138.14","1,122.78",1.31%,,
2020-10-13,"1,136.42","1,137.45","1,138.04","1,133.44",-0.07%,,
2020-10-14,"1,135.56","1,135.48","1,138.82","1,133.15",-0.08%,,
2020-10-15,"1,120.54","1,134.51","1,134.63","1,115.69",-1.32%,,
2020-10-16,"1,124.08","1,120.64","1,126.03","1,118.93",0.32%,,
2020-10-19,"1,127.28","1,124.73","1,132.33","1,124.73",0.28%,,
2020-10-20,"1,133.94","1,126.70","1,135.77","1,125.16",0.59%,,
2020-10-21,"1,137.91","1,134.16","1,140.68","1,134.13",0.35%,,
2020-10-22,"1,136.54","1,137.06","1,137.45","1,130.15",-0.12%,,
2020-10-23,"1,136.45","1,135.82","1,137.52","1,133.21",-0.01%,,
2020-10-26,"1,130.65","1,135.27","1,136.81","1,126.65",-0.51%,,
2020-10-27,"1,133.99","1,129.08","1,134.55","1,127.22",0.30%,,
2020-10-28,"1,120.75","1,132.28","1,134.89","1,118.80",-1.17%,,
2020-10-29,"1,120.10","1,118.51","1,121.51","1,110.19",-0.06%,,
2020-10-30,"1,103.46","1,120.01","1,120.47","1,100.75",-1.49%,,
2020-11-02,"1,114.76","1,102.82","1,115.50","1,102.44",1.02%,,
2020-11-03,"1,120.88","1,115.39","1,128.27","1,115.39",0.55%,,
2020-11-04,"1,135.26","1,121.14","1,139.22","1,113.77",1.28%,,
2020-11-05,"1,166.23","1,137.58","1,168.61","1,137.58",2.73%,,
2020-11-06,"1,176.36","1,167.91","1,177.84","1,164.35",0.87%,,
2020-11-09,"1,192.37","1,178.45","1,200.29","1,178.45",1.36%,,
2020-11-10,"1,179.92","1,190.39","1,191.61","1,175.55",-1.04%,,
2020-11-11,"1,178.86","1,178.68","1,181.47","1,173.33",-0.09%,,
2020-11-12,"1,182.10","1,178.57","1,186.14","1,177.65",0.27%,,
2020-11-13,"1,188.35","1,181.23","1,191.34","1,177.58",0.53%,,
2020-11-16,"1,203.04","1,191.81","1,204.97","1,191.81",1.24%,,
2020-11-17,"1,201.43","1,204.19","1,208.05","1,199.19",-0.13%,,
2020-11-18,"1,207.55","1,202.10","1,210.00","1,201.08",0.51%,,
2020-11-19,"1,200.44","1,205.01","1,205.09","1,195.16",-0.59%,,
2020-11-20,"1,209.26","1,201.05","1,209.61","1,200.27",0.73%,,
2020-11-23,"1,220.52","1,209.10","1,222.74","1,209.04",0.93%,,
2020-11-24,"1,225.99","1,220.53","1,227.11","1,218.10",0.45%,,
2020-11-25,"1,218.29","1,227.26","1,231.85","1,216.55",-0.63%,,
2020-11-26,"1,229.58","1,219.64","1,229.58","1,219.08",0.93%,,
