date,price,open,high,low,vol.,change %,vol,perc_chg
02-12-2014,373.75,372.39,374.52,371.16,,0.45%,,
03-12-2014,372.37,373.3,375.23,372.1,,-0.37%,,
04-12-2014,375.49,372.29,375.58,372.27,,0.84%,,
05-12-2014,376.07,375.75,377.86,375.01,,0.15%,,
08-12-2014,374.54,375.27,376.37,374.24,,-0.41%,,
09-12-2014,370.69,374.89,374.94,370.07,,-1.03%,,
10-12-2014,370.46,370.78,371.18,368.73,,-0.06%,,
11-12-2014,366.76,369.97,370.45,366.63,,-1.00%,,
12-12-2014,366.29,366.75,368.33,366.29,,-0.13%,,
15-12-2014,363.47,366.05,366.05,362.15,,-0.77%,,
16-12-2014,359.51,363.12,363.53,359.51,,-1.09%,,
17-12-2014,357.13,360.12,360.12,356.6,,-0.66%,,
18-12-2014,360.21,357.28,360.64,356.62,,0.86%,,
19-12-2014,364.42,361.26,365.2,361.04,,1.17%,,
22-12-2014,368.58,364.72,368.88,364.47,,1.14%,,
23-12-2014,366.66,368.31,368.84,366.39,,-0.52%,,
24-12-2014,366.9,366.39,367.57,366.32,,0.07%,,
25-12-2014,366.48,366.79,366.93,366.48,,-0.11%,,
26-12-2014,367.53,366.6,367.69,366.6,,0.29%,,
29-12-2014,371.01,367.67,371.96,367.51,,0.95%,,
30-12-2014,369.23,371.04,371.22,368.29,,-0.48%,,
31-12-2014,370.91,369.51,371.59,369.25,,0.45%,,
01-01-2015,370.9,371.09,371.12,370.9,,0.00%,,
02-01-2015,372.86,370.91,372.86,370.25,,0.53%,,
05-01-2015,369.54,372.16,372.22,369.33,,-0.89%,,
06-01-2015,364.05,368.71,368.86,363.34,,-1.49%,,
07-01-2015,365.56,363.8,366.23,363.09,,0.41%,,
08-01-2015,370.58,366.22,370.85,366.17,,1.37%,,
09-01-2015,372.75,371.32,374.55,371.23,,0.59%,,
12-01-2015,373.39,372.77,374.58,372.36,,0.17%,,
13-01-2015,374.93,373.16,375.24,372.5,,0.41%,,
14-01-2015,373.68,375.39,376.37,373.42,,-0.33%,,
15-01-2015,376.45,373.68,377.22,373.25,,0.74%,,
16-01-2015,374.44,376.82,376.91,373.95,,-0.53%,,
19-01-2015,372.64,375.1,376.33,371.68,,-0.48%,,
20-01-2015,374.81,372.78,374.86,372.34,,0.58%,,
21-01-2015,380.09,374.72,380.14,374.55,,1.41%,,
22-01-2015,381.27,380.26,382.26,379.98,,0.31%,,
23-01-2015,386.36,382.04,386.81,381.88,,1.34%,,
26-01-2015,386.52,386.46,386.68,385.23,,0.04%,,
27-01-2015,387.07,386.73,387.52,385.39,,0.14%,,
28-01-2015,386.81,387.31,387.41,385.73,,-0.07%,,
29-01-2015,382.59,386.36,386.48,381.93,,-1.09%,,
30-01-2015,380.21,382.19,383.34,379.42,,-0.62%,,
02-02-2015,379.86,379.2,380.21,378.14,,-0.09%,,
03-02-2015,381.57,380.59,381.57,379.65,,0.45%,,
04-02-2015,384.76,382.79,385.96,382.72,,0.84%,,
05-02-2015,383.6,384.09,385.9,382.7,,-0.30%,,
06-02-2015,383.46,384.02,384.19,383.0,,-0.04%,,
09-02-2015,380.39,382.31,382.31,380.1,,-0.80%,,
10-02-2015,380.32,380.35,381.29,379.7,,-0.02%,,
11-02-2015,379.95,379.56,381.17,379.13,,-0.10%,,
12-02-2015,379.86,379.08,380.14,377.42,,-0.02%,,
13-02-2015,384.35,381.4,384.37,381.26,,1.18%,,
16-02-2015,384.03,384.37,385.32,383.92,,-0.08%,,
17-02-2015,384.16,384.12,385.09,383.49,,0.03%,,
18-02-2015,384.79,383.65,384.79,383.62,,0.16%,,
19-02-2015,384.99,384.35,384.99,384.13,,0.05%,,
20-02-2015,384.8,384.0,384.8,383.76,,-0.05%,,
23-02-2015,384.0,383.84,384.83,383.18,,-0.21%,,
24-02-2015,385.1,383.96,385.56,383.94,,0.29%,,
25-02-2015,387.84,385.7,388.22,385.7,,0.71%,,
26-02-2015,388.4,387.94,388.97,386.29,,0.14%,,
27-02-2015,387.4,387.96,388.56,387.02,,-0.26%,,
02-03-2015,388.24,387.29,388.87,386.66,,0.22%,,
03-03-2015,388.11,388.37,389.41,387.79,,-0.03%,,
04-03-2015,386.19,388.15,388.36,385.94,,-0.49%,,
05-03-2015,384.02,385.72,385.96,383.71,,-0.56%,,
06-03-2015,385.61,383.84,385.79,383.84,,0.41%,,
09-03-2015,381.19,384.23,384.23,380.05,,-1.15%,,
10-03-2015,377.31,381.12,381.19,376.87,,-1.02%,,
11-03-2015,375.6,376.23,377.01,375.4,,-0.45%,,
12-03-2015,377.29,374.97,377.91,374.97,,0.45%,,
13-03-2015,376.51,377.96,379.25,376.0,,-0.21%,,
16-03-2015,376.51,375.76,377.22,375.68,,0.00%,,
17-03-2015,379.24,376.98,379.97,376.98,,0.73%,,
18-03-2015,381.47,379.5,382.31,379.47,,0.59%,,
19-03-2015,385.81,383.97,386.78,383.7,,1.14%,,
20-03-2015,384.71,385.5,385.64,384.04,,-0.29%,,
23-03-2015,386.6,385.83,387.16,385.34,,0.49%,,
24-03-2015,387.07,387.39,388.08,385.45,,0.12%,,
25-03-2015,387.2,387.43,387.87,386.67,,0.03%,,
26-03-2015,383.94,387.01,387.01,383.94,,-0.84%,,
27-03-2015,383.35,384.06,384.25,382.7,,-0.15%,,
30-03-2015,387.32,383.78,388.01,383.15,,1.04%,,
31-03-2015,389.01,387.86,390.25,387.51,,0.44%,,
01-04-2015,390.37,389.02,390.66,388.25,,0.35%,,
02-04-2015,393.67,391.21,394.22,390.88,,0.85%,,
03-04-2015,394.21,394.8,395.35,394.21,,0.14%,,
06-04-2015,396.22,396.14,396.93,396.03,,0.51%,,
07-04-2015,396.89,397.03,397.19,396.22,,0.17%,,
08-04-2015,404.74,396.46,405.01,396.36,,1.98%,,
09-04-2015,409.38,404.57,417.4,404.27,,1.15%,,
10-04-2015,412.85,409.07,413.25,409.06,,0.85%,,
13-04-2015,417.94,412.81,417.94,412.57,,1.23%,,
14-04-2015,415.3,417.81,418.96,414.82,,-0.63%,,
15-04-2015,414.33,415.7,416.56,413.25,,-0.23%,,
16-04-2015,418.92,415.19,419.34,415.19,,1.11%,,
17-04-2015,417.97,419.64,420.63,417.97,,-0.23%,,
20-04-2015,412.89,417.55,418.44,412.39,,-1.22%,,
21-04-2015,416.32,412.48,416.84,411.82,,0.83%,,
22-04-2015,419.12,416.37,419.58,416.35,,0.67%,,
23-04-2015,420.23,419.17,422.76,418.84,,0.26%,,
24-04-2015,422.05,420.53,423.73,418.69,,0.43%,,
27-04-2015,424.12,422.69,425.12,422.28,,0.49%,,
28-04-2015,423.62,425.16,425.16,421.62,,-0.12%,,
29-04-2015,420.76,424.39,424.44,419.86,,-0.68%,,
30-04-2015,417.15,420.35,420.71,416.38,,-0.86%,,
01-05-2015,417.09,417.09,417.09,417.09,,-0.01%,,
04-05-2015,418.65,416.5,419.03,416.31,,0.37%,,
05-05-2015,415.65,418.22,419.2,413.88,,-0.72%,,
06-05-2015,412.54,415.45,416.34,411.81,,-0.75%,,
07-05-2015,406.21,412.23,412.47,405.77,,-1.53%,,
08-05-2015,409.39,405.73,410.02,405.48,,0.78%,,
11-05-2015,411.21,410.24,412.72,410.17,,0.44%,,
12-05-2015,407.51,410.69,410.82,407.3,,-0.90%,,
13-05-2015,408.52,407.95,409.63,407.35,,0.25%,,
14-05-2015,409.25,409.0,409.92,408.44,,0.18%,,
15-05-2015,412.48,409.85,412.69,408.19,,0.79%,,
18-05-2015,412.39,412.77,412.79,410.86,,-0.02%,,
19-05-2015,414.2,411.87,414.58,411.63,,0.44%,,
20-05-2015,412.82,413.87,414.21,412.21,,-0.33%,,
21-05-2015,411.04,412.99,413.03,410.33,,-0.43%,,
22-05-2015,415.66,411.47,415.97,411.38,,1.12%,,
25-05-2015,415.0,415.03,415.1,413.83,,-0.16%,,
26-05-2015,415.2,414.02,417.93,413.26,,0.05%,,
27-05-2015,411.52,414.28,414.31,411.08,,-0.89%,,
28-05-2015,407.2,411.65,412.96,405.3,,-1.05%,,
29-05-2015,406.26,407.14,408.06,405.46,,-0.23%,,
01-06-2015,406.5,405.42,407.69,403.17,,0.06%,,
02-06-2015,402.45,405.95,406.06,402.08,,-1.00%,,
03-06-2015,402.89,403.06,404.19,401.25,,0.11%,,
04-06-2015,400.77,402.95,404.69,397.74,,-0.53%,,
05-06-2015,399.08,400.32,400.9,398.56,,-0.42%,,
08-06-2015,396.29,397.8,397.93,395.81,,-0.70%,,
09-06-2015,391.91,396.56,397.11,391.52,,-1.11%,,
10-06-2015,392.34,392.05,395.16,391.59,,0.11%,,
11-06-2015,393.13,392.33,395.18,392.32,,0.20%,,
12-06-2015,395.44,392.9,395.53,392.9,,0.59%,,
15-06-2015,391.08,395.57,395.57,391.08,,-1.10%,,
16-06-2015,387.7,391.29,391.37,387.4,,-0.86%,,
17-06-2015,390.46,387.82,391.21,387.7,,0.71%,,
18-06-2015,391.56,391.15,393.25,391.11,,0.28%,,
19-06-2015,391.6,392.03,394.9,391.57,,0.01%,,
22-06-2015,396.31,392.49,396.66,392.49,,1.20%,,
23-06-2015,399.53,396.2,400.27,396.2,,0.81%,,
24-06-2015,400.06,399.21,400.47,398.78,,0.13%,,
25-06-2015,398.48,399.95,400.36,398.28,,-0.39%,,
26-06-2015,394.34,398.33,398.64,393.26,,-1.04%,,
29-06-2015,386.29,393.11,393.11,382.5,,-2.04%,,
30-06-2015,391.17,386.87,392.23,386.6,,1.26%,,
01-07-2015,392.51,390.92,393.11,390.66,,0.34%,,
02-07-2015,391.93,392.01,393.53,391.38,,-0.15%,,
03-07-2015,389.59,392.24,392.56,388.45,,-0.60%,,
06-07-2015,380.27,389.07,389.81,375.52,,-2.39%,,
07-07-2015,376.31,380.36,381.85,375.7,,-1.04%,,
08-07-2015,362.75,375.92,376.13,358.42,,-3.60%,,
09-07-2015,370.09,362.74,372.17,359.73,,2.02%,,
10-07-2015,374.88,370.21,376.3,369.98,,1.29%,,
13-07-2015,379.36,374.77,379.76,373.54,,1.20%,,
14-07-2015,377.31,378.84,379.16,375.72,,-0.54%,,
15-07-2015,376.78,377.46,378.88,375.56,,-0.14%,,
16-07-2015,378.19,376.3,378.3,374.72,,0.37%,,
17-07-2015,380.06,378.5,380.73,378.14,,0.49%,,
20-07-2015,378.31,379.81,381.07,377.61,,-0.46%,,
21-07-2015,379.82,377.98,380.31,377.53,,0.40%,,
22-07-2015,377.45,380.36,380.36,375.87,,-0.62%,,
23-07-2015,376.13,377.11,377.4,376.03,,-0.35%,,
24-07-2015,372.73,376.16,376.2,372.05,,-0.90%,,
27-07-2015,364.3,372.23,372.56,363.76,,-2.26%,,
28-07-2015,364.27,363.88,368.27,361.97,,-0.01%,,
29-07-2015,366.23,364.85,366.64,364.85,,0.54%,,
30-07-2015,364.67,365.88,368.0,364.05,,-0.43%,,
31-07-2015,366.35,364.3,366.65,363.44,,0.46%,,
03-08-2015,362.7,366.29,366.29,361.56,,-1.00%,,
04-08-2015,363.66,362.19,364.23,361.4,,0.26%,,
05-08-2015,363.8,363.28,364.12,362.28,,0.04%,,
06-08-2015,361.47,363.89,364.19,361.17,,-0.64%,,
07-08-2015,362.04,361.55,363.11,360.72,,0.16%,,
10-08-2015,362.4,362.17,363.16,359.59,,0.10%,,
11-08-2015,358.29,362.64,365.71,357.72,,-1.13%,,
12-08-2015,350.33,357.83,357.83,349.18,,-2.22%,,
13-08-2015,352.45,351.26,353.94,351.15,,0.61%,,
14-08-2015,352.72,352.23,352.97,351.24,,0.08%,,
17-08-2015,348.68,352.21,352.5,348.23,,-1.15%,,
18-08-2015,345.47,348.32,350.58,345.33,,-0.92%,,
19-08-2015,342.91,345.33,345.77,342.11,,-0.74%,,
20-08-2015,337.8,343.12,343.13,337.18,,-1.49%,,
21-08-2015,330.75,337.7,337.7,329.39,,-2.09%,,
24-08-2015,313.49,330.15,330.15,312.68,,-5.22%,,
25-08-2015,319.24,313.58,322.03,312.66,,1.83%,,
26-08-2015,318.87,319.38,324.1,316.83,,-0.12%,,
27-08-2015,328.37,319.17,329.34,319.17,,2.98%,,
28-08-2015,331.02,329.23,334.61,329.23,,0.81%,,
31-08-2015,330.36,330.63,331.86,327.13,,-0.20%,,
01-09-2015,324.46,330.47,330.47,324.04,,-1.79%,,
02-09-2015,322.21,323.72,325.92,320.01,,-0.69%,,
03-09-2015,322.85,322.12,323.09,321.86,,0.20%,,
04-09-2015,319.61,322.79,324.13,318.86,,-1.00%,,
07-09-2015,315.97,318.86,321.04,315.65,,-1.14%,,
08-09-2015,321.62,315.95,322.38,315.45,,1.79%,,
09-09-2015,332.62,322.16,333.27,322.16,,3.42%,,
10-09-2015,329.27,332.02,332.02,327.01,,-1.01%,,
11-09-2015,328.81,330.23,332.41,328.7,,-0.14%,,
14-09-2015,330.05,329.41,330.9,327.95,,0.38%,,
15-09-2015,328.3,330.17,330.58,328.15,,-0.53%,,
16-09-2015,334.3,328.86,335.29,328.86,,1.83%,,
17-09-2015,336.58,335.07,338.74,334.84,,0.68%,,
18-09-2015,339.17,336.61,339.9,335.85,,0.77%,,
21-09-2015,334.15,338.24,338.24,333.21,,-1.48%,,
22-09-2015,333.42,333.92,336.5,332.61,,-0.22%,,
23-09-2015,325.71,332.5,332.5,323.98,,-2.31%,,
24-09-2015,324.18,325.31,326.72,323.45,,-0.47%,,
25-09-2015,323.84,323.95,324.82,321.92,,-0.10%,,
28-09-2015,322.69,323.7,323.75,322.34,,-0.36%,,
29-09-2015,318.96,321.98,321.98,316.27,,-1.16%,,
30-09-2015,324.52,318.47,324.81,318.0,,1.74%,,
01-10-2015,326.49,324.46,327.4,324.34,,0.61%,,
02-10-2015,329.54,326.32,329.8,325.27,,0.93%,,
05-10-2015,334.78,330.44,335.89,330.44,,1.59%,,
06-10-2015,337.3,336.2,339.16,335.95,,0.75%,,
07-10-2015,346.43,338.28,347.4,337.96,,2.71%,,
08-10-2015,345.24,346.97,347.98,344.44,,-0.34%,,
09-10-2015,348.44,346.6,351.4,346.6,,0.93%,,
12-10-2015,352.44,349.59,352.79,349.12,,1.15%,,
13-10-2015,349.39,352.43,352.52,349.07,,-0.87%,,
14-10-2015,347.83,349.34,349.39,347.0,,-0.45%,,
15-10-2015,354.82,348.83,355.96,348.65,,2.01%,,
16-10-2015,355.57,355.84,356.85,354.36,,0.21%,,
19-10-2015,356.71,355.65,356.76,354.12,,0.32%,,
20-10-2015,355.27,355.47,355.88,354.52,,-0.40%,,
21-10-2015,354.75,355.12,355.96,354.21,,-0.15%,,
22-10-2015,353.31,354.09,354.38,352.51,,-0.41%,,
23-10-2015,358.28,354.02,358.83,354.02,,1.41%,,
26-10-2015,358.41,357.29,359.81,357.23,,0.04%,,
27-10-2015,357.27,358.53,358.53,355.07,,-0.32%,,
28-10-2015,355.19,356.79,356.8,354.47,,-0.58%,,
29-10-2015,350.87,353.97,355.79,350.35,,-1.22%,,
30-10-2015,350.36,350.76,352.5,349.96,,-0.15%,,
02-11-2015,349.75,350.48,350.93,348.64,,-0.17%,,
03-11-2015,353.01,349.91,354.03,349.91,,0.93%,,
04-11-2015,358.12,353.25,360.0,353.25,,1.45%,,
05-11-2015,356.19,357.66,357.86,355.75,,-0.54%,,
06-11-2015,353.38,356.11,356.34,353.24,,-0.79%,,
09-11-2015,349.51,352.14,352.3,348.9,,-1.10%,,
10-11-2015,344.6,349.12,349.12,344.23,,-1.40%,,
11-11-2015,343.74,344.48,344.84,343.46,,-0.25%,,
12-11-2015,346.22,344.0,347.04,343.99,,0.72%,,
13-11-2015,341.22,346.04,346.04,340.69,,-1.44%,,
16-11-2015,336.52,340.21,340.21,335.9,,-1.38%,,
17-11-2015,339.95,337.14,342.3,337.14,,1.02%,,
18-11-2015,338.28,340.01,340.68,338.28,,-0.49%,,
19-11-2015,343.91,338.97,344.1,338.97,,1.66%,,
20-11-2015,346.48,344.43,346.72,343.62,,0.75%,,
23-11-2015,345.5,346.49,347.03,345.21,,-0.28%,,
24-11-2015,345.67,345.5,346.12,344.39,,0.05%,,
25-11-2015,345.79,346.25,346.72,345.26,,0.03%,,
26-11-2015,346.56,345.87,348.63,345.87,,0.22%,,
27-11-2015,341.69,346.5,346.7,341.36,,-1.41%,,
30-11-2015,338.52,341.29,341.29,337.72,,-0.93%,,
01-12-2015,343.94,338.58,344.27,338.58,,1.60%,,
02-12-2015,343.57,344.26,345.23,343.22,,-0.11%,,
03-12-2015,341.92,343.35,343.35,341.14,,-0.48%,,
04-12-2015,339.5,342.57,342.57,338.82,,-0.71%,,
07-12-2015,338.72,339.6,341.39,338.72,,-0.23%,,
08-12-2015,334.46,338.68,339.01,334.19,,-1.26%,,
09-12-2015,332.55,334.53,334.97,332.39,,-0.57%,,
10-12-2015,332.54,332.47,333.39,331.72,,0.00%,,
11-12-2015,327.66,332.38,332.75,327.62,,-1.47%,,
14-12-2015,326.19,327.74,327.74,323.32,,-0.45%,,
15-12-2015,328.09,326.27,328.17,326.27,,0.58%,,
16-12-2015,333.24,328.44,333.42,328.44,,1.57%,,
17-12-2015,335.32,333.59,335.94,333.04,,0.62%,,
18-12-2015,333.14,335.14,335.14,332.94,,-0.65%,,
21-12-2015,334.72,333.23,334.81,332.15,,0.47%,,
22-12-2015,336.21,334.58,336.27,334.29,,0.45%,,
23-12-2015,338.57,336.16,338.66,335.98,,0.70%,,
24-12-2015,339.15,338.59,340.31,338.57,,0.17%,,
25-12-2015,339.27,339.21,339.41,339.08,,0.04%,,
28-12-2015,337.13,339.2,339.47,336.92,,-0.63%,,
29-12-2015,337.51,337.49,337.71,336.9,,0.11%,,
30-12-2015,335.59,337.56,338.45,335.47,,-0.57%,,
31-12-2015,336.76,335.58,336.9,335.34,,0.35%,,
01-01-2016,336.95,336.74,336.95,336.63,,0.06%,,
04-01-2016,326.18,336.65,336.65,325.94,,-3.20%,,
05-01-2016,325.95,326.23,328.45,325.26,,-0.07%,,
06-01-2016,322.64,326.0,326.11,322.55,,-1.02%,,
07-01-2016,314.32,322.5,322.64,314.31,,-2.58%,,
08-01-2016,315.23,314.04,317.07,313.31,,0.29%,,
11-01-2016,308.65,314.85,314.85,308.37,,-2.09%,,
12-01-2016,307.66,309.02,311.02,307.01,,-0.32%,,
13-01-2016,310.8,307.89,312.81,307.89,,1.02%,,
14-01-2016,307.55,309.94,309.94,304.9,,-1.05%,,
15-01-2016,302.99,308.19,308.94,302.78,,-1.48%,,
18-01-2016,301.34,303.42,303.42,300.43,,-0.54%,,
19-01-2016,306.07,301.38,306.57,300.49,,1.57%,,
20-01-2016,296.35,305.83,305.83,295.82,,-3.18%,,
21-01-2016,294.19,296.99,300.08,293.05,,-0.73%,,
22-01-2016,302.08,294.54,302.53,294.54,,2.68%,,
25-01-2016,305.32,302.33,306.95,302.29,,1.07%,,
26-01-2016,300.12,304.83,304.83,299.61,,-1.70%,,
27-01-2016,302.59,300.76,303.8,300.76,,0.82%,,
28-01-2016,303.8,301.98,304.75,301.18,,0.40%,,
29-01-2016,311.17,303.85,311.17,303.06,,2.43%,,
01-02-2016,311.25,310.82,311.8,309.54,,0.03%,,
02-02-2016,307.48,310.97,311.05,306.74,,-1.21%,,
03-02-2016,302.06,306.52,306.52,301.07,,-1.76%,,
04-02-2016,307.27,303.71,308.9,303.71,,1.72%,,
05-02-2016,309.05,308.28,310.48,308.09,,0.58%,,
08-02-2016,308.37,308.42,308.88,307.53,,-0.22%,,
09-02-2016,307.56,307.45,307.88,306.7,,-0.26%,,
10-02-2016,307.32,307.12,308.27,306.81,,-0.08%,,
11-02-2016,299.71,307.65,307.65,299.71,,-2.48%,,
12-02-2016,297.64,300.05,300.27,297.24,,-0.69%,,
15-02-2016,304.19,298.58,304.4,298.15,,2.20%,,
16-02-2016,306.92,303.83,307.82,303.83,,0.90%,,
17-02-2016,305.59,306.63,307.95,304.63,,-0.43%,,
18-02-2016,310.83,306.07,311.15,306.07,,1.71%,,
19-02-2016,310.31,310.58,310.58,308.67,,-0.17%,,
22-02-2016,312.08,310.26,312.72,309.79,,0.57%,,
23-02-2016,310.92,312.78,313.11,310.8,,-0.37%,,
24-02-2016,308.34,310.73,310.81,307.23,,-0.83%,,
25-02-2016,306.21,308.57,309.41,305.99,,-0.69%,,
26-02-2016,310.04,306.58,310.42,306.53,,1.25%,,
29-02-2016,308.29,309.46,309.83,307.18,,-0.56%,,
01-03-2016,312.64,308.35,313.44,307.99,,1.41%,,
02-03-2016,319.98,313.62,320.37,313.62,,2.35%,,
03-03-2016,323.18,320.53,323.77,320.53,,1.00%,,
04-03-2016,326.47,323.68,327.56,323.32,,1.02%,,
07-03-2016,327.14,327.32,329.09,326.67,,0.21%,,
08-03-2016,324.31,327.42,327.44,323.32,,-0.87%,,
09-03-2016,323.82,324.09,324.57,321.18,,-0.15%,,
10-03-2016,325.09,324.37,326.11,324.2,,0.39%,,
11-03-2016,329.03,324.84,329.82,324.31,,1.21%,,
14-03-2016,331.87,329.75,333.02,329.54,,0.86%,,
15-03-2016,328.59,331.79,331.96,327.97,,-0.99%,,
16-03-2016,328.7,328.07,330.32,327.21,,0.03%,,
17-03-2016,334.61,330.44,336.36,330.44,,1.80%,,
18-03-2016,338.8,336.12,339.19,335.63,,1.25%,,
21-03-2016,339.72,338.85,340.09,337.64,,0.27%,,
22-03-2016,340.24,339.83,340.36,338.41,,0.15%,,
23-03-2016,338.95,340.17,340.72,337.93,,-0.38%,,
24-03-2016,335.69,338.37,338.37,335.05,,-0.96%,,
25-03-2016,335.07,335.57,335.85,334.54,,-0.18%,,
28-03-2016,334.34,334.98,335.03,334.24,,-0.22%,,
29-03-2016,335.07,334.59,336.13,333.91,,0.22%,,
30-03-2016,342.03,336.19,342.94,336.19,,2.08%,,
31-03-2016,342.9,342.76,343.57,341.01,,0.25%,,
01-04-2016,338.45,342.84,342.84,337.9,,-1.30%,,
04-04-2016,339.51,338.76,339.51,338.5,,0.31%,,
05-04-2016,334.91,338.87,338.87,334.09,,-1.35%,,
06-04-2016,334.46,334.37,335.06,333.31,,-0.13%,,
07-04-2016,335.04,334.83,336.2,334.13,,0.17%,,
08-04-2016,335.72,334.37,336.29,331.88,,0.20%,,
11-04-2016,337.76,335.78,338.2,334.32,,0.61%,,
12-04-2016,339.2,338.05,339.6,337.74,,0.43%,,
13-04-2016,345.01,339.73,345.01,339.73,,1.71%,,
14-04-2016,346.04,345.0,347.18,345.0,,0.30%,,
15-04-2016,346.86,346.26,346.96,345.53,,0.24%,,
18-04-2016,345.63,346.5,346.5,343.58,,-0.35%,,
19-04-2016,348.34,346.31,349.45,346.14,,0.78%,,
20-04-2016,346.1,349.16,349.79,344.82,,-0.64%,,
21-04-2016,348.9,346.23,349.22,345.87,,0.81%,,
22-04-2016,346.24,348.25,348.25,345.51,,-0.76%,,
25-04-2016,344.06,345.61,345.7,343.52,,-0.63%,,
26-04-2016,344.54,343.82,345.1,341.76,,0.14%,,
27-04-2016,343.95,344.88,345.05,343.07,,-0.17%,,
28-04-2016,342.48,344.02,345.64,342.14,,-0.43%,,
29-04-2016,339.83,342.75,342.75,338.98,,-0.77%,,
02-05-2016,339.07,339.41,339.48,338.85,,-0.22%,,
03-05-2016,335.26,339.47,339.7,334.27,,-1.12%,,
04-05-2016,332.37,334.18,334.24,330.94,,-0.86%,,
05-05-2016,331.63,331.45,331.69,330.09,,-0.22%,,
06-05-2016,329.13,330.6,330.72,327.76,,-0.75%,,
09-05-2016,328.55,328.17,329.73,327.45,,-0.18%,,
10-05-2016,329.13,327.55,329.43,326.0,,0.18%,,
11-05-2016,328.54,329.34,330.47,327.67,,-0.18%,,
12-05-2016,328.01,328.71,329.05,327.1,,-0.16%,,
13-05-2016,324.3,327.43,327.43,323.34,,-1.13%,,
16-05-2016,325.23,323.75,325.67,323.26,,0.29%,,
17-05-2016,328.22,325.57,328.66,325.47,,0.92%,,
18-05-2016,325.26,328.03,328.03,324.35,,-0.90%,,
19-05-2016,321.52,324.65,324.65,321.33,,-1.15%,,
20-05-2016,322.66,321.72,323.91,321.57,,0.35%,,
23-05-2016,324.92,322.87,326.03,322.64,,0.70%,,
24-05-2016,323.2,324.86,324.86,322.17,,-0.53%,,
25-05-2016,329.33,323.6,330.0,323.6,,1.90%,,
26-05-2016,330.49,329.64,330.98,328.97,,0.35%,,
27-05-2016,333.95,330.84,333.95,330.66,,1.05%,,
30-05-2016,333.9,333.57,334.32,332.0,,-0.01%,,
31-05-2016,335.3,333.51,336.55,333.47,,0.42%,,
01-06-2016,334.87,335.32,336.81,334.86,,-0.13%,,
02-06-2016,336.01,334.89,336.15,334.72,,0.34%,,
03-06-2016,337.22,336.0,339.09,335.85,,0.36%,,
06-06-2016,339.71,338.92,341.21,338.65,,0.74%,,
07-06-2016,344.88,341.24,345.89,341.24,,1.52%,,
08-06-2016,346.03,345.68,346.8,344.93,,0.33%,,
09-06-2016,345.13,346.38,346.86,344.61,,-0.26%,,
10-06-2016,341.43,344.96,344.96,340.66,,-1.07%,,
13-06-2016,334.49,340.55,340.55,333.8,,-2.03%,,
14-06-2016,333.7,334.46,334.71,333.01,,-0.24%,,
15-06-2016,335.29,333.66,335.92,331.75,,0.48%,,
16-06-2016,331.82,335.87,335.93,330.83,,-1.03%,,
17-06-2016,333.2,332.07,334.54,332.07,,0.42%,,
20-06-2016,338.05,333.62,338.53,333.62,,1.46%,,
21-06-2016,339.8,337.97,340.31,337.75,,0.52%,,
22-06-2016,341.78,339.93,342.43,339.33,,0.58%,,
23-06-2016,342.62,342.02,343.48,341.57,,0.25%,,
24-06-2016,332.11,343.52,343.83,327.01,,-3.07%,,
27-06-2016,331.21,331.99,332.87,328.75,,-0.27%,,
28-06-2016,333.43,331.2,333.82,329.29,,0.67%,,
29-06-2016,338.78,333.79,339.49,333.79,,1.60%,,
30-06-2016,344.26,339.4,344.34,339.4,,1.62%,,
01-07-2016,346.18,344.1,346.49,344.1,,0.56%,,
04-07-2016,348.61,345.9,349.18,345.72,,0.70%,,
05-07-2016,345.21,348.26,348.51,344.8,,-0.98%,,
06-07-2016,340.49,344.88,344.88,339.43,,-1.37%,,
07-07-2016,343.9,341.07,344.08,340.98,,1.00%,,
08-07-2016,342.37,343.71,343.79,341.59,,-0.44%,,
11-07-2016,349.38,343.44,349.38,343.44,,2.05%,,
12-07-2016,352.35,349.12,353.05,349.07,,0.85%,,
13-07-2016,353.88,352.79,354.53,352.79,,0.43%,,
14-07-2016,356.49,354.03,357.2,353.5,,0.74%,,
15-07-2016,358.35,356.95,359.52,356.89,,0.52%,,
18-07-2016,359.31,358.25,359.53,357.81,,0.27%,,
19-07-2016,358.74,359.47,359.47,357.42,,-0.16%,,
20-07-2016,359.79,358.24,359.79,357.17,,0.29%,,
21-07-2016,360.56,359.68,361.47,359.61,,0.21%,,
22-07-2016,359.93,360.62,360.67,359.07,,-0.17%,,
25-07-2016,360.15,359.78,360.91,358.63,,0.06%,,
26-07-2016,361.93,359.65,362.65,358.78,,0.49%,,
27-07-2016,363.2,361.84,363.55,361.74,,0.35%,,
28-07-2016,364.1,363.65,364.15,362.21,,0.25%,,
29-07-2016,360.95,364.05,364.41,360.95,,-0.87%,,
01-08-2016,366.36,361.81,366.88,361.81,,1.50%,,
02-08-2016,364.76,366.5,366.5,364.7,,-0.44%,,
03-08-2016,359.52,364.55,364.55,359.42,,-1.44%,,
04-08-2016,361.14,359.9,361.57,359.9,,0.45%,,
05-08-2016,365.96,361.53,366.08,361.53,,1.33%,,
08-08-2016,369.92,365.66,370.12,365.66,,1.08%,,
09-08-2016,370.6,370.16,371.22,369.75,,0.18%,,
10-08-2016,372.2,371.07,373.1,371.0,,0.43%,,
11-08-2016,372.79,372.36,373.08,370.68,,0.16%,,
