date,price,open,high,low,vol.,change %,vol,perc_chg
21-03-2013,336.66,337.63,338.9,336.57,,-0.15%,,
22-03-2013,334.93,336.6,336.86,334.81,,-0.51%,,
25-03-2013,338.64,335.89,339.13,335.86,,1.11%,,
26-03-2013,339.91,338.52,340.25,338.34,,0.38%,,
27-03-2013,342.07,340.26,342.31,339.43,,0.64%,,
28-03-2013,340.93,342.07,342.34,338.97,,-0.33%,,
29-03-2013,341.77,341.41,342.23,341.41,,0.25%,,
01-04-2013,341.01,342.1,342.1,341.01,,-0.22%,,
02-04-2013,341.22,341.3,342.45,339.58,,0.06%,,
03-04-2013,340.71,341.05,341.76,339.88,,-0.15%,,
04-04-2013,338.41,339.68,339.88,338.1,,-0.68%,,
05-04-2013,333.0,337.74,338.0,332.73,,-1.60%,,
08-04-2013,331.01,332.61,332.89,330.7,,-0.60%,,
09-04-2013,332.52,330.72,333.61,330.66,,0.46%,,
10-04-2013,335.14,333.17,335.23,332.84,,0.79%,,
11-04-2013,337.87,335.76,338.53,335.46,,0.81%,,
12-04-2013,335.74,338.07,338.19,335.48,,-0.63%,,
15-04-2013,333.4,335.2,335.51,332.19,,-0.70%,,
16-04-2013,334.75,332.48,334.97,330.24,,0.40%,,
17-04-2013,334.32,335.53,335.96,334.29,,-0.13%,,
18-04-2013,333.21,333.85,334.18,332.32,,-0.33%,,
19-04-2013,338.01,333.2,338.27,332.78,,1.44%,,
22-04-2013,339.43,337.78,339.74,337.51,,0.42%,,
23-04-2013,336.37,339.39,339.39,335.71,,-0.90%,,
24-04-2013,340.26,336.83,340.41,336.55,,1.16%,,
25-04-2013,343.39,340.45,343.61,340.18,,0.92%,,
26-04-2013,343.23,343.37,345.72,343.22,,-0.05%,,
29-04-2013,344.15,343.71,344.35,343.03,,0.27%,,
30-04-2013,347.77,344.73,347.77,344.73,,1.05%,,
01-05-2013,347.8,347.84,347.97,347.8,,0.01%,,
02-05-2013,347.32,348.08,348.27,346.36,,-0.14%,,
03-05-2013,347.47,347.77,348.88,347.41,,0.04%,,
06-05-2013,350.42,348.15,351.49,348.14,,0.85%,,
07-05-2013,351.96,350.42,351.99,349.87,,0.44%,,
08-05-2013,355.19,352.45,355.36,352.1,,0.92%,,
09-05-2013,355.64,355.83,357.08,355.19,,0.13%,,
10-05-2013,353.61,355.2,355.2,352.25,,-0.57%,,
13-05-2013,350.12,352.32,352.76,349.9,,-0.99%,,
14-05-2013,351.11,350.07,352.57,350.07,,0.28%,,
15-05-2013,352.37,350.5,353.03,350.34,,0.36%,,
16-05-2013,352.75,352.58,354.1,352.4,,0.11%,,
17-05-2013,352.58,352.59,352.8,352.11,,-0.05%,,
20-05-2013,355.27,352.52,355.85,352.31,,0.76%,,
21-05-2013,354.55,356.0,356.06,354.27,,-0.20%,,
22-05-2013,354.1,354.74,355.95,353.95,,-0.13%,,
23-05-2013,345.64,353.01,353.01,344.97,,-2.39%,,
24-05-2013,346.12,346.33,347.16,344.43,,0.14%,,
27-05-2013,347.48,345.96,347.5,345.82,,0.39%,,
28-05-2013,348.72,347.69,348.97,346.93,,0.36%,,
29-05-2013,346.93,348.44,349.42,346.53,,-0.51%,,
30-05-2013,345.47,347.1,347.57,344.41,,-0.42%,,
31-05-2013,343.35,345.82,346.94,342.99,,-0.61%,,
03-06-2013,340.87,343.01,343.61,340.55,,-0.72%,,
04-06-2013,342.33,341.83,342.44,341.01,,0.43%,,
05-06-2013,339.59,342.26,342.26,338.83,,-0.80%,,
06-06-2013,336.85,339.03,339.03,336.25,,-0.81%,,
07-06-2013,333.96,337.07,337.87,333.8,,-0.86%,,
10-06-2013,333.12,333.57,335.37,332.81,,-0.25%,,
11-06-2013,327.58,332.72,332.72,326.95,,-1.66%,,
12-06-2013,327.38,327.92,328.32,326.39,,-0.06%,,
13-06-2013,321.39,327.4,327.5,319.43,,-1.83%,,
14-06-2013,325.66,322.44,325.66,322.18,,1.33%,,
17-06-2013,327.72,325.64,328.1,325.12,,0.63%,,
18-06-2013,327.52,327.63,328.53,326.11,,-0.06%,,
19-06-2013,325.95,327.28,327.28,324.96,,-0.48%,,
20-06-2013,315.66,324.28,324.28,315.23,,-3.16%,,
21-06-2013,312.56,313.56,313.77,310.09,,-0.98%,,
24-06-2013,305.95,312.2,312.29,305.83,,-2.11%,,
25-06-2013,305.59,305.82,308.36,302.17,,-0.12%,,
26-06-2013,310.66,306.77,311.31,306.14,,1.66%,,
27-06-2013,316.19,311.51,317.14,311.51,,1.78%,,
28-06-2013,323.7,316.77,323.7,316.77,,2.38%,,
01-07-2013,323.71,323.16,324.31,322.32,,0.00%,,
02-07-2013,322.11,324.01,326.02,322.05,,-0.49%,,
03-07-2013,314.92,321.79,322.03,314.61,,-2.23%,,
04-07-2013,317.47,315.31,318.21,315.2,,0.81%,,
05-07-2013,319.7,317.71,320.17,317.39,,0.70%,,
08-07-2013,313.95,319.41,319.41,312.93,,-1.80%,,
09-07-2013,316.66,314.68,317.2,314.31,,0.86%,,
10-07-2013,319.16,317.02,319.78,316.62,,0.79%,,
11-07-2013,329.2,320.76,329.52,320.76,,3.15%,,
12-07-2013,328.75,329.15,329.49,327.98,,-0.14%,,
15-07-2013,329.57,328.86,329.98,327.74,,0.25%,,
16-07-2013,329.57,329.47,330.03,328.76,,0.00%,,
17-07-2013,330.34,330.0,331.03,328.72,,0.23%,,
18-07-2013,329.37,330.5,330.58,328.68,,-0.29%,,
19-07-2013,327.78,329.53,329.63,326.61,,-0.48%,,
22-07-2013,328.72,328.49,330.21,328.14,,0.29%,,
23-07-2013,334.63,329.23,334.9,329.16,,1.80%,,
24-07-2013,335.22,334.72,335.47,334.12,,0.18%,,
25-07-2013,333.5,334.73,334.74,333.37,,-0.51%,,
26-07-2013,334.01,333.82,334.94,333.42,,0.15%,,
29-07-2013,331.07,334.04,334.23,330.91,,-0.88%,,
30-07-2013,331.86,331.04,333.11,330.87,,0.24%,,
31-07-2013,329.62,331.34,331.67,328.98,,-0.67%,,
01-08-2013,331.13,330.07,331.9,329.53,,0.46%,,
02-08-2013,331.49,331.29,333.2,331.04,,0.11%,,
05-08-2013,332.46,331.62,332.78,331.54,,0.29%,,
06-08-2013,329.32,332.33,332.35,329.02,,-0.94%,,
07-08-2013,325.35,329.17,329.18,325.08,,-1.21%,,
08-08-2013,326.79,325.76,327.5,325.5,,0.44%,,
09-08-2013,327.42,327.13,328.05,326.51,,0.19%,,
12-08-2013,330.44,327.53,330.82,327.4,,0.92%,,
13-08-2013,335.27,330.64,335.37,330.38,,1.46%,,
14-08-2013,335.4,334.96,335.4,334.44,,0.04%,,
15-08-2013,334.42,335.49,336.13,334.2,,-0.29%,,
16-08-2013,333.0,333.85,335.45,332.53,,-0.42%,,
19-08-2013,329.46,332.89,332.92,329.21,,-1.06%,,
20-08-2013,323.15,328.95,329.15,322.05,,-1.92%,,
21-08-2013,321.01,323.72,323.82,320.8,,-0.66%,,
22-08-2013,319.64,319.89,319.91,316.72,,-0.43%,,
23-08-2013,321.93,320.44,323.19,320.18,,0.72%,,
26-08-2013,323.37,322.79,324.91,322.79,,0.45%,,
27-08-2013,319.23,323.22,323.36,318.96,,-1.28%,,
28-08-2013,316.11,318.01,318.56,313.6,,-0.98%,,
29-08-2013,321.29,316.35,321.29,316.35,,1.64%,,
30-08-2013,324.64,321.72,324.82,321.32,,1.04%,,
02-09-2013,327.84,324.74,328.01,324.53,,0.99%,,
03-09-2013,328.31,328.41,330.84,328.2,,0.14%,,
04-09-2013,328.22,328.04,328.73,325.71,,-0.03%,,
05-09-2013,331.32,328.95,332.64,328.71,,0.94%,,
06-09-2013,332.47,331.47,332.65,331.12,,0.35%,,
09-09-2013,337.24,333.13,337.4,333.13,,1.43%,,
10-09-2013,342.82,337.86,342.82,337.86,,1.65%,,
11-09-2013,343.36,342.84,343.46,340.88,,0.16%,,
12-09-2013,342.75,343.62,344.41,342.49,,-0.18%,,
13-09-2013,341.1,342.61,342.84,339.85,,-0.48%,,
16-09-2013,346.71,341.67,346.93,341.67,,1.64%,,
17-09-2013,346.05,346.61,346.61,344.82,,-0.19%,,
18-09-2013,345.11,346.3,346.53,344.84,,-0.27%,,
19-09-2013,351.46,346.51,353.01,346.51,,1.84%,,
20-09-2013,350.26,352.47,352.5,350.26,,-0.34%,,
23-09-2013,350.38,350.68,351.6,349.81,,0.03%,,
24-09-2013,348.35,349.89,350.0,347.15,,-0.58%,,
25-09-2013,347.61,347.97,348.01,346.35,,-0.21%,,
26-09-2013,346.62,347.6,348.01,345.91,,-0.28%,,
27-09-2013,347.05,346.64,348.49,346.39,,0.12%,,
30-09-2013,342.24,346.64,346.64,342.21,,-1.39%,,
01-10-2013,343.71,341.99,343.89,341.99,,0.43%,,
02-10-2013,345.07,344.1,346.02,343.88,,0.40%,,
03-10-2013,349.13,345.21,349.16,345.21,,1.18%,,
04-10-2013,349.05,349.48,349.53,347.4,,-0.02%,,
07-10-2013,347.62,349.25,349.53,347.04,,-0.41%,,
08-10-2013,350.07,347.46,350.28,346.71,,0.70%,,
09-10-2013,349.48,349.84,349.84,348.45,,-0.17%,,
10-10-2013,349.98,349.31,350.24,347.9,,0.14%,,
11-10-2013,353.77,350.98,354.36,350.83,,1.08%,,
14-10-2013,353.03,353.88,354.06,352.83,,-0.21%,,
15-10-2013,355.58,353.53,356.09,353.53,,0.72%,,
16-10-2013,354.38,355.79,355.98,353.96,,-0.34%,,
17-10-2013,355.49,355.1,356.64,355.03,,0.31%,,
18-10-2013,359.17,355.93,359.17,355.74,,1.04%,,
21-10-2013,359.13,359.26,360.0,358.58,,-0.01%,,
22-10-2013,358.49,358.85,358.85,357.2,,-0.18%,,
23-10-2013,355.9,359.14,360.52,355.53,,-0.72%,,
24-10-2013,355.35,355.75,356.06,354.07,,-0.15%,,
25-10-2013,353.04,355.25,355.34,352.6,,-0.65%,,
28-10-2013,354.84,353.38,355.46,353.26,,0.51%,,
29-10-2013,355.6,354.74,356.02,353.69,,0.21%,,
30-10-2013,359.4,355.57,359.56,355.05,,1.07%,,
31-10-2013,357.21,359.02,359.21,356.53,,-0.61%,,
01-11-2013,356.77,357.28,357.4,356.04,,-0.12%,,
04-11-2013,355.13,356.8,356.82,354.95,,-0.46%,,
05-11-2013,353.31,355.47,355.71,352.88,,-0.51%,,
06-11-2013,352.93,353.22,353.71,352.32,,-0.11%,,
07-11-2013,351.46,352.99,353.23,351.34,,-0.42%,,
08-11-2013,348.2,350.57,351.05,348.0,,-0.93%,,
11-11-2013,347.77,348.74,348.85,345.79,,-0.12%,,
12-11-2013,347.23,348.06,349.21,346.89,,-0.16%,,
13-11-2013,342.01,346.98,347.06,341.93,,-1.50%,,
14-11-2013,345.01,343.3,346.2,342.96,,0.88%,,
15-11-2013,349.61,345.56,349.81,345.56,,1.33%,,
18-11-2013,356.25,350.22,356.52,350.09,,1.90%,,
19-11-2013,357.56,356.35,358.9,356.29,,0.37%,,
20-11-2013,355.42,357.66,358.39,355.42,,-0.60%,,
21-11-2013,351.11,355.12,355.14,350.43,,-1.21%,,
22-11-2013,352.24,351.5,353.21,350.95,,0.32%,,
25-11-2013,353.44,352.47,354.97,352.47,,0.34%,,
26-11-2013,353.71,353.47,354.68,352.93,,0.08%,,
27-11-2013,354.97,353.41,355.0,353.13,,0.36%,,
28-11-2013,356.18,355.49,357.43,355.08,,0.34%,,
29-11-2013,357.82,356.17,357.84,356.03,,0.46%,,
02-12-2013,359.17,357.81,359.58,357.23,,0.38%,,
03-12-2013,357.01,358.88,358.88,356.88,,-0.60%,,
04-12-2013,354.7,357.02,357.02,354.5,,-0.65%,,
05-12-2013,354.58,354.71,355.06,352.7,,-0.03%,,
06-12-2013,354.11,354.76,354.95,353.81,,-0.13%,,
09-12-2013,357.56,354.6,357.9,354.6,,0.97%,,
10-12-2013,356.77,357.7,357.72,356.42,,-0.22%,,
11-12-2013,353.61,356.68,357.43,353.06,,-0.89%,,
12-12-2013,350.96,353.26,353.29,350.7,,-0.75%,,
13-12-2013,350.01,350.8,350.93,348.74,,-0.27%,,
16-12-2013,348.77,349.96,350.21,348.14,,-0.35%,,
17-12-2013,349.51,348.88,351.15,348.88,,0.21%,,
18-12-2013,350.23,349.58,350.9,348.95,,0.21%,,
19-12-2013,348.15,350.33,352.31,347.03,,-0.59%,,
20-12-2013,347.59,348.09,348.43,346.09,,-0.16%,,
23-12-2013,349.08,347.75,349.83,347.75,,0.43%,,
24-12-2013,350.45,349.12,350.98,348.88,,0.39%,,
25-12-2013,350.59,350.36,350.68,350.36,,0.04%,,
26-12-2013,350.38,350.59,350.9,350.28,,-0.06%,,
27-12-2013,352.03,350.39,352.28,349.96,,0.47%,,
30-12-2013,352.81,351.96,352.81,351.64,,0.22%,,
31-12-2013,353.91,353.02,354.05,352.93,,0.31%,,
01-01-2014,353.9,353.88,353.9,353.74,,0.00%,,
02-01-2014,350.96,353.87,354.79,350.77,,-0.83%,,
03-01-2014,345.54,350.81,350.85,344.94,,-1.54%,,
06-01-2014,343.33,345.6,345.77,342.77,,-0.64%,,
07-01-2014,342.77,343.1,344.06,342.55,,-0.16%,,
08-01-2014,345.19,342.77,345.46,342.48,,0.71%,,
09-01-2014,342.97,345.24,345.35,342.66,,-0.64%,,
10-01-2014,343.49,343.07,343.9,342.38,,0.15%,,
13-01-2014,346.27,343.82,346.51,343.82,,0.81%,,
14-01-2014,345.38,346.28,346.85,344.47,,-0.26%,,
15-01-2014,346.13,345.37,346.72,345.06,,0.22%,,
16-01-2014,346.52,346.14,347.49,345.9,,0.11%,,
17-01-2014,346.67,346.71,348.04,345.25,,0.04%,,
20-01-2014,345.52,346.43,346.52,345.05,,-0.33%,,
21-01-2014,346.14,345.55,347.41,345.34,,0.18%,,
22-01-2014,347.3,345.82,347.3,344.96,,0.34%,,
23-01-2014,343.7,346.99,346.99,343.28,,-1.04%,,
24-01-2014,340.35,343.53,343.65,340.09,,-0.97%,,
27-01-2014,332.98,339.09,339.12,332.98,,-2.17%,,
28-01-2014,333.99,333.1,334.33,333.1,,0.30%,,
29-01-2014,337.18,334.54,338.14,334.54,,0.96%,,
30-01-2014,336.05,336.98,336.98,334.26,,-0.34%,,
31-01-2014,336.2,335.33,336.2,335.33,,0.04%,,
03-02-2014,334.0,335.09,335.3,333.82,,-0.65%,,
04-02-2014,328.49,332.84,333.0,328.33,,-1.65%,,
05-02-2014,327.26,329.44,329.6,326.8,,-0.37%,,
06-02-2014,330.02,327.56,330.14,327.56,,0.84%,,
07-02-2014,333.58,330.92,334.04,330.57,,1.08%,,
10-02-2014,333.41,333.72,335.0,333.23,,-0.05%,,
11-02-2014,336.85,333.28,337.18,333.15,,1.03%,,
12-02-2014,340.48,337.61,340.67,337.28,,1.08%,,
13-02-2014,338.34,340.57,341.01,338.09,,-0.63%,,
14-02-2014,340.93,338.77,341.44,338.77,,0.77%,,
17-02-2014,343.78,341.65,343.94,341.65,,0.84%,,
18-02-2014,343.42,343.94,343.95,342.12,,-0.10%,,
19-02-2014,344.04,343.51,344.1,342.15,,0.18%,,
20-02-2014,340.73,343.52,343.96,340.4,,-0.96%,,
21-02-2014,343.75,341.15,343.85,341.15,,0.89%,,
24-02-2014,341.63,343.48,343.51,340.34,,-0.62%,,
25-02-2014,342.34,342.06,344.21,341.83,,0.21%,,
26-02-2014,344.19,342.27,344.47,341.52,,0.54%,,
27-02-2014,346.94,344.05,347.11,343.57,,0.80%,,
28-02-2014,347.82,346.72,348.15,346.1,,0.25%,,
03-03-2014,344.63,347.85,347.86,344.09,,-0.92%,,
04-03-2014,344.71,344.17,345.11,343.74,,0.02%,,
05-03-2014,346.09,345.68,347.59,345.6,,0.40%,,
06-03-2014,349.31,346.11,349.35,345.79,,0.93%,,
07-03-2014,349.86,349.45,351.16,349.21,,0.16%,,
10-03-2014,345.63,349.18,349.21,344.9,,-1.21%,,
11-03-2014,346.6,345.58,347.07,345.55,,0.28%,,
12-03-2014,342.17,346.44,346.44,342.01,,-1.28%,,
13-03-2014,342.09,342.23,344.69,342.09,,-0.02%,,
14-03-2014,339.66,341.85,341.85,337.89,,-0.71%,,
17-03-2014,340.49,339.52,340.53,339.29,,0.24%,,
18-03-2014,341.74,340.77,342.52,340.77,,0.37%,,
19-03-2014,341.0,341.7,341.89,340.55,,-0.22%,,
20-03-2014,335.37,340.65,340.65,334.94,,-1.65%,,
21-03-2014,337.62,335.46,337.73,335.26,,0.67%,,
24-03-2014,341.65,337.8,341.87,337.8,,1.19%,,
25-03-2014,341.13,341.49,341.93,340.78,,-0.15%,,
26-03-2014,344.5,341.71,344.87,341.67,,0.99%,,
27-03-2014,345.57,344.46,346.14,343.55,,0.31%,,
28-03-2014,348.86,345.31,348.93,345.31,,0.95%,,
31-03-2014,351.31,349.0,351.31,348.84,,0.70%,,
01-04-2014,354.74,351.07,354.74,350.85,,0.98%,,
02-04-2014,356.2,355.0,356.35,354.84,,0.41%,,
03-04-2014,356.16,356.09,357.77,355.76,,-0.01%,,
04-04-2014,355.59,356.03,356.52,355.17,,-0.16%,,
07-04-2014,355.54,355.71,356.11,354.61,,-0.01%,,
08-04-2014,357.72,355.05,357.92,355.02,,0.61%,,
09-04-2014,360.87,357.99,360.95,357.99,,0.88%,,
10-04-2014,363.36,361.45,363.46,360.02,,0.69%,,
11-04-2014,361.52,362.43,362.56,360.08,,-0.51%,,
14-04-2014,360.93,361.29,361.65,360.38,,-0.16%,,
15-04-2014,358.89,361.34,361.55,358.59,,-0.57%,,
16-04-2014,358.82,358.9,360.6,358.27,,-0.02%,,
17-04-2014,359.97,358.98,360.27,358.9,,0.32%,,
18-04-2014,360.81,360.24,361.05,360.24,,0.23%,,
21-04-2014,360.48,360.86,360.96,360.32,,-0.09%,,
22-04-2014,360.26,360.47,360.58,359.34,,-0.06%,,
23-04-2014,358.63,360.65,361.63,358.46,,-0.45%,,
24-04-2014,359.23,358.94,359.7,358.62,,0.17%,,
25-04-2014,354.89,359.09,359.27,354.78,,-1.21%,,
28-04-2014,354.12,354.82,355.28,354.1,,-0.22%,,
29-04-2014,356.14,354.19,356.31,353.69,,0.57%,,
30-04-2014,353.84,356.56,356.71,353.51,,-0.65%,,
01-05-2014,353.89,353.89,353.89,353.89,,0.01%,,
02-05-2014,355.74,354.18,356.06,354.02,,0.52%,,
05-05-2014,354.7,355.72,356.51,354.09,,-0.29%,,
06-05-2014,355.05,354.62,355.26,354.59,,0.10%,,
07-05-2014,352.66,355.34,355.64,352.43,,-0.67%,,
08-05-2014,353.62,352.86,353.96,352.24,,0.27%,,
09-05-2014,354.44,353.86,354.52,352.87,,0.23%,,
12-05-2014,357.04,354.49,357.67,353.37,,0.73%,,
13-05-2014,359.52,357.1,359.69,357.1,,0.69%,,
14-05-2014,363.4,360.01,363.71,360.01,,1.08%,,
15-05-2014,364.53,363.39,364.53,363.08,,0.31%,,
16-05-2014,365.16,363.96,365.74,362.29,,0.17%,,
19-05-2014,366.37,365.58,366.37,364.64,,0.33%,,
20-05-2014,365.5,366.26,367.12,365.21,,-0.24%,,
21-05-2014,365.58,365.24,366.2,364.51,,0.02%,,
22-05-2014,368.58,365.82,368.95,365.75,,0.82%,,
23-05-2014,369.35,368.45,369.37,368.31,,0.21%,,
26-05-2014,368.69,369.07,369.9,368.2,,-0.18%,,
27-05-2014,367.61,368.87,369.05,367.36,,-0.29%,,
28-05-2014,370.15,367.71,370.49,367.58,,0.69%,,
29-05-2014,369.4,370.24,371.02,369.38,,-0.20%,,
30-05-2014,368.14,369.65,370.57,368.03,,-0.34%,,
02-06-2014,368.83,368.08,368.83,367.83,,0.19%,,
03-06-2014,371.86,368.9,371.86,368.23,,0.82%,,
04-06-2014,370.36,371.7,371.83,370.06,,-0.40%,,
05-06-2014,371.13,370.47,371.23,369.43,,0.21%,,
06-06-2014,371.29,371.43,372.46,370.92,,0.04%,,
09-06-2014,372.61,371.79,372.98,371.54,,0.36%,,
10-06-2014,375.53,372.99,375.59,372.75,,0.78%,,
11-06-2014,375.21,375.37,375.62,374.64,,-0.09%,,
12-06-2014,374.47,375.16,375.16,373.76,,-0.20%,,
13-06-2014,373.3,374.2,374.28,373.02,,-0.31%,,
16-06-2014,372.94,373.36,373.36,372.38,,-0.10%,,
17-06-2014,373.0,372.75,373.11,371.49,,0.02%,,
18-06-2014,371.54,372.65,372.84,371.41,,-0.39%,,
19-06-2014,372.46,371.91,373.35,371.78,,0.25%,,
20-06-2014,370.87,372.48,372.48,370.75,,-0.43%,,
23-06-2014,369.35,371.18,373.01,368.99,,-0.41%,,
24-06-2014,371.49,369.53,371.82,369.51,,0.58%,,
25-06-2014,370.56,371.24,371.46,370.2,,-0.25%,,
26-06-2014,374.23,370.75,374.42,370.75,,0.99%,,
27-06-2014,374.4,373.93,375.01,373.43,,0.05%,,
30-06-2014,376.71,374.57,376.77,374.57,,0.62%,,
01-07-2014,376.75,376.46,376.89,376.1,,0.01%,,
02-07-2014,381.89,377.21,381.92,377.01,,1.36%,,
03-07-2014,382.33,381.78,382.53,381.12,,0.12%,,
04-07-2014,382.78,382.61,383.05,382.23,,0.12%,,
07-07-2014,383.67,382.67,383.69,381.99,,0.23%,,
08-07-2014,383.47,383.63,384.12,383.18,,-0.05%,,
09-07-2014,380.56,383.06,383.1,380.36,,-0.76%,,
10-07-2014,381.92,380.82,382.68,380.73,,0.36%,,
11-07-2014,379.72,381.3,381.43,379.07,,-0.58%,,
14-07-2014,380.71,380.08,381.95,379.85,,0.26%,,
15-07-2014,382.38,381.11,382.77,381.05,,0.44%,,
16-07-2014,382.43,382.36,382.73,381.52,,0.01%,,
17-07-2014,382.32,382.77,383.33,381.23,,-0.03%,,
18-07-2014,381.7,381.53,381.84,379.39,,-0.16%,,
21-07-2014,382.12,382.1,383.24,381.92,,0.11%,,
22-07-2014,385.78,382.19,385.78,382.19,,0.96%,,
23-07-2014,388.06,386.04,388.16,385.86,,0.59%,,
24-07-2014,389.16,388.32,389.27,387.91,,0.28%,,
25-07-2014,388.79,389.21,389.58,387.26,,-0.10%,,
28-07-2014,390.03,388.82,391.0,388.73,,0.32%,,
29-07-2014,391.98,390.21,392.1,390.19,,0.50%,,
30-07-2014,393.52,392.02,394.58,391.75,,0.39%,,
31-07-2014,390.87,393.19,393.41,390.72,,-0.67%,,
01-08-2014,386.6,389.69,390.34,386.12,,-1.09%,,
04-08-2014,389.56,386.5,389.59,386.5,,0.77%,,
05-08-2014,388.34,389.41,389.58,386.99,,-0.31%,,
06-08-2014,386.68,388.04,388.05,385.85,,-0.43%,,
07-08-2014,384.71,386.64,387.05,384.26,,-0.51%,,
08-08-2014,382.15,384.49,384.55,380.71,,-0.67%,,
11-08-2014,386.64,383.14,386.75,383.05,,1.17%,,
12-08-2014,388.0,386.95,388.0,386.8,,0.35%,,
13-08-2014,391.04,388.11,391.04,387.9,,0.78%,,
14-08-2014,391.63,391.17,392.23,390.77,,0.15%,,
15-08-2014,392.3,391.74,392.48,391.41,,0.17%,,
18-08-2014,391.83,392.88,393.08,390.96,,-0.12%,,
19-08-2014,394.58,392.35,395.02,392.28,,0.70%,,
20-08-2014,395.33,394.88,395.51,394.32,,0.19%,,
21-08-2014,392.58,395.05,395.05,391.72,,-0.70%,,
22-08-2014,395.26,392.79,395.4,392.76,,0.68%,,
25-08-2014,394.76,394.83,395.46,393.54,,-0.13%,,
26-08-2014,394.6,395.12,395.66,394.33,,-0.04%,,
27-08-2014,395.74,394.84,396.85,394.84,,0.29%,,
28-08-2014,394.25,396.13,397.46,394.05,,-0.38%,,
29-08-2014,393.53,394.04,394.3,392.92,,-0.18%,,
01-09-2014,394.82,393.6,395.21,393.21,,0.33%,,
02-09-2014,392.85,394.67,394.77,391.96,,-0.50%,,
03-09-2014,397.28,392.67,397.53,392.42,,1.13%,,
04-09-2014,397.53,397.39,398.11,396.85,,0.06%,,
05-09-2014,396.1,397.42,397.42,395.07,,-0.36%,,
08-09-2014,396.83,396.21,396.97,395.72,,0.18%,,
09-09-2014,396.4,396.59,397.01,395.61,,-0.11%,,
10-09-2014,391.9,395.48,395.48,390.93,,-1.14%,,
11-09-2014,389.94,391.17,391.97,389.66,,-0.50%,,
12-09-2014,389.3,390.09,390.35,388.84,,-0.16%,,
15-09-2014,385.87,389.41,389.41,385.56,,-0.88%,,
16-09-2014,382.87,385.81,386.41,382.87,,-0.78%,,
17-09-2014,386.49,383.29,386.92,383.29,,0.95%,,
18-09-2014,384.68,385.9,386.13,383.4,,-0.47%,,
19-09-2014,385.19,384.87,386.12,384.67,,0.13%,,
22-09-2014,381.63,385.24,385.38,381.39,,-0.92%,,
23-09-2014,379.36,380.93,381.38,379.36,,-0.59%,,
24-09-2014,380.3,378.92,380.98,378.64,,0.25%,,
25-09-2014,377.88,380.68,381.52,377.76,,-0.64%,,
26-09-2014,376.95,377.17,377.82,375.59,,-0.25%,,
29-09-2014,372.7,376.81,376.81,371.96,,-1.13%,,
30-09-2014,370.46,372.49,372.49,368.64,,-0.60%,,
01-10-2014,368.98,369.98,369.98,368.61,,-0.40%,,
02-10-2014,367.36,368.71,368.92,367.25,,-0.44%,,
03-10-2014,369.26,367.41,370.06,365.87,,0.52%,,
06-10-2014,370.25,368.63,370.82,367.85,,0.27%,,
07-10-2014,370.88,370.92,371.88,369.79,,0.17%,,
08-10-2014,367.05,370.15,370.5,366.89,,-1.03%,,
09-10-2014,370.71,367.33,371.58,367.33,,1.00%,,
10-10-2014,366.04,370.76,370.76,365.56,,-1.26%,,
13-10-2014,363.71,365.01,365.67,362.44,,-0.64%,,
14-10-2014,363.82,364.29,366.75,363.47,,0.03%,,
15-10-2014,363.8,363.78,365.09,362.95,,-0.01%,,
16-10-2014,360.51,363.51,363.72,359.93,,-0.90%,,
17-10-2014,360.32,360.67,362.73,359.45,,-0.05%,,
20-10-2014,364.64,361.37,365.41,361.31,,1.20%,,
21-10-2014,364.45,364.74,365.86,363.6,,-0.05%,,
22-10-2014,368.62,365.4,368.75,364.89,,1.14%,,
23-10-2014,368.0,368.4,368.73,367.16,,-0.17%,,
24-10-2014,367.03,368.13,368.13,365.93,,-0.26%,,
27-10-2014,366.33,367.42,368.39,366.04,,-0.19%,,
28-10-2014,369.41,366.49,369.58,366.11,,0.84%,,
29-10-2014,375.09,370.31,375.16,370.03,,1.54%,,
30-10-2014,374.13,374.31,374.47,373.04,,-0.26%,,
31-10-2014,377.69,374.47,377.86,374.03,,0.95%,,
03-11-2014,376.5,377.19,377.21,376.1,,-0.32%,,
04-11-2014,374.98,375.59,376.69,374.76,,-0.40%,,
05-11-2014,372.57,375.1,375.34,371.77,,-0.64%,,
06-11-2014,372.03,372.14,372.99,371.11,,-0.14%,,
07-11-2014,370.44,371.41,372.32,370.09,,-0.43%,,
10-11-2014,374.86,371.55,376.66,371.55,,1.19%,,
11-11-2014,374.44,374.37,375.91,373.88,,-0.11%,,
12-11-2014,374.41,374.34,374.97,373.49,,-0.01%,,
13-11-2014,375.49,374.6,375.77,374.09,,0.29%,,
14-11-2014,375.02,375.49,375.49,374.14,,-0.13%,,
17-11-2014,372.67,374.75,376.83,372.39,,-0.63%,,
18-11-2014,371.73,372.46,374.03,371.11,,-0.25%,,
19-11-2014,370.73,371.8,372.5,370.41,,-0.27%,,
20-11-2014,370.1,369.77,370.68,369.5,,-0.17%,,
21-11-2014,371.71,370.67,372.05,370.57,,0.44%,,
24-11-2014,376.6,372.04,376.88,372.04,,1.32%,,
25-11-2014,376.16,376.57,376.66,375.57,,-0.12%,,
26-11-2014,378.66,376.29,378.75,376.19,,0.66%,,
27-11-2014,379.42,379.94,381.52,379.24,,0.20%,,
28-11-2014,378.86,379.46,379.69,378.28,,-0.15%,,
01-12-2014,372.09,378.2,378.2,371.98,,-1.79%,,
