Reporting Date,Debt/Equity,Gross Purchases(Rs Crore),Gross Sales(Rs Crore),Net Investment (Rs Crore),Net Investment US($) million,Conversion (1 USD TO INR),nan
04-Jun-04,Equity,605.9,554.2,51.6,11.4,Rs. 45.31,
07-Jun-04,Equity,522.8,564.2,-41.4,-9.2,Rs. 45.19,
08-Jun-04,Equity,614.8,392.6,222.3,49.3,Rs. 45.06,
09-Jun-04,Equity,490.4,447.7,42.7,9.5,Rs. 45.09,
10-Jun-04,Equity,414.8,412.2,2.5,0.6,Rs. 44.98,
11-Jun-04,Equity,333.4,394.4,-61.1,-13.6,Rs. 45.07,
14-Jun-04,Equity,303.3,429.3,-126,-27.9,Rs. 45.09,
15-Jun-04,Equity,373.8,246.6,127.3,28.1,Rs. 45.26,
16-Jun-04,Equity,508.3,399.1,109.2,24.1,Rs. 45.28,
17-Jun-04,Equity,333.9,327.4,6.4,1.4,Rs. 45.39,
18-Jun-04,Equity,396.7,408,-11.3,-2.5,Rs. 45.54,
21-Jun-04,Equity,373.5,389.2,-15.8,-3.5,Rs. 45.63,
22-Jun-04,Equity,375.3,354.5,20.8,4.5,Rs. 45.82,
23-Jun-04,Equity,298.1,432,-134,-29,Rs. 46.20,
24-Jun-04,Equity,526.3,634.3,-108.1,-23.5,Rs. 46.06,
25-Jun-04,Equity,711,684.1,26.8,5.8,Rs. 45.83,
28-Jun-04,Equity,465.4,420.6,44.9,9.8,Rs. 45.90,
29-Jun-04,Equity,479,469.3,9.7,2.1,Rs. 45.84,
30-Jun-04,Equity,529.2,518.4,10.8,2.4,Rs. 45.96,
01-Jul-04,Equity,607.8,792.6,-184.8,-40.2,Rs. 45.98,
02-Jul-04,Equity,508.4,363.4,145,31.6,Rs. 45.88,
05-Jul-04,Equity,357,295.9,61.1,13.3,Rs. 45.96,
06-Jul-04,Equity,280.3,232.4,47.8,10.5,Rs. 45.75,
07-Jul-04,Equity,359,323.8,35.2,7.7,Rs. 45.98,
08-Jul-04,Equity,628.7,640.4,-11.7,-2.5,Rs. 45.95,
09-Jul-04,Equity,729.5,581.9,147.6,32.3,Rs. 45.73,
12-Jul-04,Equity,568.1,641.8,-73.7,-16.1,Rs. 45.76,
13-Jul-04,Equity,421.2,309.4,111.8,24.5,Rs. 45.64,
14-Jul-04,Equity,446.6,459.7,-13.1,-2.9,Rs. 45.82,
15-Jul-04,Equity,507.5,556.4,-48.9,-10.6,Rs. 45.94,
16-Jul-04,Equity,381.4,509.3,-127.9,-27.7,Rs. 46.15,
19-Jul-04,Equity,564.5,432,132.5,28.7,Rs. 46.17,
20-Jul-04,Equity,404.4,304.8,99.6,21.7,Rs. 45.95,
21-Jul-04,Equity,424,362.9,61.1,13.3,Rs. 46.06,
22-Jul-04,Equity,447.5,428.9,18.6,4,Rs. 46.09,
23-Jul-04,Equity,594.3,529.6,64.7,14,Rs. 46.18,
26-Jul-04,Equity,390.9,321.9,69,14.9,Rs. 46.22,
27-Jul-04,Equity,558.6,431.4,127.3,27.5,Rs. 46.27,
28-Jul-04,Equity,557.8,496.9,60.9,13.2,Rs. 46.27,
29-Jul-04,Equity,512.1,482.8,29.3,6.3,Rs. 46.31,
30-Jul-04,Equity,846.6,684.4,162.2,34.9,Rs. 46.43,
02-Aug-04,Equity,464.4,366.1,98.4,21.2,Rs. 46.45,
03-Aug-04,Equity,459.9,401.3,58.6,12.7,Rs. 46.36,
04-Aug-04,Equity,601.5,570.9,30.6,6.6,Rs. 46.30,
05-Aug-04,Equity,376.6,371.1,5.5,1.2,Rs. 46.37,
06-Aug-04,Equity,684.1,512.2,171.9,37.1,Rs. 46.33,
09-Aug-04,Equity,440,467.6,-27.7,-6,Rs. 46.43,
10-Aug-04,Equity,443.5,411.2,32.3,7,Rs. 46.38,
11-Aug-04,Equity,373.5,315.2,58.3,12.6,Rs. 46.46,
12-Aug-04,Equity,401,475.5,-74.4,-16.1,Rs. 46.36,
13-Aug-04,Equity,318,466.3,-148.3,-32.1,Rs. 46.26,
16-Aug-04,Equity,1256.4,451.1,805.3,174.1,Rs. 46.26,
17-Aug-04,Equity,262.8,358.2,-95.5,-20.6,Rs. 46.32,
18-Aug-04,Equity,435.5,485.9,-50.4,-10.9,Rs. 46.41,
19-Aug-04,Equity,389.4,461.9,-72.5,-15.6,Rs. 46.39,
20-Aug-04,Equity,2183.2,358.3,1824.9,393.4,Rs. 46.39,
23-Aug-04,Equity,672.6,295.5,377.1,81.3,Rs. 46.35,
24-Aug-04,Equity,286.6,310.1,-23.5,-5.1,Rs. 46.25,
25-Aug-04,Equity,413,467.3,-54.3,-11.7,Rs. 46.29,
26-Aug-04,Equity,626.1,731.2,-105.1,-22.7,Rs. 46.33,
27-Aug-04,Equity,822.9,696.9,126,27.2,Rs. 46.35,
30-Aug-04,Equity,350.8,426.7,-75.9,-16.4,Rs. 46.31,
31-Aug-04,Equity,332.9,301.8,31.1,6.7,Rs. 46.34,
01-Sep-04,Equity,340.6,323.6,16.9,3.6,Rs. 46.34,
02-Sep-04,Equity,305.4,285.2,20.2,4.4,Rs. 46.33,
03-Sep-04,Equity,474.3,318.8,155.6,33.6,Rs. 46.35,
06-Sep-04,Equity,446.8,377.5,69.3,15,Rs. 46.32,
07-Sep-04,Equity,251.3,291,-39.7,-8.6,Rs. 46.32,
08-Sep-04,Equity,431.4,393.1,38.4,8.3,Rs. 46.37,
09-Sep-04,Equity,448.9,403.5,45.5,9.8,Rs. 46.34,
10-Sep-04,Equity,505.9,350.1,155.8,33.7,Rs. 46.30,
13-Sep-04,Equity,503.2,363.1,140.1,30.3,Rs. 46.27,
14-Sep-04,Equity,617.3,506.8,110.5,23.9,Rs. 46.22,
15-Sep-04,Equity,987.9,804.3,183.6,39.9,Rs. 46.03,
16-Sep-04,Equity,648.2,543.8,104.5,22.8,Rs. 45.80,
17-Sep-04,Equity,464.1,315.6,148.5,32.3,Rs. 45.95,
20-Sep-04,Equity,920.6,439.5,481.1,105,Rs. 45.83,
21-Sep-04,Equity,650.7,430.6,220.1,47.9,Rs. 45.94,
22-Sep-04,Equity,734.5,530,204.5,44.6,Rs. 45.86,
23-Sep-04,Equity,684.9,567.3,117.6,25.7,Rs. 45.79,
24-Sep-04,Equity,703.7,850.2,-146.4,-31.9,Rs. 45.94,
27-Sep-04,Equity,468.6,385.1,83.6,18.2,Rs. 45.94,
28-Sep-04,Equity,443,404.2,38.9,8.5,Rs. 45.95,
29-Sep-04,Equity,652.8,522.7,130.1,28.2,Rs. 46.05,
30-Sep-04,Equity,700.8,593.8,107,23.2,Rs. 46.05,
01-Oct-04,Equity,929.6,513.6,416,90.1,Rs. 46.16,
04-Oct-04,Equity,833,590.2,242.8,52.9,Rs. 45.92,
05-Oct-04,Equity,1027,613.8,413.2,90,Rs. 45.91,
06-Oct-04,Equity,724.9,548.3,176.6,38.5,Rs. 45.86,
07-Oct-04,Equity,681.7,659.9,21.8,4.7,Rs. 45.90,
08-Oct-04,Equity,791.7,532.2,259.6,56.6,Rs. 45.86,
09-Oct-04,Equity,762.8,645.6,117.2,25.6,Rs. 45.86,
11-Oct-04,Equity,9.9,6.2,3.7,0.8,Rs. 45.83,
12-Oct-04,Equity,539.8,373.7,166,36.3,Rs. 45.77,
14-Oct-04,Equity,610.6,544.3,66.3,14.5,Rs. 45.86,
15-Oct-04,Equity,958.4,783.9,174.4,38,Rs. 45.86,
18-Oct-04,Equity,581.4,541.9,39.5,8.6,Rs. 45.86,
19-Oct-04,Equity,617,505.9,111.2,24.3,Rs. 45.83,
20-Oct-04,Equity,848.2,765,83.1,18.1,Rs. 45.83,
21-Oct-04,Equity,810.1,823.1,-13.1,-2.9,Rs. 45.79,
25-Oct-04,Equity,606.5,777.5,-171,-37.4,Rs. 45.77,
26-Oct-04,Equity,791.8,713.9,77.9,17.1,Rs. 45.65,
27-Oct-04,Equity,738,647.9,90.1,19.7,Rs. 45.66,
28-Oct-04,Equity,876,804.3,71.6,15.7,Rs. 45.72,
29-Oct-04,Equity,2014,1097.9,916.2,201.1,Rs. 45.56,
01-Nov-04,Equity,1737.4,542.3,1195.1,262.9,Rs. 45.45,
02-Nov-04,Equity,523.3,391.4,131.8,29,Rs. 45.41,
03-Nov-04,Equity,520.4,499.1,21.3,4.7,Rs. 45.39,
04-Nov-04,Equity,678.2,607.4,70.9,15.6,Rs. 45.50,
05-Nov-04,Equity,764.5,433.8,330.7,73,Rs. 45.30,
08-Nov-04,Equity,1606.1,1021,585,129.7,Rs. 45.10,
09-Nov-04,Equity,1128.1,833.1,294.9,65.4,Rs. 45.11,
10-Nov-04,Equity,1050.3,778.4,271.9,60.3,Rs. 45.10,
11-Nov-04,Equity,792.3,624.9,167.4,37.1,Rs. 45.15,
12-Nov-04,Equity,574.4,357.4,217,48.1,Rs. 45.15,
16-Nov-04,Equity,65.2,177.8,-112.6,-24.9,Rs. 45.20,
17-Nov-04,Equity,1018.3,660.9,357.5,79.4,Rs. 45.01,
18-Nov-04,Equity,873.6,603.6,270,60,Rs. 45.03,
19-Nov-04,Equity,836.6,620.6,216,48,Rs. 45.03,
22-Nov-04,Equity,975.1,457.8,517.3,114.6,Rs. 45.13,
23-Nov-04,Equity,777.8,441.4,336.4,74.6,Rs. 45.08,
24-Nov-04,Equity,1002.8,439.8,562.9,124.9,Rs. 45.06,
25-Nov-04,Equity,880.9,601.8,279.1,62,Rs. 45.06,
29-Nov-04,Equity,1174.4,644.8,529.6,117.6,Rs. 45.03,
30-Nov-04,Equity,1360.4,862.2,498.2,110.8,Rs. 44.97,
01-Dec-04,Equity,1616.4,739.5,876.9,195.9,Rs. 44.75,
02-Dec-04,Equity,1125.4,793.3,332.1,74.7,Rs. 44.47,
03-Dec-04,Equity,1844.8,850.6,994.2,224.8,Rs. 44.22,
06-Dec-04,Equity,1356.1,882.8,473.4,107,Rs. 44.24,
07-Dec-04,Equity,959.6,659.9,299.7,68.4,Rs. 43.83,
08-Dec-04,Equity,995.2,690,305.2,69.8,Rs. 43.70,
09-Dec-04,Equity,1017.4,870,147.4,33.5,Rs. 43.92,
10-Dec-04,Equity,854.6,702.8,151.9,34.3,Rs. 44.23,
13-Dec-04,Equity,951.1,622.2,328.9,73.7,Rs. 44.61,
14-Dec-04,Equity,730.4,530.7,199.7,45,Rs. 44.35,
15-Dec-04,Equity,774.7,592.3,182.4,41.4,Rs. 44.09,
16-Dec-04,Equity,1225.3,818.7,406.6,92.1,Rs. 44.13,
17-Dec-04,Equity,910.2,563.9,346.3,78.9,Rs. 43.89,
20-Dec-04,Equity,637.7,476.3,161.4,36.6,Rs. 44.03,
21-Dec-04,Equity,690.6,740,-49.4,-11.3,Rs. 43.91,
22-Dec-04,Equity,911,731.1,179.9,41.1,Rs. 43.80,
23-Dec-04,Equity,861.8,518,343.8,78.4,Rs. 43.88,
24-Dec-04,Equity,668.4,432.5,235.9,53.9,Rs. 43.79,
27-Dec-04,Equity,518.8,331.1,187.7,42.8,Rs. 43.81,
28-Dec-04,Equity,289,259.4,29.6,6.7,Rs. 43.84,
29-Dec-04,Equity,560.5,318,242.5,55.4,Rs. 43.78,
30-Dec-04,Equity,440.4,266.3,174.1,39.8,Rs. 43.74,
31-Dec-04,Equity,686.8,553.2,133.6,30.6,Rs. 43.71,
03-Jan-05,Equity,342.4,235.7,106.7,24.5,Rs. 43.58,
04-Jan-05,Equity,778.8,432.9,345.9,79.3,Rs. 43.61,
05-Jan-05,Equity,1069.6,869,200.6,46.2,Rs. 43.43,
06-Jan-05,Equity,915.3,973.2,-57.9,-13.2,Rs. 43.77,
07-Jan-05,Equity,758.9,790.7,-31.8,-7.3,Rs. 43.87,
10-Jan-05,Equity,675.6,743.9,-68.3,-15.6,Rs. 43.83,
11-Jan-05,Equity,628,660.1,-32,-7.3,Rs. 44.02,
12-Jan-05,Equity,762.1,848.5,-86.5,-19.7,Rs. 43.82,
13-Jan-05,Equity,859,1044.8,-185.8,-42.5,Rs. 43.73,
14-Jan-05,Equity,1158.7,1159.6,-0.8,-0.2,Rs. 43.69,
17-Jan-05,Equity,1023.9,908,116,26.4,Rs. 43.85,
18-Jan-05,Equity,914.2,898.4,15.8,3.6,Rs. 43.72,
19-Jan-05,Equity,1112.9,1277.4,-164.6,-37.6,Rs. 43.74,
20-Jan-05,Equity,478.8,556.1,-77.3,-17.7,Rs. 43.74,
24-Jan-05,Equity,854.8,868.1,-13.3,-3,Rs. 43.78,
25-Jan-05,Equity,845.2,1003.8,-158.6,-36.3,Rs. 43.75,
27-Jan-05,Equity,669.6,951.4,-281.8,-64.3,Rs. 43.81,
28-Jan-05,Equity,1279,1080.2,198.8,45.4,Rs. 43.75,
31-Jan-05,Equity,1524.4,892.5,632,144.3,Rs. 43.78,
01-Feb-05,Equity,1880.4,985.1,895.3,204.9,Rs. 43.69,
02-Feb-05,Equity,2307.1,1486.7,820.4,187.8,Rs. 43.68,
03-Feb-05,Equity,1829.6,455.6,1374,315.2,Rs. 43.59,
04-Feb-05,Equity,1028.6,539.4,489.3,112.8,Rs. 43.36,
07-Feb-05,Equity,744.1,494.5,249.6,57.4,Rs. 43.47,
08-Feb-05,Equity,571.7,466.4,105.3,24.2,Rs. 43.46,
09-Feb-05,Equity,773.6,553.6,220.1,50.5,Rs. 43.60,
10-Feb-05,Equity,667.9,539.5,128.4,29.4,Rs. 43.64,
11-Feb-05,Equity,514,337.4,176.6,40.3,Rs. 43.78,
14-Feb-05,Equity,1229.8,980.4,249.5,57,Rs. 43.79,
15-Feb-05,Equity,1489,654.8,834.2,190.8,Rs. 43.72,
16-Feb-05,Equity,1260.7,656.6,604.1,138,Rs. 43.76,
17-Feb-05,Equity,1186.7,713.7,473,107.9,Rs. 43.82,
18-Feb-05,Equity,796,562.7,233.3,53.3,Rs. 43.74,
21-Feb-05,Equity,843.3,591.3,252,57.5,Rs. 43.84,
22-Feb-05,Equity,586.4,375.6,210.8,48.1,Rs. 43.82,
23-Feb-05,Equity,670.3,413.3,257,58.8,Rs. 43.72,
24-Feb-05,Equity,797.7,500,297.8,68.1,Rs. 43.72,
25-Feb-05,Equity,2257.8,2216.3,41.5,9.5,Rs. 43.70,
28-Feb-05,Equity,953.3,489.2,464.1,106.2,Rs. 43.69,
01-Mar-05,Equity,1058.3,715.5,342.8,78.5,Rs. 43.64,
02-Mar-05,Equity,1096.6,558.4,538.2,123.1,Rs. 43.72,
03-Mar-05,Equity,1609.2,910.7,698.5,159.8,Rs. 43.70,
04-Mar-05,Equity,1350.4,982.8,367.6,84.2,Rs. 43.65,
07-Mar-05,Equity,1458.3,904,554.3,126.8,Rs. 43.71,
08-Mar-05,Equity,1393.2,931.5,461.8,105.6,Rs. 43.71,
09-Mar-05,Equity,1458.8,960.5,498.3,114,Rs. 43.69,
10-Mar-05,Equity,1544.3,751.1,793.2,181.6,Rs. 43.67,
11-Mar-05,Equity,2008.6,698.6,1310,300.6,Rs. 43.58,
14-Mar-05,Equity,1004.6,873.9,130.7,30,Rs. 43.58,
15-Mar-05,Equity,3839.4,941.9,2897.5,665.8,Rs. 43.52,
16-Mar-05,Equity,731.2,777.3,-46.1,-10.6,Rs. 43.55,
17-Mar-05,Equity,763.3,962,-198.8,-45.6,Rs. 43.62,
18-Mar-05,Equity,893.1,828.9,64.2,14.7,Rs. 43.63,
21-Mar-05,Equity,912.5,776.6,136,31.1,Rs. 43.69,
22-Mar-05,Equity,710.6,666.8,43.8,10,Rs. 43.67,
23-Mar-05,Equity,640.1,682.6,-42.5,-9.7,Rs. 43.77,
24-Mar-05,Equity,1031.1,1162.3,-131.2,-30,Rs. 43.74,
28-Mar-05,Equity,1078.8,815.6,263.2,60,Rs. 43.83,
29-Mar-05,Equity,875,339.7,535.3,122.2,Rs. 43.81,
30-Mar-05,Equity,757.6,2481.6,-1724,-393.7,Rs. 43.79,
31-Mar-05,Equity,1095.5,1086.1,9.4,2.1,Rs. 43.82,
01-Apr-05,Equity,1479.9,1121.3,358.6,81.8,Rs. 43.82,
04-Apr-05,Equity,646.6,618.7,27.9,6.4,Rs. 43.75,
05-Apr-05,Equity,1104.9,860.9,244,55.8,Rs. 43.76,
06-Apr-05,Equity,590.3,486.9,103.4,23.6,Rs. 43.81,
07-Apr-05,Equity,834.3,739.2,95.1,21.7,Rs. 43.76,
08-Apr-05,Equity,854.9,795,59.9,13.7,Rs. 43.74,
11-Apr-05,Equity,715.9,770.3,-54.3,-12.4,Rs. 43.77,
12-Apr-05,Equity,527.4,456.9,70.5,16.1,Rs. 43.74,
13-Apr-05,Equity,560.5,669.2,-108.7,-24.9,Rs. 43.70,
15-Apr-05,Equity,880.9,704.5,176.4,40.3,Rs. 43.75,
18-Apr-05,Equity,772.7,1347.1,-574.4,-131.3,Rs. 43.75,
19-Apr-05,Equity,635.9,1092.6,-456.7,-104.2,Rs. 43.83,
20-Apr-05,Equity,859.4,983.5,-124.1,-28.4,Rs. 43.76,
21-Apr-05,Equity,724.2,955.3,-231.2,-52.8,Rs. 43.76,
22-Apr-05,Equity,790.2,813,-22.8,-5.2,Rs. 43.76,
25-Apr-05,Equity,980.2,696.2,283.9,64.9,Rs. 43.75,
26-Apr-05,Equity,688.1,675.2,12.9,3,Rs. 43.71,
27-Apr-05,Equity,614.5,670,-55.5,-12.7,Rs. 43.69,
28-Apr-05,Equity,844.9,978.8,-133.9,-30.6,Rs. 43.71,
29-Apr-05,Equity,936.2,1261.5,-325.2,-74.4,Rs. 43.71,
02-May-05,Equity,699.7,734,-34.3,-7.9,Rs. 43.65,
03-May-05,Equity,402.9,418.9,-16,-3.7,Rs. 43.57,
04-May-05,Equity,505.1,474.9,30.2,6.9,Rs. 43.60,
05-May-05,Equity,469.7,537.4,-67.6,-15.5,Rs. 43.54,
06-May-05,Equity,701.8,578.5,123.3,28.4,Rs. 43.41,
09-May-05,Equity,940,812.6,127.3,29.3,Rs. 43.44,
10-May-05,Equity,730,691,39,8.9,Rs. 43.51,
11-May-05,Equity,679.4,778.1,-98.7,-22.7,Rs. 43.45,
12-May-05,Equity,683.7,856.9,-173.2,-39.9,Rs. 43.37,
13-May-05,Equity,765.9,810.5,-44.5,-10.3,Rs. 43.30,
16-May-05,Equity,1329,1138.4,190.7,43.9,Rs. 43.43,
17-May-05,Equity,500.9,689.2,-188.3,-43.3,Rs. 43.49,
18-May-05,Equity,654.8,728.8,-74,-17.1,Rs. 43.43,
19-May-05,Equity,594.9,1033.4,-438.5,-100.7,Rs. 43.56,
20-May-05,Equity,669.6,606.1,63.5,14.6,Rs. 43.45,
23-May-05,Equity,542,564.8,-22.9,-5.3,Rs. 43.45,
24-May-05,Equity,391.5,327.4,64,14.7,Rs. 43.50,
25-May-05,Equity,532.2,694.7,-162.5,-37.4,Rs. 43.49,
26-May-05,Equity,764.4,775.2,-10.8,-2.5,Rs. 43.51,
27-May-05,Equity,1268,1453.1,-185.1,-42.5,Rs. 43.52,
30-May-05,Equity,857,1303.9,-446.9,-102.7,Rs. 43.52,
31-May-05,Equity,681,495.7,185.3,42.5,Rs. 43.54,
01-Jun-05,Equity,858.8,560.3,298.5,68.3,Rs. 43.69,
02-Jun-05,Equity,863,657.8,205.2,46.9,Rs. 43.72,
03-Jun-05,Equity,768.6,643.1,125.5,28.7,Rs. 43.76,
04-Jun-05,Equity,879.5,577,302.5,69.1,Rs. 43.76,
06-Jun-05,Equity,58.8,26.1,32.7,7.5,Rs. 43.66,
07-Jun-05,Equity,606.2,518.5,87.7,20.1,Rs. 43.60,
08-Jun-05,Equity,697.4,621,76.4,17.5,Rs. 43.53,
09-Jun-05,Equity,782.2,489.4,292.8,67.3,Rs. 43.53,
10-Jun-05,Equity,906.4,612.9,293.5,67.4,Rs. 43.55,
13-Jun-05,Equity,792.3,530.5,261.9,60.1,Rs. 43.56,
14-Jun-05,Equity,622.9,2754.2,-2131.3,-488.6,Rs. 43.62,
15-Jun-05,Equity,707.4,522.1,185.3,42.4,Rs. 43.65,
16-Jun-05,Equity,1056.3,663.6,392.8,90,Rs. 43.66,
17-Jun-05,Equity,1543.5,1125.2,418.3,95.9,Rs. 43.61,
20-Jun-05,Equity,1008.2,778.7,229.5,52.6,Rs. 43.59,
21-Jun-05,Equity,1805.5,1344.8,460.8,105.8,Rs. 43.54,
22-Jun-05,Equity,1344.1,1045.2,298.9,68.5,Rs. 43.61,
23-Jun-05,Equity,3527.2,2059.6,1467.6,337.4,Rs. 43.50,
24-Jun-05,Equity,1297.9,812.6,485.3,111.5,Rs. 43.53,
27-Jun-05,Equity,1403.5,1049.3,354.2,81.3,Rs. 43.56,
28-Jun-05,Equity,1494.1,1218.5,275.5,63.4,Rs. 43.49,
29-Jun-05,Equity,1544.6,1022.8,521.9,119.8,Rs. 43.56,
30-Jun-05,Equity,1346.1,952.9,393.1,90.3,Rs. 43.55,
01-Jul-05,Equity,2637.3,1905.2,732.1,168.3,Rs. 43.51,
04-Jul-05,Equity,871,556.5,314.5,72.2,Rs. 43.53,
05-Jul-05,Equity,662,466,196,45,Rs. 43.56,
06-Jul-05,Equity,1061.6,681.3,380.3,87.3,Rs. 43.57,
07-Jul-05,Equity,1203.8,816,387.8,89,Rs. 43.57,
08-Jul-05,Equity,1196,790.1,405.9,93,Rs. 43.64,
11-Jul-05,Equity,913,590.7,322.3,73.9,Rs. 43.63,
12-Jul-05,Equity,1272.4,809.9,462.6,106.2,Rs. 43.56,
13-Jul-05,Equity,1531.2,1154.2,376.9,86.6,Rs. 43.53,
14-Jul-05,Equity,1218.4,965.3,253,58.1,Rs. 43.52,
15-Jul-05,Equity,1221,1044.4,176.6,40.6,Rs. 43.53,
18-Jul-05,Equity,865.6,661,204.6,47,Rs. 43.52,
19-Jul-05,Equity,1591.3,1221.9,369.4,84.8,Rs. 43.54,
20-Jul-05,Equity,1212.2,824.2,388.1,89.1,Rs. 43.56,
21-Jul-05,Equity,962.9,645.2,317.7,73,Rs. 43.54,
22-Jul-05,Equity,869.2,570.1,299.1,68.8,Rs. 43.51,
25-Jul-05,Equity,1915.4,874.8,1040.6,239.8,Rs. 43.39,
26-Jul-05,Equity,1569.4,947.8,621.5,142.9,Rs. 43.50,
27-Jul-05,Equity,1516.6,1025.7,490.9,112.8,Rs. 43.50,
29-Jul-05,Equity,1241.1,1046.9,194.2,44.6,Rs. 43.52,
01-Aug-05,Equity,2695.1,1685,1010.2,232.3,Rs. 43.49,
02-Aug-05,Equity,1338.2,695.5,642.7,147.9,Rs. 43.45,
03-Aug-05,Equity,1868.8,1305,563.8,129.7,Rs. 43.46,
04-Aug-05,Equity,1940.2,1660.4,279.8,64.3,Rs. 43.51,
05-Aug-05,Equity,1519.4,1278.4,241,55.4,Rs. 43.51,
08-Aug-05,Equity,1998,1190.8,807.2,185.6,Rs. 43.50,
09-Aug-05,Equity,1176.5,756.6,419.9,96.4,Rs. 43.55,
10-Aug-05,Equity,1072.2,953.4,118.7,27.3,Rs. 43.55,
11-Aug-05,Equity,837.6,938.8,-101.3,-23.3,Rs. 43.53,
12-Aug-05,Equity,1437.6,1437.8,-0.2,0,Rs. 43.58,
16-Aug-05,Equity,1561.2,1286.3,274.9,63,Rs. 43.60,
17-Aug-05,Equity,1204.4,1186.9,17.6,4,Rs. 43.54,
18-Aug-05,Equity,1037.8,881.5,156.3,35.9,Rs. 43.54,
19-Aug-05,Equity,920.7,873.5,47.1,10.8,Rs. 43.56,
22-Aug-05,Equity,959.2,1036.3,-77.1,-17.7,Rs. 43.58,
23-Aug-05,Equity,751.5,742.1,9.4,2.1,Rs. 43.59,
24-Aug-05,Equity,841.1,780.5,60.6,13.9,Rs. 43.67,
25-Aug-05,Equity,875.4,985.9,-110.5,-25.3,Rs. 43.72,
26-Aug-05,Equity,1195.4,888.6,306.8,70.1,Rs. 43.76,
29-Aug-05,Equity,977.8,860.8,117,26.8,Rs. 43.73,
30-Aug-05,Equity,619.7,610.5,9.2,2.1,Rs. 43.78,
31-Aug-05,Equity,1009.3,751.2,258.1,58.6,Rs. 44.02,
01-Sep-05,Equity,1313.1,941.7,371.4,84.3,Rs. 44.04,
02-Sep-05,Equity,1157.8,844.7,313.1,71,Rs. 44.12,
05-Sep-05,Equity,1260.7,1026.8,234,53.2,Rs. 43.95,
06-Sep-05,Equity,877.1,629.2,247.9,56.7,Rs. 43.72,
08-Sep-05,Equity,819.9,749.2,70.7,16.1,Rs. 43.86,
09-Sep-05,Equity,1938,1394.8,543.3,123.9,Rs. 43.86,
12-Sep-05,Equity,1042.7,1092.7,-50,-11.4,Rs. 43.81,
13-Sep-05,Equity,892.5,725,167.6,38.2,Rs. 43.82,
14-Sep-05,Equity,1325.2,907,418.2,95.3,Rs. 43.88,
15-Sep-05,Equity,990.8,832.1,158.7,36.1,Rs. 43.92,
16-Sep-05,Equity,1288.4,881.3,407.2,92.7,Rs. 43.94,
19-Sep-05,Equity,1206.5,762.9,443.6,101.1,Rs. 43.87,
20-Sep-05,Equity,750.1,649.1,101.1,23,Rs. 43.90,
21-Sep-05,Equity,1308.5,986.6,321.9,73.3,Rs. 43.91,
22-Sep-05,Equity,1845.2,1537.6,307.6,70,Rs. 43.92,
23-Sep-05,Equity,1526.3,1011.9,514.4,117.2,Rs. 43.90,
26-Sep-05,Equity,1018.6,1344.2,-325.5,-74.1,Rs. 43.93,
27-Sep-05,Equity,873.2,673.9,199.3,45.3,Rs. 43.95,
28-Sep-05,Equity,1198.9,1172.6,26.3,6,Rs. 43.98,
29-Sep-05,Equity,1336.5,1294,42.5,9.6,Rs. 44.08,
30-Sep-05,Equity,2377.4,2243.9,133.4,30.3,Rs. 44.08,
03-Oct-05,Equity,1503.7,1540.5,-36.9,-8.4,Rs. 43.99,
04-Oct-05,Equity,1019.1,1137.5,-118.4,-26.9,Rs. 44.09,
05-Oct-05,Equity,1990.4,1568.8,421.6,95.5,Rs. 44.13,
06-Oct-05,Equity,1431,1377,54.1,12.2,Rs. 44.31,
07-Oct-05,Equity,1575.9,2144.4,-568.5,-128.4,Rs. 44.26,
10-Oct-05,Equity,1351.8,1643.7,-291.9,-65.9,Rs. 44.32,
11-Oct-05,Equity,1033.6,959.3,74.4,16.7,Rs. 44.62,
13-Oct-05,Equity,790.2,925.7,-135.5,-30.1,Rs. 44.94,
14-Oct-05,Equity,1346.9,1746.5,-399.6,-89,Rs. 44.89,
17-Oct-05,Equity,1832.8,1539.7,293.1,65.3,Rs. 44.89,
18-Oct-05,Equity,956.3,1255.3,-299.1,-66.7,Rs. 44.82,
19-Oct-05,Equity,1193.5,1417.3,-223.8,-49.6,Rs. 45.11,
20-Oct-05,Equity,1693.5,1890.2,-196.7,-43.4,Rs. 45.32,
21-Oct-05,Equity,1250.2,1321.3,-71.1,-15.7,Rs. 45.20,
24-Oct-05,Equity,1342.8,1747.2,-404.4,-89.7,Rs. 45.09,
25-Oct-05,Equity,864.3,996.4,-132.1,-29.3,Rs. 45.14,
26-Oct-05,Equity,850.6,1083.2,-232.7,-51.6,Rs. 45.12,
27-Oct-05,Equity,2141.4,2595,-453.6,-100.9,Rs. 44.94,
28-Oct-05,Equity,1456.5,2211.6,-755.1,-167.6,Rs. 45.06,
31-Oct-05,Equity,920.8,1138.5,-217.7,-48.3,Rs. 45.09,
01-Nov-05,Equity,775.9,924.4,-148.6,-32.9,Rs. 45.11,
02-Nov-05,Equity,123.9,73.3,50.6,11.2,Rs. 45.18,
03-Nov-05,Equity,1340,955.5,384.5,84.9,Rs. 45.27,
08-Nov-05,Equity,2812.7,2281.9,530.8,116.9,Rs. 45.41,
09-Nov-05,Equity,1823.7,1214.5,609.2,133.4,Rs. 45.67,
10-Nov-05,Equity,922.3,823.2,99.1,21.6,Rs. 45.99,
11-Nov-05,Equity,756.2,893.1,-136.9,-29.9,Rs. 45.80,
