Reporting Date,Debt/Equity,Gross Purchases(Rs Crore),Gross Sales(Rs Crore),Net Investment (Rs Crore),Net Investment US($) million,Conversion (1 USD TO INR),nan
10-Dec-02,Equity,318.7,291.4,27.3,5.7,Rs. 48.22,
11-Dec-02,Equity,187.6,242.6,-55,-11.4,Rs. 48.19,
12-Dec-02,Equity,360.7,293.9,66.8,13.9,Rs. 48.19,
13-Dec-02,Equity,328.3,155,173.4,36,Rs. 48.22,
16-Dec-02,Equity,236.3,259,-22.7,-4.7,Rs. 48.18,
17-Dec-02,Equity,351.9,275.4,76.6,15.9,Rs. 48.16,
18-Dec-02,Equity,179.6,154.8,24.8,5.2,Rs. 48.13,
19-Dec-02,Equity,225.8,177.6,48.2,10,Rs. 48.15,
20-Dec-02,Equity,219.8,179.3,40.6,8.4,Rs. 48.11,
23-Dec-02,Equity,102.4,85.1,17.3,3.6,Rs. 48.05,
24-Dec-02,Equity,187,47,140,29.2,Rs. 47.99,
26-Dec-02,Equity,82.9,70.2,12.8,2.7,Rs. 48.01,
27-Dec-02,Equity,87.6,68.5,19.1,4,Rs. 48.03,
30-Dec-02,Equity,98.3,65.8,32.5,6.8,Rs. 48.03,
31-Dec-02,Equity,69.9,81.3,-11.4,-2.4,Rs. 47.96,
01-Jan-03,Equity,51.7,80.9,-29.2,-6.1,Rs. 48.03,
02-Jan-03,Equity,51.5,23.3,28.2,5.9,Rs. 47.99,
03-Jan-03,Equity,64.1,120.8,-56.7,-11.8,Rs. 48.01,
06-Jan-03,Equity,208.8,231,-22.1,-4.6,Rs. 48.02,
07-Jan-03,Equity,180.7,179.3,1.4,0.3,Rs. 48.00,
08-Jan-03,Equity,160.1,192.2,-32,-6.7,Rs. 47.99,
09-Jan-03,Equity,229.2,145,84.2,17.5,Rs. 47.98,
10-Jan-03,Equity,196.1,156.3,39.8,8.3,Rs. 47.97,
13-Jan-03,Equity,256.8,202.6,54.2,11.3,Rs. 47.96,
14-Jan-03,Equity,314.2,307.8,6.5,1.4,Rs. 47.95,
15-Jan-03,Equity,312,169.4,142.6,29.8,Rs. 47.90,
16-Jan-03,Equity,410.6,153.3,257.3,53.7,Rs. 47.94,
17-Jan-03,Equity,231.3,155.2,76,15.9,Rs. 47.96,
20-Jan-03,Equity,253.8,180.4,73.4,15.3,Rs. 47.94,
21-Jan-03,Equity,180.4,172.5,7.9,1.6,Rs. 47.91,
22-Jan-03,Equity,177.6,125.9,51.7,10.8,Rs. 47.95,
23-Jan-03,Equity,124.3,107.5,16.7,3.5,Rs. 47.91,
24-Jan-03,Equity,201.7,185.4,16.3,3.4,Rs. 47.91,
27-Jan-03,Equity,335.8,267.6,68.1,14.2,Rs. 47.87,
28-Jan-03,Equity,296.3,297.3,-1.1,-0.2,Rs. 47.89,
29-Jan-03,Equity,290.8,334.5,-43.7,-9.1,Rs. 47.92,
30-Jan-03,Equity,258.7,200.1,58.6,12.3,Rs. 47.86,
31-Jan-03,Equity,287.4,197.6,89.8,18.8,Rs. 47.82,
03-Feb-03,Equity,321,172.6,148.4,31.1,Rs. 47.80,
04-Feb-03,Equity,168.9,131,37.9,7.9,Rs. 47.78,
05-Feb-03,Equity,255.9,122.5,133.3,27.9,Rs. 47.78,
06-Feb-03,Equity,209.1,158.6,50.4,10.6,Rs. 47.76,
07-Feb-03,Equity,172.9,103.7,69.2,14.5,Rs. 47.73,
10-Feb-03,Equity,110.6,119,-8.3,-1.7,Rs. 47.72,
11-Feb-03,Equity,165.6,182.5,-16.9,-3.5,Rs. 47.69,
12-Feb-03,Equity,114.4,143.1,-28.8,-6,Rs. 47.71,
14-Feb-03,Equity,125.9,170.8,-44.9,-9.4,Rs. 47.79,
17-Feb-03,Equity,304.6,284.1,20.5,4.3,Rs. 47.86,
18-Feb-03,Equity,139.9,176.6,-36.6,-7.7,Rs. 47.76,
19-Feb-03,Equity,108.5,76.9,31.5,6.6,Rs. 47.74,
20-Feb-03,Equity,199.2,165.2,34,7.1,Rs. 47.70,
21-Feb-03,Equity,154,134.5,19.4,4.1,Rs. 47.71,
24-Feb-03,Equity,165.2,109.2,55.9,11.7,Rs. 47.74,
25-Feb-03,Equity,77.5,114.1,-36.6,-7.7,Rs. 47.71,
26-Feb-03,Equity,94.8,159.2,-64.4,-13.5,Rs. 47.76,
27-Feb-03,Equity,196.7,203.7,-7,-1.5,Rs. 47.69,
28-Feb-03,Equity,149.7,128.1,21.6,4.5,Rs. 47.68,
03-Mar-03,Equity,362.3,187.5,174.8,36.7,Rs. 47.67,
04-Mar-03,Equity,132.1,107.6,24.5,5.2,Rs. 47.66,
05-Mar-03,Equity,100.9,131.2,-30.3,-6.4,Rs. 47.65,
06-Mar-03,Equity,112.3,131.1,-18.9,-4,Rs. 47.63,
07-Mar-03,Equity,95.8,97.5,-1.7,-0.4,Rs. 47.64,
10-Mar-03,Equity,144.3,168.4,-24.1,-5,Rs. 47.67,
11-Mar-03,Equity,145.8,110.2,35.6,7.5,Rs. 47.66,
12-Mar-03,Equity,111.8,103.9,7.9,1.7,Rs. 47.65,
13-Mar-03,Equity,85.7,99.8,-14.1,-3,Rs. 47.66,
17-Mar-03,Equity,155.1,222.4,-67.3,-14.1,Rs. 47.66,
19-Mar-03,Equity,172.8,256.9,-84.1,-17.6,Rs. 47.66,
20-Mar-03,Equity,331.3,247.3,83.9,17.6,Rs. 47.67,
21-Mar-03,Equity,342.6,185.9,156.8,32.8,Rs. 47.79,
24-Mar-03,Equity,171.6,127.6,44,9.2,Rs. 47.70,
25-Mar-03,Equity,198.5,158.5,40,8.4,Rs. 47.66,
26-Mar-03,Equity,111.4,126,-14.6,-3.1,Rs. 47.64,
27-Mar-03,Equity,145.7,170.5,-24.8,-5.2,Rs. 47.58,
28-Mar-03,Equity,212.8,169.3,43.6,9.2,Rs. 47.54,
31-Mar-03,Equity,228.7,148.3,80.5,16.9,Rs. 47.55,
01-Apr-03,Equity,151.8,135.8,16,3.4,Rs. 47.55,
02-Apr-03,Equity,139.2,81.7,57.5,12.1,Rs. 47.55,
03-Apr-03,Equity,169.7,175.8,-6.1,-1.3,Rs. 47.50,
04-Apr-03,Equity,274.4,162.1,112.3,23.7,Rs. 47.41,
07-Apr-03,Equity,258.9,222.9,36,7.6,Rs. 47.40,
08-Apr-03,Equity,232,136.7,95.3,20.1,Rs. 47.39,
09-Apr-03,Equity,251.6,187.5,64,13.5,Rs. 47.42,
10-Apr-03,Equity,156.5,167.7,-11.2,-2.4,Rs. 47.46,
11-Apr-03,Equity,289.4,568.3,-278.9,-58.8,Rs. 47.46,
15-Apr-03,Equity,576.3,863.8,-287.6,-60.6,Rs. 47.46,
16-Apr-03,Equity,523.6,429,94.7,20,Rs. 47.41,
17-Apr-03,Equity,414.5,186.6,227.9,48.1,Rs. 47.36,
21-Apr-03,Equity,288.3,205.8,82.5,17.4,Rs. 47.37,
22-Apr-03,Equity,134.9,71.6,63.4,13.4,Rs. 47.35,
23-Apr-03,Equity,183.9,155.2,28.8,6.1,Rs. 47.37,
24-Apr-03,Equity,143.4,158.4,-15.1,-3.2,Rs. 47.33,
25-Apr-03,Equity,277.8,203.5,74.3,15.7,Rs. 47.34,
28-Apr-03,Equity,161.6,136.6,25,5.3,Rs. 47.35,
29-Apr-03,Equity,138.1,203.4,-65.4,-13.8,Rs. 47.36,
30-Apr-03,Equity,277.5,160.7,116.8,24.6,Rs. 47.37,
02-May-03,Equity,304.6,169,135.5,28.6,Rs. 47.35,
05-May-03,Equity,301.5,236.9,64.5,13.6,Rs. 47.36,
06-May-03,Equity,194.4,205.2,-10.8,-2.3,Rs. 47.35,
07-May-03,Equity,321.5,184.4,137.1,29,Rs. 47.31,
08-May-03,Equity,280.6,232.2,48.4,10.2,Rs. 47.27,
09-May-03,Equity,196.4,196.5,0,0,Rs. 47.26,
12-May-03,Equity,143.5,115.4,28.1,6,Rs. 47.19,
13-May-03,Equity,178.5,154.3,24.1,5.1,Rs. 47.16,
14-May-03,Equity,121.3,146.5,-25.1,-5.3,Rs. 47.17,
15-May-03,Equity,176,155.2,20.8,4.4,Rs. 47.17,
16-May-03,Equity,198.4,176.9,21.5,4.5,Rs. 47.17,
19-May-03,Equity,207.2,156.5,50.6,10.7,Rs. 47.14,
20-May-03,Equity,272,220.8,51.2,10.9,Rs. 47.06,
21-May-03,Equity,271.1,182.5,88.5,18.9,Rs. 46.94,
22-May-03,Equity,283.1,204.6,78.5,16.8,Rs. 46.76,
23-May-03,Equity,273.8,317.4,-43.5,-9.3,Rs. 46.91,
26-May-03,Equity,220.6,174.8,45.8,9.8,Rs. 46.94,
27-May-03,Equity,161.6,111.3,50.3,10.7,Rs. 46.90,
28-May-03,Equity,259.7,193.7,66,14.1,Rs. 46.84,
29-May-03,Equity,404.8,220.8,184,39.2,Rs. 46.96,
30-May-03,Equity,431.8,226.9,204.8,43.6,Rs. 47.03,
02-Jun-03,Equity,563.2,439.6,123.6,26.3,Rs. 47.03,
03-Jun-03,Equity,310.9,183.6,127.3,27,Rs. 47.16,
04-Jun-03,Equity,274.8,194.1,80.6,17.1,Rs. 47.03,
05-Jun-03,Equity,268.3,212.3,56,11.9,Rs. 46.88,
06-Jun-03,Equity,420.9,207.9,213,45.4,Rs. 46.91,
09-Jun-03,Equity,302.5,134.9,167.6,35.8,Rs. 46.82,
10-Jun-03,Equity,184.8,142.5,42.3,9,Rs. 46.90,
11-Jun-03,Equity,184.7,227.4,-42.8,-9.1,Rs. 46.82,
12-Jun-03,Equity,266.1,135.4,130.7,28,Rs. 46.73,
13-Jun-03,Equity,203.7,121.1,82.6,17.7,Rs. 46.68,
16-Jun-03,Equity,354.8,196.4,158.4,33.9,Rs. 46.69,
17-Jun-03,Equity,169.8,141.8,28,6,Rs. 46.63,
18-Jun-03,Equity,583.4,206,377.3,80.9,Rs. 46.64,
19-Jun-03,Equity,386.1,212.5,173.5,37.3,Rs. 46.58,
20-Jun-03,Equity,239.7,109.2,130.6,28,Rs. 46.58,
23-Jun-03,Equity,333.3,236.7,96.6,20.8,Rs. 46.54,
24-Jun-03,Equity,262.9,214.8,48.1,10.3,Rs. 46.58,
25-Jun-03,Equity,252.8,335.2,-82.4,-17.7,Rs. 46.60,
26-Jun-03,Equity,304.7,173.7,130.9,28.1,Rs. 46.62,
27-Jun-03,Equity,505.8,217.1,288.6,62,Rs. 46.54,
30-Jun-03,Equity,370,118.9,251.1,54,Rs. 46.49,
01-Jul-03,Equity,309,155.9,153.1,32.9,Rs. 46.47,
02-Jul-03,Equity,235.8,86.7,149.1,32.1,Rs. 46.48,
03-Jul-03,Equity,237.7,169.8,67.9,14.6,Rs. 46.46,
04-Jul-03,Equity,536.9,244.3,292.6,63.1,Rs. 46.41,
07-Jul-03,Equity,450.8,153.7,297.1,64.1,Rs. 46.33,
08-Jul-03,Equity,334.2,160.3,173.9,37.6,Rs. 46.28,
09-Jul-03,Equity,586.1,395.9,190.2,41.1,Rs. 46.29,
10-Jul-03,Equity,381.3,193.8,187.4,40.5,Rs. 46.29,
11-Jul-03,Equity,479.2,337.1,142.1,30.7,Rs. 46.21,
14-Jul-03,Equity,359.6,387.1,-27.6,-6,Rs. 46.14,
15-Jul-03,Equity,361.3,291.6,69.8,15.1,Rs. 46.06,
16-Jul-03,Equity,372.5,281.8,90.7,19.7,Rs. 46.12,
17-Jul-03,Equity,242.7,293.5,-50.8,-11,Rs. 46.20,
18-Jul-03,Equity,224.2,199,25.2,5.4,Rs. 46.26,
21-Jul-03,Equity,263,237.8,25.2,5.5,Rs. 46.23,
22-Jul-03,Equity,271.3,237.5,33.8,7.3,Rs. 46.26,
23-Jul-03,Equity,295.9,297.1,-1.1,-0.3,Rs. 46.26,
24-Jul-03,Equity,476.6,430.9,45.7,9.9,Rs. 46.18,
25-Jul-03,Equity,641.3,395.3,246,53.3,Rs. 46.15,
28-Jul-03,Equity,237.1,172.9,64.2,13.9,Rs. 46.16,
29-Jul-03,Equity,364.5,215.6,148.9,32.3,Rs. 46.13,
30-Jul-03,Equity,165.7,132.1,33.6,7.3,Rs. 46.12,
31-Jul-03,Equity,222,232.6,-10.6,-2.3,Rs. 46.12,
01-Aug-03,Equity,732.6,497.8,234.9,50.9,Rs. 46.14,
04-Aug-03,Equity,509.9,210.8,299.1,64.8,Rs. 46.16,
05-Aug-03,Equity,291.3,206.6,84.7,18.4,Rs. 46.11,
06-Aug-03,Equity,312.9,207.5,105.5,22.9,Rs. 46.12,
07-Aug-03,Equity,354.8,428.1,-73.3,-15.9,Rs. 46.08,
08-Aug-03,Equity,276.3,275.4,0.8,0.2,Rs. 46.02,
11-Aug-03,Equity,440.8,175,265.9,57.8,Rs. 46.03,
12-Aug-03,Equity,332.8,173.3,159.6,34.7,Rs. 45.96,
13-Aug-03,Equity,356.4,163.3,193.1,42,Rs. 45.93,
14-Aug-03,Equity,322.7,209.7,113,24.6,Rs. 45.92,
18-Aug-03,Equity,305.3,203.2,102.1,22.2,Rs. 45.91,
19-Aug-03,Equity,320.1,199.7,120.5,26.3,Rs. 45.86,
20-Aug-03,Equity,389.8,234.1,155.7,34,Rs. 45.84,
21-Aug-03,Equity,373.5,187.1,186.4,40.7,Rs. 45.82,
22-Aug-03,Equity,461.1,854.7,-393.6,-85.9,Rs. 45.84,
25-Aug-03,Equity,450.7,232.1,218.6,47.7,Rs. 45.86,
26-Aug-03,Equity,427.4,355.5,71.9,15.7,Rs. 45.86,
27-Aug-03,Equity,332.8,336.7,-3.9,-0.8,Rs. 45.87,
28-Aug-03,Equity,314.3,226.2,88.1,19.2,Rs. 45.84,
29-Aug-03,Equity,569.4,407.3,162.2,35.4,Rs. 45.83,
01-Sep-03,Equity,512.2,341.3,170.9,37.3,Rs. 45.85,
02-Sep-03,Equity,539.9,243.1,296.8,64.8,Rs. 45.83,
03-Sep-03,Equity,511.2,199.6,311.6,67.9,Rs. 45.87,
04-Sep-03,Equity,401,334.8,66.3,14.4,Rs. 45.88,
05-Sep-03,Equity,806.8,421,385.8,84,Rs. 45.92,
08-Sep-03,Equity,630,337.4,292.7,63.7,Rs. 45.94,
09-Sep-03,Equity,556.8,293.7,263.1,57.4,Rs. 45.85,
10-Sep-03,Equity,894.6,499.4,395.3,86.3,Rs. 45.81,
11-Sep-03,Equity,417.4,285.1,132.3,28.9,Rs. 45.77,
12-Sep-03,Equity,403.2,491.5,-88.3,-19.3,Rs. 45.77,
15-Sep-03,Equity,241.8,317.8,-76.1,-16.6,Rs. 45.78,
16-Sep-03,Equity,459.3,381.5,77.8,17,Rs. 45.77,
17-Sep-03,Equity,598.9,403,195.9,42.7,Rs. 45.85,
18-Sep-03,Equity,716.9,418.4,298.6,65,Rs. 45.94,
19-Sep-03,Equity,557.8,326.6,231.3,50.2,Rs. 46.08,
22-Sep-03,Equity,418.2,306.6,111.6,24.3,Rs. 45.93,
23-Sep-03,Equity,399.1,241.8,157.3,34.3,Rs. 45.79,
24-Sep-03,Equity,234.4,343,-108.5,-23.7,Rs. 45.75,
25-Sep-03,Equity,761.5,359.1,402.4,87.8,Rs. 45.84,
26-Sep-03,Equity,475,457.3,17.7,3.9,Rs. 45.82,
29-Sep-03,Equity,340.6,311.1,29.5,6.4,Rs. 45.87,
30-Sep-03,Equity,611.8,324.5,287.3,62.6,Rs. 45.87,
01-Oct-03,Equity,524.6,268.5,256.1,55.9,Rs. 45.85,
03-Oct-03,Equity,353.9,231.8,122.1,26.7,Rs. 45.68,
06-Oct-03,Equity,1111.8,529.6,582.3,128.1,Rs. 45.46,
07-Oct-03,Equity,638.2,282,356.1,78.4,Rs. 45.42,
08-Oct-03,Equity,825.3,316.3,509,112.2,Rs. 45.36,
09-Oct-03,Equity,517.9,326.8,191.2,42.2,Rs. 45.29,
10-Oct-03,Equity,591.1,309.3,281.8,62.2,Rs. 45.33,
13-Oct-03,Equity,859.5,341.7,517.8,114.1,Rs. 45.38,
14-Oct-03,Equity,690.7,250.1,440.6,97.2,Rs. 45.35,
15-Oct-03,Equity,838,316.8,521.2,114.3,Rs. 45.59,
16-Oct-03,Equity,575.1,270.6,304.4,66.6,Rs. 45.71,
17-Oct-03,Equity,832.2,414.5,417.6,92.2,Rs. 45.29,
20-Oct-03,Equity,861.8,325.9,535.8,118.2,Rs. 45.35,
21-Oct-03,Equity,570.9,252,318.9,70.3,Rs. 45.35,
22-Oct-03,Equity,676.2,390.2,286,63.1,Rs. 45.31,
23-Oct-03,Equity,635.8,432.7,203.1,44.8,Rs. 45.37,
24-Oct-03,Equity,390,477.6,-87.5,-19.3,Rs. 45.33,
27-Oct-03,Equity,408.2,286.2,122,26.9,Rs. 45.33,
28-Oct-03,Equity,388.2,276.2,112,24.7,Rs. 45.34,
29-Oct-03,Equity,566.2,320.2,246,54.2,Rs. 45.40,
30-Oct-03,Equity,654.1,430.6,223.5,49.3,Rs. 45.31,
31-Oct-03,Equity,856.7,519.4,337.3,74.4,Rs. 45.32,
03-Nov-03,Equity,633.4,312.1,321.4,70.9,Rs. 45.32,
04-Nov-03,Equity,1011.5,503,508.5,112.2,Rs. 45.33,
05-Nov-03,Equity,1070.9,472.9,598,131.8,Rs. 45.36,
06-Nov-03,Equity,771.2,506,265.2,58.5,Rs. 45.32,
07-Nov-03,Equity,623.2,489,134.2,29.6,Rs. 45.29,
10-Nov-03,Equity,333.2,268.3,64.9,14.3,Rs. 45.29,
11-Nov-03,Equity,458,225.1,232.9,51.5,Rs. 45.27,
12-Nov-03,Equity,436.8,290.8,146,32.2,Rs. 45.29,
13-Nov-03,Equity,496.9,440.4,56.6,12.5,Rs. 45.32,
14-Nov-03,Equity,658,289.5,368.5,81.2,Rs. 45.39,
17-Nov-03,Equity,404.2,391.8,12.4,2.7,Rs. 45.35,
18-Nov-03,Equity,254.9,275.3,-20.4,-4.5,Rs. 45.41,
19-Nov-03,Equity,337.9,350.3,-12.4,-2.7,Rs. 45.54,
20-Nov-03,Equity,497.5,584.4,-87,-19.1,Rs. 45.54,
21-Nov-03,Equity,324,186,138,30.2,Rs. 45.71,
24-Nov-03,Equity,274.4,272.4,2,0.4,Rs. 45.84,
25-Nov-03,Equity,151.9,176.6,-24.6,-5.4,Rs. 45.87,
27-Nov-03,Equity,347.1,188.2,158.9,34.6,Rs. 45.93,
28-Nov-03,Equity,862.1,424.7,437.4,95.3,Rs. 45.89,
01-Dec-03,Equity,445.2,229.1,216.1,47,Rs. 45.94,
02-Dec-03,Equity,1349.6,786.2,563.4,123.1,Rs. 45.78,
03-Dec-03,Equity,686.5,400.3,286.1,62.6,Rs. 45.71,
04-Dec-03,Equity,517.8,363.1,154.7,33.9,Rs. 45.62,
05-Dec-03,Equity,652.3,349.2,303.1,66.4,Rs. 45.62,
08-Dec-03,Equity,479.7,258.3,221.4,48.5,Rs. 45.62,
09-Dec-03,Equity,435.6,482.2,-46.6,-10.2,Rs. 45.56,
10-Dec-03,Equity,653.4,304.7,348.7,76.6,Rs. 45.54,
11-Dec-03,Equity,1010.8,398.5,612.4,134.3,Rs. 45.58,
12-Dec-03,Equity,720.2,446.5,273.7,60.1,Rs. 45.54,
15-Dec-03,Equity,589.7,440.6,149,32.7,Rs. 45.53,
16-Dec-03,Equity,401.4,218.9,182.4,40,Rs. 45.56,
17-Dec-03,Equity,771.7,319.3,452.3,99.3,Rs. 45.56,
18-Dec-03,Equity,421.6,477.7,-56.1,-12.3,Rs. 45.54,
19-Dec-03,Equity,726.9,433.1,293.7,64.5,Rs. 45.52,
22-Dec-03,Equity,934.9,317.4,617.5,135.7,Rs. 45.52,
23-Dec-03,Equity,639.4,355.4,284.1,62.4,Rs. 45.52,
24-Dec-03,Equity,637.6,330.1,307.5,67.4,Rs. 45.60,
26-Dec-03,Equity,504.2,280.8,223.4,49,Rs. 45.59,
29-Dec-03,Equity,187.5,124.1,63.4,13.9,Rs. 45.58,
30-Dec-03,Equity,459.4,191.8,267.5,58.6,Rs. 45.66,
31-Dec-03,Equity,801.3,358.1,443.2,97.1,Rs. 45.64,
01-Jan-04,Equity,456.6,151.5,305.1,66.9,Rs. 45.61,
02-Jan-04,Equity,150.5,59.3,91.2,20,Rs. 45.61,
05-Jan-04,Equity,731.5,230.8,500.7,109.8,Rs. 45.59,
06-Jan-04,Equity,686.3,469.7,216.7,47.5,Rs. 45.62,
07-Jan-04,Equity,943,779.5,163.5,35.8,Rs. 45.62,
08-Jan-04,Equity,830.2,743.8,86.4,18.9,Rs. 45.63,
09-Jan-04,Equity,1015.8,860.3,155.5,34.1,Rs. 45.54,
12-Jan-04,Equity,1447.9,998.8,449.2,98.7,Rs. 45.50,
13-Jan-04,Equity,851.8,678.5,173.2,38.1,Rs. 45.42,
14-Jan-04,Equity,723.3,764.6,-41.3,-9.1,Rs. 45.43,
15-Jan-04,Equity,803.3,782.4,20.9,4.6,Rs. 45.41,
16-Jan-04,Equity,631,688.4,-57.5,-12.7,Rs. 45.43,
19-Jan-04,Equity,789.7,876.6,-86.9,-19.1,Rs. 45.45,
20-Jan-04,Equity,679.5,652,27.5,6.1,Rs. 45.41,
21-Jan-04,Equity,854.3,510.4,344,75.7,Rs. 45.42,
22-Jan-04,Equity,750.6,615.9,134.7,29.7,Rs. 45.39,
23-Jan-04,Equity,947.1,899.1,48,10.6,Rs. 45.40,
27-Jan-04,Equity,703.2,641.7,61.5,13.6,Rs. 45.36,
28-Jan-04,Equity,1119.1,764.2,354.9,78.2,Rs. 45.36,
29-Jan-04,Equity,897.4,638.1,259.3,57.2,Rs. 45.34,
30-Jan-04,Equity,818.1,847.9,-29.8,-6.6,Rs. 45.35,
03-Feb-04,Equity,694.2,1130.2,-436,-96.2,Rs. 45.31,
04-Feb-04,Equity,1161.2,835.4,325.7,71.9,Rs. 45.30,
05-Feb-04,Equity,759.5,616.4,143.1,31.6,Rs. 45.31,
06-Feb-04,Equity,798.3,566.4,232,51.2,Rs. 45.27,
09-Feb-04,Equity,803.8,578.3,225.5,49.8,Rs. 45.28,
10-Feb-04,Equity,789.3,538.5,250.8,55.4,Rs. 45.27,
11-Feb-04,Equity,1067.6,489.2,578.4,127.8,Rs. 45.25,
12-Feb-04,Equity,374.9,413.9,-39,-8.6,Rs. 45.26,
13-Feb-04,Equity,1011.7,876,135.7,30,Rs. 45.25,
16-Feb-04,Equity,670,618.7,51.4,11.3,Rs. 45.26,
17-Feb-04,Equity,657.7,592,65.7,14.5,Rs. 45.25,
18-Feb-04,Equity,748.8,381.2,367.7,81.3,Rs. 45.25,
19-Feb-04,Equity,1018,641,376.9,83.2,Rs. 45.29,
20-Feb-04,Equity,882.9,624,258.9,57.2,Rs. 45.28,
23-Feb-04,Equity,1074.4,715.9,358.5,79.2,Rs. 45.27,
24-Feb-04,Equity,541.8,709.9,-168.1,-37.1,Rs. 45.29,
25-Feb-04,Equity,694,964.1,-270.2,-59.6,Rs. 45.29,
26-Feb-04,Equity,561,507.9,53,11.7,Rs. 45.27,
27-Feb-04,Equity,643,755.7,-112.6,-24.9,Rs. 45.24,
01-Mar-04,Equity,763.2,437.2,326,72,Rs. 45.26,
03-Mar-04,Equity,916,582.5,333.4,73.7,Rs. 45.24,
04-Mar-04,Equity,903.9,608.1,295.8,65.4,Rs. 45.24,
05-Mar-04,Equity,763.9,507.2,256.7,56.7,Rs. 45.30,
08-Mar-04,Equity,420.5,437.4,-16.9,-3.7,Rs. 45.31,
09-Mar-04,Equity,819,462.3,356.7,78.8,Rs. 45.25,
10-Mar-04,Equity,710,664.6,45.4,10,Rs. 45.21,
11-Mar-04,Equity,540.2,478.8,61.4,13.6,Rs. 45.23,
12-Mar-04,Equity,790.4,588.5,201.9,44.6,Rs. 45.25,
15-Mar-04,Equity,950.1,743,207,45.7,Rs. 45.27,
16-Mar-04,Equity,676.6,552.7,123.9,27.4,Rs. 45.25,
17-Mar-04,Equity,688.8,629.9,59,13,Rs. 45.24,
18-Mar-04,Equity,956.8,658.9,297.9,65.8,Rs. 45.25,
19-Mar-04,Equity,666.8,589,77.9,17.2,Rs. 45.22,
22-Mar-04,Equity,642.1,484,158,35,Rs. 45.22,
23-Mar-04,Equity,534,353.6,180.4,40,Rs. 45.15,
24-Mar-04,Equity,801.6,274.4,527.1,117.3,Rs. 44.93,
25-Mar-04,Equity,480.6,416.4,64.3,14.4,Rs. 44.76,
26-Mar-04,Equity,953.6,782.9,170.7,38.1,Rs. 44.75,
29-Mar-04,Equity,1854.7,615.5,1239.2,277.1,Rs. 44.73,
30-Mar-04,Equity,661,390,271,60.6,Rs. 44.73,
31-Mar-04,Equity,744.4,376.8,367.6,83.3,Rs. 44.12,
01-Apr-04,Equity,3908.5,418,3490.4,791.1,Rs. 44.12,
02-Apr-04,Equity,1365.4,610,755.4,174.1,Rs. 43.39,
05-Apr-04,Equity,1020.3,701.6,318.7,72.8,Rs. 43.77,
06-Apr-04,Equity,887.4,470,417.4,95.6,Rs. 43.67,
07-Apr-04,Equity,721.1,590,131.2,30,Rs. 43.78,
08-Apr-04,Equity,704.1,535.8,168.3,38.6,Rs. 43.56,
12-Apr-04,Equity,769.2,530,239.2,54.8,Rs. 43.62,
13-Apr-04,Equity,387.3,383.8,3.5,0.8,Rs. 43.65,
15-Apr-04,Equity,800.7,419.7,381,87.1,Rs. 43.76,
16-Apr-04,Equity,986.5,1172.4,-185.9,-42.4,Rs. 43.90,
19-Apr-04,Equity,621.4,558.8,62.6,14.3,Rs. 43.89,
20-Apr-04,Equity,1213.2,520.1,693.1,158,Rs. 43.86,
21-Apr-04,Equity,345.1,333.4,11.6,2.6,Rs. 44.00,
22-Apr-04,Equity,562.8,473.3,89.5,20.3,Rs. 44.00,
23-Apr-04,Equity,1483.5,528.3,955.2,216.9,Rs. 44.04,
27-Apr-04,Equity,1092.2,711.2,381.1,86.3,Rs. 44.16,
28-Apr-04,Equity,1103.3,1096.1,7.2,1.6,Rs. 44.18,
29-Apr-04,Equity,698,647.1,50.9,11.5,Rs. 44.18,
30-Apr-04,Equity,1021.5,1353.7,-332.3,-74.8,Rs. 44.41,
03-May-04,Equity,521.5,496.3,25.2,5.7,Rs. 44.37,
04-May-04,Equity,530.6,464.1,66.5,15,Rs. 44.37,
05-May-04,Equity,696.9,792.4,-95.5,-21.2,Rs. 44.97,
06-May-04,Equity,1112.5,1150.6,-38.1,-8.5,Rs. 44.76,
07-May-04,Equity,852.3,867.1,-14.8,-3.3,Rs. 44.69,
10-May-04,Equity,626,794.1,-168.1,-37.6,Rs. 44.71,
11-May-04,Equity,633,1228.2,-595.2,-132.4,Rs. 44.95,
12-May-04,Equity,785.3,1188.7,-403.4,-89,Rs. 45.34,
13-May-04,Equity,601.5,896.6,-295.1,-65,Rs. 45.42,
14-May-04,Equity,785.5,1390,-604.4,-134,Rs. 45.12,
17-May-04,Equity,980.2,1484.7,-504.4,-111,Rs. 45.44,
18-May-04,Equity,1236.4,1299.9,-63.5,-13.8,Rs. 45.96,
19-May-04,Equity,1303,1530.5,-227.5,-50,Rs. 45.46,
20-May-04,Equity,1015,1064.9,-49.9,-11,Rs. 45.29,
21-May-04,Equity,651.6,767.6,-116,-25.6,Rs. 45.25,
24-May-04,Equity,445.6,638.1,-192.5,-42.5,Rs. 45.33,
25-May-04,Equity,450,421.6,28.4,6.3,Rs. 45.37,
26-May-04,Equity,475.7,605.5,-129.8,-28.6,Rs. 45.36,
27-May-04,Equity,520.8,507.6,13.1,2.9,Rs. 45.34,
28-May-04,Equity,488.4,559.2,-70.8,-15.6,Rs. 45.45,
31-May-04,Equity,819.5,630.4,189.1,41.7,Rs. 45.39,
01-Jun-04,Equity,716,694.8,21.3,4.7,Rs. 45.56,
02-Jun-04,Equity,778.8,513.9,264.9,58.3,Rs. 45.45,
03-Jun-04,Equity,482.7,429.9,52.8,11.6,Rs. 45.42,
