Reporting Date,Debt/Equity,Investment Route,Gross Purchases(Rs Crore),Gross Sales(Rs Crore),Net Investment (Rs Crore),Net Investment US($) million,Conversion (1 USD TO INR),nan
24-Jul-13,Equity,Stock Exchange,2525.7,2305.1,220.6,36.95,Rs.59.6875,
24-Jul-13,Equity,Primary market & others,0,0,0,0,Rs.59.6875,
24-Jul-13,Equity,Sub-total,2525.7,2305.1,220.6,36.95,Rs.59.6875,
25-Jul-13,Equity,Stock Exchange,2870.1,3250.8,-380.7,-64.04,Rs.59.4465,
25-Jul-13,Equity,Primary market & others,0,10.5,-10.5,-1.77,Rs.59.4465,
25-Jul-13,Equity,Sub-total,2870.1,3261.3,-391.2,-65.81,Rs.59.4465,
26-Jul-13,Equity,Stock Exchange,4232.5,4468.2,-235.7,-39.99,Rs.58.9415,
26-Jul-13,Equity,Primary market & others,0.6,1.6,-1,-0.17,Rs.58.9415,
26-Jul-13,Equity,Sub-total,4233.1,4469.8,-236.7,-40.16,Rs.58.9415,
29-Jul-13,Equity,Stock Exchange,2785.8,2496.7,289.1,49.08,Rs.58.9133,
29-Jul-13,Equity,Primary market & others,0.3,0,0.3,0.05,Rs.58.9133,
29-Jul-13,Equity,Sub-total,2786.1,2496.7,289.4,49.13,Rs.58.9133,
30-Jul-13,Equity,Stock Exchange,2171.4,2380.4,-209,-35.25,Rs.59.2970,
30-Jul-13,Equity,Primary market & others,0.1,0.1,-0.1,-0.01,Rs.59.2970,
30-Jul-13,Equity,Sub-total,2171.4,2380.5,-209.1,-35.26,Rs.59.2970,
31-Jul-13,Equity,Stock Exchange,2522.7,2278.5,244.3,40.83,Rs.59.8280,
31-Jul-13,Equity,Primary market & others,1.1,18.2,-17.1,-2.85,Rs.59.8280,
31-Jul-13,Equity,Sub-total,2523.8,2296.6,227.2,37.98,Rs.59.8280,
01-Aug-13,Equity,Stock Exchange,5000.2,4823.5,176.8,28.92,Rs.61.1150,
01-Aug-13,Equity,Primary market & others,0.5,0.1,0.4,0.06,Rs.61.1150,
01-Aug-13,Equity,Sub-total,5000.7,4823.5,177.1,28.98,Rs.61.1150,
02-Aug-13,Equity,Stock Exchange,3704.4,3422.3,282.2,46.46,Rs.60.7423,
02-Aug-13,Equity,Primary market & others,0,1,-1,-0.17,Rs.60.7423,
02-Aug-13,Equity,Sub-total,3704.4,3423.3,281.1,46.28,Rs.60.7423,
05-Aug-13,Equity,Stock Exchange,3356.6,2915.6,441,72.52,Rs.60.8035,
05-Aug-13,Equity,Primary market & others,0,0.6,-0.6,-0.1,Rs.60.8035,
05-Aug-13,Equity,Sub-total,3356.6,2916.3,440.3,72.42,Rs.60.8035,
06-Aug-13,Equity,Stock Exchange,2898.5,2747.3,151.2,24.86,Rs.60.8220,
06-Aug-13,Equity,Primary market & others,0,0.3,-0.3,-0.05,Rs.60.8220,
06-Aug-13,Equity,Sub-total,2898.5,2747.6,150.9,24.81,Rs.60.8220,
07-Aug-13,Equity,Stock Exchange,3268.9,2912.1,356.8,57.98,Rs.61.5355,
07-Aug-13,Equity,Primary market & others,0,0.2,-0.2,-0.03,Rs.61.5355,
07-Aug-13,Equity,Sub-total,3268.9,2912.3,356.6,57.95,Rs.61.5355,
08-Aug-13,Equity,Stock Exchange,3435.9,3688.5,-252.7,-41.16,Rs.61.3940,
08-Aug-13,Equity,Primary market & others,0.2,0.4,-0.2,-0.04,Rs.61.3940,
08-Aug-13,Equity,Sub-total,3436.1,3688.9,-252.9,-41.19,Rs.61.3940,
12-Aug-13,Equity,Stock Exchange,2886.9,3225.3,-338.4,-55.37,Rs.61.1150,
12-Aug-13,Equity,Primary market & others,0,0.2,-0.2,-0.03,Rs.61.1150,
12-Aug-13,Equity,Sub-total,2886.9,3225.5,-338.6,-55.4,Rs.61.1150,
13-Aug-13,Equity,Stock Exchange,3222.2,2806.1,416.1,68.43,Rs.60.8025,
13-Aug-13,Equity,Primary market & others,0,0.4,-0.4,-0.07,Rs.60.8025,
13-Aug-13,Equity,Sub-total,3222.2,2806.5,415.7,68.37,Rs.60.8025,
14-Aug-13,Equity,Stock Exchange,3399.8,3144.4,255.4,41.57,Rs.61.4343,
14-Aug-13,Equity,Primary market & others,0,179.1,-179.1,-29.16,Rs.61.4343,
14-Aug-13,Equity,Sub-total,3399.8,3323.6,76.3,12.41,Rs.61.4343,
16-Aug-13,Equity,Stock Exchange,2826.7,2527.1,299.6,48.7,Rs.61.5160,
16-Aug-13,Equity,Primary market & others,0,4.9,-4.9,-0.8,Rs.61.5160,
16-Aug-13,Equity,Sub-total,2826.7,2532.1,294.6,47.9,Rs.61.5160,
19-Aug-13,Equity,Stock Exchange,4330.1,4832.6,-502.5,-81.28,Rs.61.8195,
19-Aug-13,Equity,Primary market & others,0.3,0.6,-0.3,-0.04,Rs.61.8195,
19-Aug-13,Equity,Sub-total,4330.4,4833.2,-502.8,-81.33,Rs.61.8195,
20-Aug-13,Equity,Stock Exchange,2799.6,3453.2,-653.7,-104.85,Rs.62.3461,
20-Aug-13,Equity,Primary market & others,0.3,0.1,0.2,0.04,Rs.62.3461,
20-Aug-13,Equity,Sub-total,2799.8,3453.3,-653.4,-104.81,Rs.62.3461,
21-Aug-13,Equity,Stock Exchange,2977.2,4384.1,-1406.9,-220.74,Rs.63.7335,
21-Aug-13,Equity,Primary market & others,42.2,0.1,42.1,6.6,Rs.63.7335,
21-Aug-13,Equity,Sub-total,3019.4,4384.3,-1364.8,-214.14,Rs.63.7335,
22-Aug-13,Equity,Stock Exchange,3958.3,4706.8,-748.4,-117.94,Rs.63.4605,
22-Aug-13,Equity,Primary market & others,0,0.2,-0.2,-0.04,Rs.63.4605,
22-Aug-13,Equity,Sub-total,3958.3,4707,-748.7,-117.98,Rs.63.4605,
26-Aug-13,Equity,Stock Exchange,6961.3,8289.3,-1328,-205.3,Rs.64.6880,
26-Aug-13,Equity,Primary market & others,0,21.8,-21.8,-3.36,Rs.64.6880,
26-Aug-13,Equity,Sub-total,6961.3,8311,-1349.8,-208.66,Rs.64.6880,
27-Aug-13,Equity,Stock Exchange,2259.6,2811.8,-552.2,-85.97,Rs.64.2347,
27-Aug-13,Equity,Primary market & others,0,0.9,-0.9,-0.14,Rs.64.2347,
27-Aug-13,Equity,Sub-total,2259.6,2812.7,-553.1,-86.11,Rs.64.2347,
28-Aug-13,Equity,Stock Exchange,2924.9,4273.7,-1348.8,-205.4,Rs.65.6675,
28-Aug-13,Equity,Primary market & others,0,17.5,-17.5,-2.66,Rs.65.6675,
28-Aug-13,Equity,Sub-total,2924.9,4291.2,-1366.3,-208.06,Rs.65.6675,
29-Aug-13,Equity,Stock Exchange,4063.3,5129.8,-1066.5,-156.01,Rs.68.3611,
29-Aug-13,Equity,Primary market & others,2.4,0,2.3,0.34,Rs.68.3611,
29-Aug-13,Equity,Sub-total,4065.7,5129.9,-1064.2,-155.67,Rs.68.3611,
30-Aug-13,Equity,Stock Exchange,4881,4901.5,-20.5,-3.03,Rs.67.7060,
30-Aug-13,Equity,Primary market & others,107.1,7.2,99.9,14.75,Rs.67.7060,
30-Aug-13,Equity,Sub-total,4988.1,4908.8,79.4,11.72,Rs.67.7060,
02-Sep-13,Equity,Stock Exchange,6416.9,6488.3,-71.4,-10.72,Rs.66.5742,
02-Sep-13,Equity,Primary market & others,0,28.7,-28.7,-4.32,Rs.66.5742,
02-Sep-13,Equity,Sub-total,6416.9,6517,-100.1,-15.04,Rs.66.5742,
03-Sep-13,Equity,Stock Exchange,2516.2,2013.4,502.9,76.35,Rs.65.8608,
03-Sep-13,Equity,Primary market & others,0,1.1,-1.1,-0.16,Rs.65.8608,
03-Sep-13,Equity,Sub-total,2516.2,2014.4,501.8,76.19,Rs.65.8608,
04-Sep-13,Equity,Stock Exchange,2078.7,2804.3,-725.5,-108.47,Rs.66.8875,
04-Sep-13,Equity,Primary market & others,0,0.8,-0.8,-0.11,Rs.66.8875,
04-Sep-13,Equity,Sub-total,2078.7,2805,-726.3,-108.59,Rs.66.8875,
05-Sep-13,Equity,Stock Exchange,2784.9,2677.3,107.6,16.05,Rs.67.0289,
05-Sep-13,Equity,Primary market & others,0,4.9,-4.9,-0.74,Rs.67.0289,
05-Sep-13,Equity,Sub-total,2784.9,2682.3,102.6,15.31,Rs.67.0289,
06-Sep-13,Equity,Stock Exchange,4303.5,3196,1107.5,167.69,Rs.66.0430,
06-Sep-13,Equity,Primary market & others,0,3.5,-3.5,-0.53,Rs.66.0430,
06-Sep-13,Equity,Sub-total,4303.5,3199.5,1104,167.16,Rs.66.0430,
10-Sep-13,Equity,Stock Exchange,3884.5,2791.1,1093.4,165.76,Rs.65.9600,
10-Sep-13,Equity,Primary market & others,187.3,0.6,186.7,28.31,Rs.65.9600,
10-Sep-13,Equity,Sub-total,4071.8,2791.7,1280.1,194.07,Rs.65.9600,
11-Sep-13,Equity,Stock Exchange,5891.5,3188.4,2703.2,420.95,Rs.64.2162,
11-Sep-13,Equity,Primary market & others,1.4,0.1,1.3,0.2,Rs.64.2162,
11-Sep-13,Equity,Sub-total,5892.9,3188.4,2704.5,421.15,Rs.64.2162,
12-Sep-13,Equity,Stock Exchange,3325.6,2758.3,567.3,88.77,Rs.63.9035,
12-Sep-13,Equity,Primary market & others,2.7,22.2,-19.5,-3.05,Rs.63.9035,
12-Sep-13,Equity,Sub-total,3328.3,2780.5,547.8,85.72,Rs.63.9035,
13-Sep-13,Equity,Stock Exchange,3774.1,2820.3,953.8,149.81,Rs.63.6673,
13-Sep-13,Equity,Primary market & others,4.1,0.1,4,0.62,Rs.63.6673,
13-Sep-13,Equity,Sub-total,3778.2,2820.4,957.8,150.44,Rs.63.6673,
16-Sep-13,Equity,Stock Exchange,2683.3,2760.8,-77.5,-12.16,Rs.63.7890,
16-Sep-13,Equity,Primary market & others,0,1.2,-1.2,-0.18,Rs.63.7890,
16-Sep-13,Equity,Sub-total,2683.3,2762,-78.7,-12.34,Rs.63.7890,
17-Sep-13,Equity,Stock Exchange,2828.5,2511.6,316.9,50.72,Rs.62.4840,
17-Sep-13,Equity,Primary market & others,0,3.2,-3.2,-0.51,Rs.62.4840,
17-Sep-13,Equity,Sub-total,2828.5,2514.8,313.8,50.22,Rs.62.4840,
18-Sep-13,Equity,Stock Exchange,2343.5,1995.9,347.6,54.85,Rs.63.3770,
18-Sep-13,Equity,Primary market & others,3.9,0.1,3.7,0.58,Rs.63.3770,
18-Sep-13,Equity,Sub-total,2347.4,1996,351.4,55.44,Rs.63.3770,
19-Sep-13,Equity,Stock Exchange,2407.4,1882.1,525.3,83.19,Rs.63.1440,
19-Sep-13,Equity,Primary market & others,0.3,0,0.3,0.04,Rs.63.1440,
19-Sep-13,Equity,Sub-total,2407.7,1882.1,525.6,83.24,Rs.63.1440,
20-Sep-13,Equity,Stock Exchange,7120.9,3559.8,3561.1,576.72,Rs.61.7480,
20-Sep-13,Equity,Primary market & others,0.4,3.1,-2.8,-0.45,Rs.61.7480,
20-Sep-13,Equity,Sub-total,7121.3,3562.9,3558.3,576.27,Rs.61.7480,
23-Sep-13,Equity,Stock Exchange,5479.1,4502,977.1,156.99,Rs.62.2430,
23-Sep-13,Equity,Primary market & others,360,0.3,359.7,57.79,Rs.62.2430,
23-Sep-13,Equity,Sub-total,5839.2,4502.4,1336.8,214.77,Rs.62.2430,
24-Sep-13,Equity,Stock Exchange,2780.3,2842.1,-61.8,-9.88,Rs.62.5200,
24-Sep-13,Equity,Primary market & others,36.3,0.4,35.9,5.74,Rs.62.5200,
24-Sep-13,Equity,Sub-total,2816.5,2842.4,-25.9,-4.15,Rs.62.5200,
25-Sep-13,Equity,Stock Exchange,3136.3,3120.6,15.7,2.51,Rs.62.6585,
25-Sep-13,Equity,Primary market & others,16.1,0.7,15.5,2.47,Rs.62.6585,
25-Sep-13,Equity,Sub-total,3152.4,3121.3,31.2,4.97,Rs.62.6585,
26-Sep-13,Equity,Stock Exchange,3356.6,2920.2,436.4,69.6,Rs.62.6981,
26-Sep-13,Equity,Primary market & others,0,1,-1,-0.16,Rs.62.6981,
26-Sep-13,Equity,Sub-total,3356.6,2921.3,435.4,69.44,Rs.62.6981,
27-Sep-13,Equity,Stock Exchange,3455.4,3151.7,303.8,48.82,Rs.62.2260,
27-Sep-13,Equity,Primary market & others,105,0.6,104.4,16.78,Rs.62.2260,
27-Sep-13,Equity,Sub-total,3560.5,3152.3,408.2,65.6,Rs.62.2260,
30-Sep-13,Equity,Stock Exchange,1784.2,2008.7,-224.4,-36.31,Rs.61.8110,
30-Sep-13,Equity,Primary market & others,54.8,0.9,53.9,8.72,Rs.61.8110,
30-Sep-13,Equity,Sub-total,1839,2009.6,-170.6,-27.6,Rs.61.8110,
01-Oct-13,Equity,Stock Exchange,2148.2,2668.7,-520.5,-82.92,Rs.62.7770,
01-Oct-13,Equity,Primary market & others,0.1,4.1,-4,-0.63,Rs.62.7770,
01-Oct-13,Equity,Sub-total,2148.3,2672.8,-524.5,-83.55,Rs.62.7770,
03-Oct-13,Equity,Stock Exchange,1725.5,1810,-84.5,-13.55,Rs.62.3555,
03-Oct-13,Equity,Primary market & others,0.5,2.3,-1.8,-0.29,Rs.62.3555,
03-Oct-13,Equity,Sub-total,1726,1812.3,-86.3,-13.84,Rs.62.3555,
04-Oct-13,Equity,Stock Exchange,3894.5,2870.6,1024,165.33,Rs.61.9348,
04-Oct-13,Equity,Primary market & others,161.4,19.4,142,22.93,Rs.61.9348,
04-Oct-13,Equity,Sub-total,4055.9,2889.9,1166,188.26,Rs.61.9348,
07-Oct-13,Equity,Stock Exchange,2332,1752.8,579.2,94.32,Rs.61.4050,
07-Oct-13,Equity,Primary market & others,0,27.1,-27.1,-4.41,Rs.61.4050,
07-Oct-13,Equity,Sub-total,2332,1779.9,552.1,89.92,Rs.61.4050,
08-Oct-13,Equity,Stock Exchange,2429,1601.2,827.8,134,Rs.61.7760,
08-Oct-13,Equity,Primary market & others,0,27.3,-27.3,-4.42,Rs.61.7760,
08-Oct-13,Equity,Sub-total,2429,1628.5,800.5,129.58,Rs.61.7760,
09-Oct-13,Equity,Stock Exchange,2609.6,2372.2,237.3,38.48,Rs.61.6885,
09-Oct-13,Equity,Primary market & others,0,1.2,-1.2,-0.2,Rs.61.6885,
09-Oct-13,Equity,Sub-total,2609.6,2373.4,236.1,38.28,Rs.61.6885,
10-Oct-13,Equity,Stock Exchange,2705.2,2370.4,334.9,54.08,Rs.61.9170,
10-Oct-13,Equity,Primary market & others,0,10.7,-10.7,-1.72,Rs.61.9170,
10-Oct-13,Equity,Sub-total,2705.2,2381,324.2,52.36,Rs.61.9170,
11-Oct-13,Equity,Stock Exchange,2334.2,1571.6,762.6,122.72,Rs.62.1383,
11-Oct-13,Equity,Primary market & others,0,0.4,-0.4,-0.06,Rs.62.1383,
11-Oct-13,Equity,Sub-total,2334.2,1571.9,762.2,122.67,Rs.62.1383,
14-Oct-13,Equity,Stock Exchange,2742.4,1748.3,994.1,162.55,Rs.61.1570,
14-Oct-13,Equity,Primary market & others,0,0.5,-0.5,-0.08,Rs.61.1570,
14-Oct-13,Equity,Sub-total,2742.4,1748.8,993.6,162.47,Rs.61.1570,
15-Oct-13,Equity,Stock Exchange,2255.6,1495,760.7,124.08,Rs.61.3036,
15-Oct-13,Equity,Primary market & others,0.1,5.4,-5.2,-0.85,Rs.61.3036,
15-Oct-13,Equity,Sub-total,2255.7,1500.3,755.4,123.23,Rs.61.3036,
17-Oct-13,Equity,Stock Exchange,2550.4,1403,1147.4,185.99,Rs.61.6929,
17-Oct-13,Equity,Primary market & others,0,0.3,-0.3,-0.05,Rs.61.6929,
17-Oct-13,Equity,Sub-total,2550.4,1403.3,1147.1,185.94,Rs.61.6929,
18-Oct-13,Equity,Stock Exchange,3937.7,3116.2,821.5,133.4,Rs.61.5810,
18-Oct-13,Equity,Primary market & others,0,1.1,-1.1,-0.18,Rs.61.5810,
18-Oct-13,Equity,Sub-total,3937.7,3117.3,820.4,133.21,Rs.61.5810,
21-Oct-13,Equity,Stock Exchange,3858.8,2133.8,1724.9,281.5,Rs.61.2760,
21-Oct-13,Equity,Primary market & others,0,1.4,-1.4,-0.24,Rs.61.2760,
21-Oct-13,Equity,Sub-total,3858.8,2135.3,1723.5,281.27,Rs.61.2760,
22-Oct-13,Equity,Stock Exchange,2835.3,1831.2,1004.2,163.31,Rs.61.4885,
22-Oct-13,Equity,Primary market & others,0,2.5,-2.5,-0.41,Rs.61.4885,
22-Oct-13,Equity,Sub-total,2835.3,1833.7,1001.6,162.9,Rs.61.4885,
23-Oct-13,Equity,Stock Exchange,2572,1738.8,833.2,134.87,Rs.61.7800,
23-Oct-13,Equity,Primary market & others,0,33.3,-33.3,-5.39,Rs.61.7800,
23-Oct-13,Equity,Sub-total,2572,1772.1,799.9,129.48,Rs.61.7800,
24-Oct-13,Equity,Stock Exchange,2606.6,1954.2,652.5,106.04,Rs.61.5340,
24-Oct-13,Equity,Primary market & others,0.6,7.5,-6.8,-1.11,Rs.61.5340,
24-Oct-13,Equity,Sub-total,2607.3,1961.6,645.7,104.93,Rs.61.5340,
25-Oct-13,Equity,Stock Exchange,2891.3,1886.3,1004.9,163.64,Rs.61.4105,
25-Oct-13,Equity,Primary market & others,0,13.2,-13.2,-2.15,Rs.61.4105,
25-Oct-13,Equity,Sub-total,2891.3,1899.6,991.7,161.49,Rs.61.4105,
28-Oct-13,Equity,Stock Exchange,2316.8,1616.5,700.3,113.63,Rs.61.6250,
28-Oct-13,Equity,Primary market & others,0,0.2,-0.2,-0.04,Rs.61.6250,
28-Oct-13,Equity,Sub-total,2316.8,1616.8,700,113.59,Rs.61.6250,
29-Oct-13,Equity,Stock Exchange,2322.4,1663,659.5,107.23,Rs.61.5030,
29-Oct-13,Equity,Primary market & others,0,2,-2,-0.32,Rs.61.5030,
29-Oct-13,Equity,Sub-total,2322.4,1664.9,657.5,106.91,Rs.61.5030,
30-Oct-13,Equity,Stock Exchange,2867.8,1700.1,1167.7,189.98,Rs.61.4630,
30-Oct-13,Equity,Primary market & others,44.2,0.3,43.9,7.15,Rs.61.4630,
30-Oct-13,Equity,Sub-total,2912,1700.4,1211.6,197.13,Rs.61.4630,
31-Oct-13,Equity,Stock Exchange,2909,1873.5,1035.5,168.41,Rs.61.4871,
31-Oct-13,Equity,Primary market & others,0,7.6,-7.6,-1.24,Rs.61.4871,
31-Oct-13,Equity,Sub-total,2909,1881.1,1027.9,167.17,Rs.61.4871,
01-Nov-13,Equity,Stock Exchange,5652.6,3691.4,1961.2,319.37,Rs.61.4100,
01-Nov-13,Equity,Primary market & others,0,179.3,-179.3,-29.2,Rs.61.4100,
01-Nov-13,Equity,Sub-total,5652.6,3870.7,1781.9,290.17,Rs.61.4100,
05-Nov-13,Equity,Stock Exchange,2591.7,2362.7,229,36.99,Rs.61.9046,
05-Nov-13,Equity,Primary market & others,0,1.6,-1.6,-0.26,Rs.61.9046,
05-Nov-13,Equity,Sub-total,2591.7,2364.3,227.4,36.74,Rs.61.9046,
06-Nov-13,Equity,Stock Exchange,2993.2,2812.5,180.8,29.25,Rs.61.7880,
06-Nov-13,Equity,Primary market & others,0,0.6,-0.6,-0.1,Rs.61.7880,
06-Nov-13,Equity,Sub-total,2993.2,2813.1,180.2,29.16,Rs.61.7880,
07-Nov-13,Equity,Stock Exchange,2073.9,1788.3,285.6,46.12,Rs.61.9225,
07-Nov-13,Equity,Primary market & others,0,0.1,-0.1,-0.02,Rs.61.9225,
07-Nov-13,Equity,Sub-total,2073.9,1788.5,285.4,46.09,Rs.61.9225,
08-Nov-13,Equity,Stock Exchange,2052.5,1575.4,477,76.23,Rs.62.5740,
08-Nov-13,Equity,Primary market & others,6.7,0,6.7,1.06,Rs.62.5740,
08-Nov-13,Equity,Sub-total,2059.1,1575.5,483.7,77.3,Rs.62.5740,
11-Nov-13,Equity,Stock Exchange,2345.2,1974.1,371.1,59.16,Rs.62.7315,
11-Nov-13,Equity,Primary market & others,5.1,20,-14.9,-2.37,Rs.62.7315,
11-Nov-13,Equity,Sub-total,2350.3,1994.1,356.2,56.79,Rs.62.7315,
12-Nov-13,Equity,Stock Exchange,2300.1,1985.6,314.5,49.69,Rs.63.2955,
12-Nov-13,Equity,Primary market & others,0,3.8,-3.8,-0.6,Rs.63.2955,
12-Nov-13,Equity,Sub-total,2300.1,1989.3,310.7,49.09,Rs.63.2955,
13-Nov-13,Equity,Stock Exchange,2562.7,2184.1,378.6,59.53,Rs.63.5930,
13-Nov-13,Equity,Primary market & others,0,1.9,-1.9,-0.3,Rs.63.5930,
13-Nov-13,Equity,Sub-total,2562.7,2186,376.7,59.23,Rs.63.5930,
18-Nov-13,Equity,Stock Exchange,5288.8,3973.3,1315.5,208.59,Rs.63.0645,
18-Nov-13,Equity,Primary market & others,295.7,13.4,282.2,44.75,Rs.63.0645,
18-Nov-13,Equity,Sub-total,5584.4,3986.7,1597.7,253.34,Rs.63.0645,
19-Nov-13,Equity,Stock Exchange,3460.8,2289,1171.8,187.12,Rs.62.6250,
19-Nov-13,Equity,Primary market & others,0.4,280.1,-279.7,-44.66,Rs.62.6250,
19-Nov-13,Equity,Sub-total,3461.2,2569.1,892.1,142.45,Rs.62.6250,
20-Nov-13,Equity,Stock Exchange,2858.1,1795.7,1062.4,170.71,Rs.62.2311,
20-Nov-13,Equity,Primary market & others,2.5,96.6,-94,-15.11,Rs.62.2311,
20-Nov-13,Equity,Sub-total,2860.6,1892.3,968.4,155.61,Rs.62.2311,
21-Nov-13,Equity,Stock Exchange,2626.1,2515,111.1,17.76,Rs.62.5580,
21-Nov-13,Equity,Primary market & others,0,4.1,-4.1,-0.66,Rs.62.5580,
21-Nov-13,Equity,Sub-total,2626.1,2519.1,107,17.11,Rs.62.5580,
22-Nov-13,Equity,Stock Exchange,2456.6,2479.6,-23,-3.66,Rs.62.8895,
22-Nov-13,Equity,Primary market & others,0,17,-17,-2.7,Rs.62.8895,
22-Nov-13,Equity,Sub-total,2456.6,2496.6,-40,-6.36,Rs.62.8895,
25-Nov-13,Equity,Stock Exchange,1864,1845.7,18.4,2.92,Rs.63.0236,
25-Nov-13,Equity,Primary market & others,0.2,1.8,-1.7,-0.26,Rs.63.0236,
25-Nov-13,Equity,Sub-total,1864.2,1847.5,16.7,2.65,Rs.63.0236,
26-Nov-13,Equity,Stock Exchange,2555.6,1712.9,842.8,134.67,Rs.62.5770,
26-Nov-13,Equity,Primary market & others,0,8.9,-8.9,-1.42,Rs.62.5770,
26-Nov-13,Equity,Sub-total,2555.6,1721.8,833.9,133.26,Rs.62.5770,
27-Nov-13,Equity,Stock Exchange,6294.3,6671.5,-377.2,-60.4,Rs.62.4470,
27-Nov-13,Equity,Primary market & others,4.4,5.8,-1.4,-0.22,Rs.62.4470,
27-Nov-13,Equity,Sub-total,6298.7,6677.3,-378.6,-60.62,Rs.62.4470,
28-Nov-13,Equity,Stock Exchange,2356.9,2454.7,-97.7,-15.67,Rs.62.3625,
28-Nov-13,Equity,Primary market & others,3.8,0.1,3.7,0.59,Rs.62.3625,
28-Nov-13,Equity,Sub-total,2360.7,2454.8,-94.1,-15.08,Rs.62.3625,
29-Nov-13,Equity,Stock Exchange,3154.8,2943.6,211.2,33.85,Rs.62.3896,
29-Nov-13,Equity,Primary market & others,0,0.4,-0.4,-0.06,Rs.62.3896,
29-Nov-13,Equity,Sub-total,3154.8,2944,210.8,33.78,Rs.62.3896,
02-Dec-13,Equity,Stock Exchange,2622.3,1875.4,747,119.72,Rs.62.3948,
02-Dec-13,Equity,Primary market & others,0,1.3,-1.3,-0.21,Rs.62.3948,
02-Dec-13,Equity,Sub-total,2622.3,1876.7,745.6,119.51,Rs.62.3948,
03-Dec-13,Equity,Stock Exchange,2228.8,1434.6,794.2,127.64,Rs.62.2260,
03-Dec-13,Equity,Primary market & others,1.1,0.8,0.2,0.03,Rs.62.2260,
03-Dec-13,Equity,Sub-total,2229.9,1435.4,794.4,127.67,Rs.62.2260,
04-Dec-13,Equity,Stock Exchange,2528.9,2007.8,521.2,83.6,Rs.62.3443,
04-Dec-13,Equity,Primary market & others,1.1,0.4,0.7,0.12,Rs.62.3443,
04-Dec-13,Equity,Sub-total,2530.1,2008.2,521.9,83.71,Rs.62.3443,
05-Dec-13,Equity,Stock Exchange,2341.6,2272.8,68.8,11.03,Rs.62.3330,
05-Dec-13,Equity,Primary market & others,100,1.1,98.9,15.87,Rs.62.3330,
05-Dec-13,Equity,Sub-total,2441.6,2273.9,167.7,26.9,Rs.62.3330,
06-Dec-13,Equity,Stock Exchange,3923.7,2637.9,1285.7,208.42,Rs.61.6895,
06-Dec-13,Equity,Primary market & others,13.4,1.4,12,1.95,Rs.61.6895,
06-Dec-13,Equity,Sub-total,3937.1,2639.3,1297.7,210.37,Rs.61.6895,
10-Dec-13,Equity,Stock Exchange,7968.8,4573.1,3395.8,555.06,Rs.61.1785,
10-Dec-13,Equity,Primary market & others,0.7,21.3,-20.6,-3.37,Rs.61.1785,
10-Dec-13,Equity,Sub-total,7969.6,4594.4,3375.2,551.69,Rs.61.1785,
11-Dec-13,Equity,Stock Exchange,4574,4135.2,438.8,71.7,Rs.61.2070,
11-Dec-13,Equity,Primary market & others,0,8,-8,-1.31,Rs.61.2070,
11-Dec-13,Equity,Sub-total,4574,4143.2,430.8,70.39,Rs.61.2070,
12-Dec-13,Equity,Stock Exchange,2981,1977.7,1003.3,163.58,Rs.61.3313,
12-Dec-13,Equity,Primary market & others,2.8,23.6,-20.8,-3.4,Rs.61.3313,
12-Dec-13,Equity,Sub-total,2983.8,2001.3,982.4,160.18,Rs.61.3313,
13-Dec-13,Equity,Stock Exchange,2874.7,2632.8,241.9,39.26,Rs.61.6200,
13-Dec-13,Equity,Primary market & others,0,3.2,-3.2,-0.52,Rs.61.6200,
13-Dec-13,Equity,Sub-total,2874.7,2636,238.7,38.74,Rs.61.6200,
17-Dec-13,Equity,Stock Exchange,5507.4,5725.8,-218.4,-35.17,Rs.62.1024,
17-Dec-13,Equity,Primary market & others,1.2,20.1,-18.9,-3.04,Rs.62.1024,
17-Dec-13,Equity,Sub-total,5508.5,5745.9,-237.3,-38.21,Rs.62.1024,
18-Dec-13,Equity,Stock Exchange,3141.1,2867.2,273.8,44.2,Rs.61.9580,
18-Dec-13,Equity,Primary market & others,1033.6,0.3,1033.4,166.79,Rs.61.9580,
18-Dec-13,Equity,Sub-total,4174.7,2867.5,1307.2,210.98,Rs.61.9580,
19-Dec-13,Equity,Stock Exchange,4568.5,3393.2,1175.3,189.82,Rs.61.9176,
19-Dec-13,Equity,Primary market & others,711,0.2,710.7,114.79,Rs.61.9176,
19-Dec-13,Equity,Sub-total,5279.5,3393.4,1886,304.6,Rs.61.9176,
20-Dec-13,Equity,Stock Exchange,4281.4,2037.2,2244.2,359.76,Rs.62.3800,
20-Dec-13,Equity,Primary market & others,0.5,12.4,-12,-1.92,Rs.62.3800,
20-Dec-13,Equity,Sub-total,4281.8,2049.6,2232.2,357.84,Rs.62.3800,
23-Dec-13,Equity,Stock Exchange,3456.1,2452.5,1003.6,161.24,Rs.62.2420,
23-Dec-13,Equity,Primary market & others,8,174,-166,-26.68,Rs.62.2420,
23-Dec-13,Equity,Sub-total,3464.1,2626.5,837.6,134.57,Rs.62.2420,
26-Dec-13,Equity,Stock Exchange,3957.1,3763.3,193.8,31.32,Rs.61.8668,
26-Dec-13,Equity,Primary market & others,2.6,7.4,-4.8,-0.78,Rs.61.8668,
26-Dec-13,Equity,Sub-total,3959.6,3770.7,188.9,30.54,Rs.61.8668,
27-Dec-13,Equity,Stock Exchange,2661.3,1876.3,785.1,126.67,Rs.61.9755,
27-Dec-13,Equity,Primary market & others,0,1.3,-1.3,-0.2,Rs.61.9755,
