date,total_below_200dma,total_stocks,pct_below_200dma
13-06-2012,620,1008,61.51
14-06-2012,634,1009,62.83
15-06-2012,621,1009,61.55
18-06-2012,640,1009,63.43
19-06-2012,636,1009,63.03
20-06-2012,613,1010,60.69
21-06-2012,602,1012,59.49
22-06-2012,595,1012,58.79
25-06-2012,589,1012,58.2
26-06-2012,590,1013,58.24
27-06-2012,573,1013,56.56
28-06-2012,558,1013,55.08
29-06-2012,518,1014,51.08
02-07-2012,501,1014,49.41
03-07-2012,474,1014,46.75
04-07-2012,439,1014,43.29
05-07-2012,399,1014,39.35
06-07-2012,402,1014,39.64
09-07-2012,425,1014,41.91
10-07-2012,402,1014,39.64
11-07-2012,407,1015,40.1
12-07-2012,430,1015,42.36
13-07-2012,436,1015,42.96
16-07-2012,447,1015,44.04
17-07-2012,466,1016,45.87
18-07-2012,467,1016,45.96
19-07-2012,450,1016,44.29
20-07-2012,462,1016,45.47
23-07-2012,490,1017,48.18
24-07-2012,505,1017,49.66
25-07-2012,518,1018,50.88
26-07-2012,548,1018,53.83
27-07-2012,571,1018,56.09
30-07-2012,552,1018,54.22
31-07-2012,537,1018,52.75
01-08-2012,510,1018,50.1
02-08-2012,501,1018,49.21
03-08-2012,504,1019,49.46
06-08-2012,489,1020,47.94
07-08-2012,484,1020,47.45
08-08-2012,479,1021,46.91
09-08-2012,495,1022,48.43
10-08-2012,493,1022,48.24
13-08-2012,490,1023,47.9
14-08-2012,485,1025,47.32
16-08-2012,493,1026,48.05
17-08-2012,486,1026,47.37
21-08-2012,480,1026,46.78
22-08-2012,480,1027,46.74
23-08-2012,471,1027,45.86
24-08-2012,484,1027,47.13
27-08-2012,500,1027,48.69
28-08-2012,534,1027,52
29-08-2012,557,1028,54.18
30-08-2012,549,1028,53.4
31-08-2012,552,1029,53.64
03-09-2012,542,1029,52.67
04-09-2012,529,1029,51.41
05-09-2012,540,1029,52.48
06-09-2012,548,1029,53.26
07-09-2012,518,1029,50.34
08-09-2012,518,1029,50.34
10-09-2012,490,1029,47.62
11-09-2012,485,1029,47.13
12-09-2012,473,1029,45.97
13-09-2012,469,1029,45.58
14-09-2012,461,1029,44.8
17-09-2012,430,1030,41.75
18-09-2012,413,1030,40.1
20-09-2012,433,1030,42.04
21-09-2012,387,1030,37.57
24-09-2012,372,1032,36.05
25-09-2012,362,1032,35.08
26-09-2012,355,1032,34.4
27-09-2012,344,1033,33.3
28-09-2012,335,1033,32.43
01-10-2012,308,1035,29.76
03-10-2012,291,1035,28.12
04-10-2012,266,1035,25.7
05-10-2012,288,1035,27.83
08-10-2012,299,1035,28.89
09-10-2012,290,1035,28.02
10-10-2012,322,1035,31.11
11-10-2012,306,1035,29.57
12-10-2012,319,1035,30.82
15-10-2012,319,1035,30.82
16-10-2012,340,1035,32.85
17-10-2012,347,1036,33.49
18-10-2012,321,1037,30.95
19-10-2012,337,1037,32.5
22-10-2012,333,1037,32.11
23-10-2012,354,1037,34.14
25-10-2012,359,1037,34.62
29-10-2012,397,1037,38.28
30-10-2012,424,1037,40.89
31-10-2012,425,1037,40.98
01-11-2012,406,1037,39.15
02-11-2012,382,1037,36.84
05-11-2012,395,1037,38.09
06-11-2012,396,1037,38.19
07-11-2012,380,1037,36.64
08-11-2012,388,1037,37.42
09-11-2012,415,1037,40.02
12-11-2012,406,1037,39.15
15-11-2012,413,1037,39.83
16-11-2012,422,1037,40.69
19-11-2012,449,1037,43.3
20-11-2012,471,1037,45.42
21-11-2012,474,1038,45.66
22-11-2012,464,1038,44.7
23-11-2012,473,1038,45.57
26-11-2012,464,1038,44.7
27-11-2012,439,1038,42.29
29-11-2012,426,1038,41.04
30-11-2012,399,1038,38.44
03-12-2012,381,1038,36.71
04-12-2012,364,1038,35.07
05-12-2012,342,1038,32.95
06-12-2012,325,1038,31.31
07-12-2012,337,1038,32.47
10-12-2012,332,1038,31.98
11-12-2012,344,1038,33.14
12-12-2012,351,1038,33.82
13-12-2012,376,1038,36.22
14-12-2012,367,1038,35.36
17-12-2012,358,1038,34.49
18-12-2012,349,1038,33.62
19-12-2012,332,1038,31.98
20-12-2012,337,1038,32.47
21-12-2012,364,1039,35.03
24-12-2012,354,1039,34.07
26-12-2012,361,1040,34.71
27-12-2012,378,1040,36.35
28-12-2012,376,1040,36.15
31-12-2012,368,1040,35.38
01-01-2013,337,1041,32.37
02-01-2013,319,1042,30.61
03-01-2013,308,1042,29.56
04-01-2013,294,1042,28.21
07-01-2013,269,1042,25.82
08-01-2013,279,1042,26.78
09-01-2013,282,1043,27.04
10-01-2013,297,1044,28.45
11-01-2013,327,1044,31.32
14-01-2013,313,1044,29.98
15-01-2013,310,1044,29.69
16-01-2013,338,1044,32.38
17-01-2013,341,1044,32.66
18-01-2013,347,1044,33.24
21-01-2013,353,1044,33.81
22-01-2013,381,1044,36.49
23-01-2013,411,1044,39.37
24-01-2013,464,1044,44.44
25-01-2013,443,1044,42.43
28-01-2013,436,1044,41.76
29-01-2013,452,1044,43.3
30-01-2013,457,1044,43.77
31-01-2013,451,1046,43.12
01-02-2013,464,1046,44.36
04-02-2013,472,1046,45.12
05-02-2013,497,1046,47.51
06-02-2013,499,1046,47.71
07-02-2013,524,1046,50.1
08-02-2013,550,1047,52.53
11-02-2013,558,1047,53.3
12-02-2013,577,1047,55.11
13-02-2013,583,1047,55.68
14-02-2013,620,1047,59.22
15-02-2013,627,1047,59.89
18-02-2013,610,1047,58.26
19-02-2013,594,1047,56.73
20-02-2013,592,1047,56.54
21-02-2013,622,1047,59.41
22-02-2013,619,1047,59.12
25-02-2013,645,1047,61.6
26-02-2013,687,1048,65.55
27-02-2013,681,1048,64.98
28-02-2013,717,1048,68.42
01-03-2013,714,1048,68.13
04-03-2013,752,1048,71.76
05-03-2013,722,1048,68.89
06-03-2013,715,1049,68.16
07-03-2013,700,1049,66.73
08-03-2013,685,1049,65.3
11-03-2013,690,1049,65.78
12-03-2013,697,1049,66.44
13-03-2013,720,1049,68.64
14-03-2013,718,1049,68.45
15-03-2013,724,1049,69.02
18-03-2013,739,1050,70.38
19-03-2013,771,1051,73.36
20-03-2013,804,1051,76.5
21-03-2013,814,1051,77.45
22-03-2013,836,1051,79.54
25-03-2013,847,1051,80.59
26-03-2013,848,1051,80.69
28-03-2013,836,1051,79.54
01-04-2013,814,1051,77.45
02-04-2013,776,1051,73.83
03-04-2013,788,1051,74.98
04-04-2013,811,1051,77.16
05-04-2013,807,1051,76.78
08-04-2013,813,1051,77.35
09-04-2013,826,1051,78.59
10-04-2013,827,1051,78.69
11-04-2013,824,1051,78.4
12-04-2013,827,1051,78.69
15-04-2013,822,1051,78.21
16-04-2013,812,1051,77.26
17-04-2013,803,1051,76.4
18-04-2013,790,1051,75.17
22-04-2013,779,1051,74.12
23-04-2013,776,1051,73.83
25-04-2013,767,1051,72.98
26-04-2013,772,1051,73.45
29-04-2013,767,1051,72.98
30-04-2013,766,1051,72.88
02-05-2013,751,1051,71.46
03-05-2013,746,1051,70.98
06-05-2013,743,1051,70.69
07-05-2013,733,1051,69.74
08-05-2013,718,1051,68.32
09-05-2013,729,1051,69.36
10-05-2013,724,1051,68.89
13-05-2013,741,1051,70.5
14-05-2013,742,1051,70.6
15-05-2013,717,1051,68.22
16-05-2013,710,1051,67.55
17-05-2013,707,1051,67.27
20-05-2013,714,1051,67.94
21-05-2013,732,1051,69.65
22-05-2013,741,1051,70.5
23-05-2013,789,1052,75
24-05-2013,787,1053,74.74
27-05-2013,774,1053,73.5
28-05-2013,773,1053,73.41
29-05-2013,772,1053,73.31
30-05-2013,780,1053,74.07
31-05-2013,802,1053,76.16
03-06-2013,795,1053,75.5
04-06-2013,785,1053,74.55
05-06-2013,791,1053,75.12
06-06-2013,782,1053,74.26
07-06-2013,777,1053,73.79
10-06-2013,792,1053,75.21
11-06-2013,813,1054,77.13
12-06-2013,814,1054,77.23
13-06-2013,836,1054,79.32
14-06-2013,828,1054,78.56
17-06-2013,813,1054,77.13
18-06-2013,814,1054,77.23
19-06-2013,808,1054,76.66
20-06-2013,840,1054,79.7
21-06-2013,845,1054,80.17
24-06-2013,870,1054,82.54
25-06-2013,869,1054,82.45
26-06-2013,870,1054,82.54
27-06-2013,864,1054,81.97
28-06-2013,847,1054,80.36
01-07-2013,838,1054,79.51
02-07-2013,832,1054,78.94
03-07-2013,845,1054,80.17
04-07-2013,840,1054,79.7
05-07-2013,836,1055,79.24
08-07-2013,836,1055,79.24
09-07-2013,820,1055,77.73
10-07-2013,829,1055,78.58
11-07-2013,822,1055,77.91
12-07-2013,816,1055,77.35
15-07-2013,812,1055,76.97
16-07-2013,815,1055,77.25
17-07-2013,825,1058,77.98
18-07-2013,817,1058,77.22
19-07-2013,819,1058,77.41
22-07-2013,821,1058,77.6
23-07-2013,820,1058,77.5
24-07-2013,838,1058,79.21
25-07-2013,836,1058,79.02
26-07-2013,846,1058,79.96
29-07-2013,860,1058,81.29
30-07-2013,874,1059,82.53
31-07-2013,875,1059,82.63
01-08-2013,890,1059,84.04
02-08-2013,899,1059,84.89
05-08-2013,897,1059,84.7
06-08-2013,914,1059,86.31
07-08-2013,901,1059,85.08
08-08-2013,884,1059,83.47
12-08-2013,880,1059,83.1
13-08-2013,868,1059,81.96
14-08-2013,860,1059,81.21
16-08-2013,888,1059,83.85
19-08-2013,897,1059,84.7
20-08-2013,903,1059,85.27
21-08-2013,909,1059,85.84
22-08-2013,905,1059,85.46
23-08-2013,894,1059,84.42
26-08-2013,883,1059,83.38
27-08-2013,900,1059,84.99
28-08-2013,915,1059,86.4
29-08-2013,895,1059,84.51
30-08-2013,891,1059,84.14
02-09-2013,874,1060,82.45
03-09-2013,897,1060,84.62
04-09-2013,880,1060,83.02
05-09-2013,860,1060,81.13
06-09-2013,864,1060,81.51
10-09-2013,847,1060,79.91
11-09-2013,832,1060,78.49
12-09-2013,831,1060,78.4
13-09-2013,823,1060,77.64
16-09-2013,837,1061,78.89
17-09-2013,831,1061,78.32
18-09-2013,828,1061,78.04
19-09-2013,805,1061,75.87
20-09-2013,805,1061,75.87
23-09-2013,811,1061,76.44
24-09-2013,808,1061,76.15
25-09-2013,809,1061,76.25
26-09-2013,797,1061,75.12
27-09-2013,791,1061,74.55
30-09-2013,790,1061,74.46
01-10-2013,787,1061,74.18
03-10-2013,769,1061,72.48
04-10-2013,756,1061,71.25
07-10-2013,746,1061,70.31
08-10-2013,742,1061,69.93
09-10-2013,717,1061,67.58
10-10-2013,711,1061,67.01
11-10-2013,701,1061,66.07
14-10-2013,697,1062,65.63
15-10-2013,709,1063,66.7
17-10-2013,709,1064,66.64
18-10-2013,696,1064,65.41
21-10-2013,677,1064,63.63
22-10-2013,652,1064,61.28
23-10-2013,642,1064,60.34
24-10-2013,651,1064,61.18
25-10-2013,646,1064,60.71
28-10-2013,658,1064,61.84
29-10-2013,632,1064,59.4
30-10-2013,627,1064,58.93
31-10-2013,611,1064,57.42
01-11-2013,586,1064,55.08
05-11-2013,547,1064,51.41
06-11-2013,534,1064,50.19
07-11-2013,555,1064,52.16
08-11-2013,551,1064,51.79
11-11-2013,569,1064,53.48
12-11-2013,582,1064,54.7
13-11-2013,597,1064,56.11
14-11-2013,574,1064,53.95
18-11-2013,559,1064,52.54
19-11-2013,546,1064,51.32
20-11-2013,531,1064,49.91
21-11-2013,549,1064,51.6
22-11-2013,544,1064,51.13
25-11-2013,529,1064,49.72
26-11-2013,532,1064,50
27-11-2013,537,1064,50.47
28-11-2013,517,1064,48.59
29-11-2013,496,1064,46.62
02-12-2013,466,1064,43.8
03-12-2013,453,1064,42.58
04-12-2013,451,1064,42.39
05-12-2013,444,1064,41.73
06-12-2013,437,1064,41.07
09-12-2013,424,1064,39.85
10-12-2013,444,1064,41.73
11-12-2013,453,1064,42.58
12-12-2013,463,1065,43.47
13-12-2013,489,1065,45.92
16-12-2013,492,1065,46.2
17-12-2013,492,1065,46.2
18-12-2013,460,1065,43.19
19-12-2013,452,1065,42.44
20-12-2013,431,1065,40.47
23-12-2013,407,1065,38.22
24-12-2013,393,1065,36.9
26-12-2013,362,1065,33.99
27-12-2013,343,1065,32.21
30-12-2013,339,1065,31.83
31-12-2013,328,1065,30.8
01-01-2014,302,1065,28.36
02-01-2014,327,1065,30.7
03-01-2014,324,1065,30.42
06-01-2014,320,1067,29.99
07-01-2014,318,1067,29.8
08-01-2014,299,1067,28.02
09-01-2014,316,1067,29.62
10-01-2014,328,1067,30.74
13-01-2014,329,1067,30.83
14-01-2014,343,1067,32.15
15-01-2014,327,1067,30.65
16-01-2014,339,1067,31.77
17-01-2014,370,1067,34.68
20-01-2014,368,1068,34.46
21-01-2014,361,1068,33.8
22-01-2014,355,1068,33.24
23-01-2014,361,1068,33.8
24-01-2014,401,1068,37.55
27-01-2014,468,1068,43.82
28-01-2014,476,1068,44.57
29-01-2014,472,1068,44.19
30-01-2014,502,1068,47
31-01-2014,484,1068,45.32
03-02-2014,496,1068,46.44
04-02-2014,494,1069,46.21
05-02-2014,479,1069,44.81
06-02-2014,472,1069,44.15
07-02-2014,458,1069,42.84
10-02-2014,456,1069,42.66
11-02-2014,462,1069,43.22
12-02-2014,465,1069,43.5
13-02-2014,506,1069,47.33
14-02-2014,508,1069,47.52
17-02-2014,512,1069,47.9
18-02-2014,498,1069,46.59
19-02-2014,481,1069,45
20-02-2014,489,1069,45.74
21-02-2014,465,1069,43.5
24-02-2014,468,1069,43.78
25-02-2014,464,1069,43.41
26-02-2014,461,1069,43.12
28-02-2014,461,1069,43.12
03-03-2014,464,1069,43.41
04-03-2014,438,1069,40.97
05-03-2014,417,1069,39.01
06-03-2014,373,1069,34.89
07-03-2014,345,1070,32.24
10-03-2014,344,1070,32.15
11-03-2014,338,1070,31.59
12-03-2014,339,1070,31.68
13-03-2014,331,1070,30.93
14-03-2014,354,1070,33.08
18-03-2014,345,1070,32.24
19-03-2014,343,1070,32.06
20-03-2014,347,1070,32.43
21-03-2014,325,1070,30.37
24-03-2014,321,1070,30
25-03-2014,319,1071,29.79
26-03-2014,324,1072,30.22
27-03-2014,315,1072,29.38
28-03-2014,275,1072,25.65
31-03-2014,253,1073,23.58
01-04-2014,229,1073,21.34
02-04-2014,208,1073,19.38
03-04-2014,195,1073,18.17
04-04-2014,184,1073,17.15
07-04-2014,176,1073,16.4
09-04-2014,165,1073,15.38
10-04-2014,155,1073,14.45
11-04-2014,145,1073,13.51
15-04-2014,145,1073,13.51
16-04-2014,161,1073,15
17-04-2014,154,1075,14.33
21-04-2014,141,1075,13.12
22-04-2014,143,1075,13.3
23-04-2014,138,1075,12.84
24-04-2014,138,1075,12.84
25-04-2014,143,1075,13.3
28-04-2014,135,1075,12.56
29-04-2014,139,1075,12.93
30-04-2014,160,1075,14.88
02-05-2014,164,1075,15.26
05-05-2014,169,1075,15.72
06-05-2014,175,1075,16.28
07-05-2014,181,1076,16.82
08-05-2014,183,1076,17.01
09-05-2014,169,1076,15.71
12-05-2014,171,1077,15.88
13-05-2014,155,1077,14.39
14-05-2014,143,1077,13.28
15-05-2014,160,1077,14.86
16-05-2014,165,1078,15.31
19-05-2014,125,1078,11.6
20-05-2014,103,1078,9.55
21-05-2014,88,1078,8.16
22-05-2014,76,1078,7.05
23-05-2014,65,1078,6.03
26-05-2014,68,1078,6.31
27-05-2014,74,1078,6.86
28-05-2014,72,1078,6.68
29-05-2014,78,1078,7.24
30-05-2014,73,1078,6.77
02-06-2014,66,1078,6.12
03-06-2014,62,1078,5.75
04-06-2014,60,1078,5.57
05-06-2014,50,1078,4.64
06-06-2014,48,1078,4.45
09-06-2014,41,1078,3.8
10-06-2014,35,1078,3.25
11-06-2014,35,1079,3.24
12-06-2014,35,1079,3.24
13-06-2014,40,1079,3.71
16-06-2014,41,1079,3.8
17-06-2014,40,1079,3.71
18-06-2014,37,1079,3.43
19-06-2014,37,1079,3.43
20-06-2014,39,1079,3.61
23-06-2014,43,1079,3.99
24-06-2014,40,1079,3.71
25-06-2014,43,1079,3.99
26-06-2014,46,1079,4.26
27-06-2014,48,1079,4.45
30-06-2014,48,1079,4.45
01-07-2014,48,1079,4.45
02-07-2014,42,1079,3.89
03-07-2014,46,1079,4.26
04-07-2014,41,1079,3.8
07-07-2014,40,1079,3.71
08-07-2014,47,1079,4.36
09-07-2014,56,1079,5.19
10-07-2014,58,1079,5.38
11-07-2014,65,1079,6.02
14-07-2014,70,1079,6.49
15-07-2014,63,1079,5.84
16-07-2014,63,1079,5.84
17-07-2014,62,1079,5.75
18-07-2014,59,1079,5.47
21-07-2014,56,1079,5.19
22-07-2014,56,1080,5.19
23-07-2014,54,1080,5
24-07-2014,53,1080,4.91
25-07-2014,61,1080,5.65
28-07-2014,66,1080,6.11
30-07-2014,68,1080,6.3
31-07-2014,68,1080,6.3
01-08-2014,76,1080,7.04
04-08-2014,73,1080,6.76
05-08-2014,68,1080,6.3
06-08-2014,70,1080,6.48
07-08-2014,73,1080,6.76
08-08-2014,89,1080,8.24
11-08-2014,87,1080,8.06
12-08-2014,89,1080,8.24
13-08-2014,106,1080,9.81
14-08-2014,101,1080,9.35
18-08-2014,105,1080,9.72
19-08-2014,103,1080,9.54
20-08-2014,96,1080,8.89
21-08-2014,92,1080,8.52
22-08-2014,88,1080,8.15
25-08-2014,95,1082,8.78
26-08-2014,105,1082,9.7
27-08-2014,107,1082,9.89
28-08-2014,107,1082,9.89
01-09-2014,97,1083,8.96
02-09-2014,98,1083,9.05
03-09-2014,95,1084,8.76
04-09-2014,103,1084,9.5
05-09-2014,101,1084,9.32
08-09-2014,96,1084,8.86
09-09-2014,91,1084,8.39
10-09-2014,81,1084,7.47
11-09-2014,69,1084,6.37
12-09-2014,61,1084,5.63
15-09-2014,65,1084,6
16-09-2014,87,1084,8.03
17-09-2014,89,1084,8.21
18-09-2014,77,1084,7.1
19-09-2014,76,1084,7.01
22-09-2014,75,1084,6.92
23-09-2014,94,1084,8.67
24-09-2014,106,1084,9.78
25-09-2014,141,1084,13.01
26-09-2014,137,1084,12.64
29-09-2014,129,1084,11.9
30-09-2014,139,1084,12.82
01-10-2014,143,1084,13.19
07-10-2014,153,1084,14.11
08-10-2014,158,1084,14.58
09-10-2014,135,1084,12.45
10-10-2014,153,1084,14.11
13-10-2014,143,1084,13.19
14-10-2014,154,1084,14.21
15-10-2014,156,1084,14.39
16-10-2014,187,1084,17.25
17-10-2014,196,1084,18.08
20-10-2014,185,1084,17.07
21-10-2014,176,1084,16.24
22-10-2014,169,1084,15.59
27-10-2014,159,1085,14.65
28-10-2014,154,1085,14.19
29-10-2014,159,1085,14.65
30-10-2014,158,1085,14.56
31-10-2014,142,1085,13.09
03-11-2014,128,1085,11.8
05-11-2014,119,1085,10.97
07-11-2014,131,1085,12.07
10-11-2014,140,1085,12.9
11-11-2014,144,1085,13.27
12-11-2014,139,1085,12.81
13-11-2014,149,1085,13.73
14-11-2014,138,1085,12.72
17-11-2014,150,1085,13.82
18-11-2014,152,1085,14.01
19-11-2014,160,1085,14.75
20-11-2014,172,1085,15.85
21-11-2014,183,1085,16.87
24-11-2014,190,1085,17.51
25-11-2014,219,1087,20.15
26-11-2014,207,1088,19.03
27-11-2014,214,1088,19.67
28-11-2014,208,1088,19.12
01-12-2014,227,1088,20.86
02-12-2014,224,1088,20.59
03-12-2014,208,1088,19.12
04-12-2014,205,1088,18.84
05-12-2014,209,1088,19.21
08-12-2014,230,1088,21.14
09-12-2014,251,1088,23.07
10-12-2014,237,1088,21.78
11-12-2014,249,1088,22.89
12-12-2014,279,1088,25.64
15-12-2014,298,1088,27.39
16-12-2014,348,1088,31.99
17-12-2014,366,1088,33.64
18-12-2014,322,1088,29.6
19-12-2014,321,1088,29.5
22-12-2014,319,1088,29.32
23-12-2014,331,1088,30.42
24-12-2014,323,1088,29.69
26-12-2014,319,1088,29.32
29-12-2014,314,1088,28.86
30-12-2014,318,1088,29.23
31-12-2014,314,1088,28.86
01-01-2015,292,1088,26.84
02-01-2015,279,1088,25.64
05-01-2015,282,1088,25.92
06-01-2015,320,1088,29.41
07-01-2015,329,1088,30.24
08-01-2015,300,1088,27.57
09-01-2015,307,1088,28.22
12-01-2015,302,1088,27.76
13-01-2015,304,1088,27.94
14-01-2015,313,1088,28.77
15-01-2015,301,1088,27.67
16-01-2015,303,1088,27.85
19-01-2015,301,1088,27.67
20-01-2015,293,1088,26.93
21-01-2015,288,1088,26.47
22-01-2015,294,1088,27.02
23-01-2015,303,1088,27.85
27-01-2015,312,1089,28.65
28-01-2015,320,1089,29.38
29-01-2015,317,1089,29.11
30-01-2015,324,1089,29.75
02-02-2015,324,1089,29.75
03-02-2015,328,1089,30.12
04-02-2015,334,1089,30.67
05-02-2015,360,1089,33.06
06-02-2015,395,1089,36.27
09-02-2015,422,1089,38.75
10-02-2015,427,1089,39.21
11-02-2015,424,1089,38.93
12-02-2015,411,1089,37.74
13-02-2015,409,1089,37.56
16-02-2015,420,1089,38.57
18-02-2015,410,1089,37.65
19-02-2015,405,1090,37.16
20-02-2015,407,1090,37.34
23-02-2015,420,1090,38.53
24-02-2015,429,1090,39.36
25-02-2015,430,1090,39.45
26-02-2015,438,1090,40.18
27-02-2015,432,1090,39.63
02-03-2015,438,1090,40.18
03-03-2015,417,1091,38.22
04-03-2015,447,1091,40.97
05-03-2015,447,1091,40.97
09-03-2015,467,1091,42.8
10-03-2015,464,1091,42.53
11-03-2015,465,1091,42.62
12-03-2015,444,1091,40.7
13-03-2015,478,1091,43.81
16-03-2015,500,1091,45.83
17-03-2015,492,1091,45.1
18-03-2015,497,1091,45.55
19-03-2015,511,1092,46.79
20-03-2015,545,1092,49.91
23-03-2015,570,1092,52.2
24-03-2015,574,1092,52.56
25-03-2015,592,1092,54.21
26-03-2015,612,1092,56.04
27-03-2015,612,1092,56.04
30-03-2015,569,1092,52.11
31-03-2015,558,1092,51.1
01-04-2015,519,1092,47.53
06-04-2015,499,1092,45.7
07-04-2015,484,1092,44.32
08-04-2015,468,1092,42.86
09-04-2015,451,1092,41.3
10-04-2015,434,1092,39.74
13-04-2015,410,1092,37.55
15-04-2015,411,1092,37.64
16-04-2015,426,1092,39.01
17-04-2015,433,1092,39.65
20-04-2015,476,1093,43.55
21-04-2015,489,1094,44.7
22-04-2015,484,1094,44.24
23-04-2015,496,1094,45.34
24-04-2015,550,1094,50.27
27-04-2015,600,1094,54.84
28-04-2015,577,1094,52.74
29-04-2015,571,1094,52.19
30-04-2015,570,1094,52.1
04-05-2015,525,1094,47.99
05-05-2015,517,1094,47.26
06-05-2015,586,1094,53.56
07-05-2015,632,1094,57.77
08-05-2015,602,1094,55.03
11-05-2015,568,1094,51.92
12-05-2015,609,1094,55.67
13-05-2015,598,1094,54.66
14-05-2015,590,1094,53.93
15-05-2015,586,1094,53.56
18-05-2015,561,1094,51.28
19-05-2015,559,1094,51.1
20-05-2015,553,1094,50.55
21-05-2015,548,1094,50.09
22-05-2015,555,1094,50.73
25-05-2015,571,1094,52.19
26-05-2015,580,1094,53.02
27-05-2015,578,1094,52.83
28-05-2015,584,1094,53.38
29-05-2015,574,1095,52.42
01-06-2015,577,1095,52.69
02-06-2015,621,1095,56.71
03-06-2015,674,1095,61.55
04-06-2015,673,1095,61.46
05-06-2015,660,1095,60.27
08-06-2015,693,1095,63.29
09-06-2015,704,1095,64.29
10-06-2015,690,1095,63.01
11-06-2015,714,1095,65.21
12-06-2015,721,1095,65.84
15-06-2015,718,1095,65.57
16-06-2015,709,1095,64.75
17-06-2015,692,1095,63.2
18-06-2015,667,1095,60.91
19-06-2015,670,1095,61.19
22-06-2015,651,1095,59.45
23-06-2015,638,1095,58.26
24-06-2015,627,1095,57.26
25-06-2015,618,1095,56.44
26-06-2015,619,1095,56.53
29-06-2015,636,1095,58.08
30-06-2015,614,1095,56.07
01-07-2015,587,1095,53.61
02-07-2015,574,1095,52.42
03-07-2015,566,1095,51.69
06-07-2015,536,1095,48.95
07-07-2015,508,1095,46.39
08-07-2015,536,1095,48.95
09-07-2015,518,1096,47.26
10-07-2015,518,1096,47.26
13-07-2015,493,1096,44.98
14-07-2015,483,1096,44.07
15-07-2015,465,1096,42.43
16-07-2015,454,1096,41.42
17-07-2015,448,1096,40.88
20-07-2015,427,1097,38.92
21-07-2015,461,1097,42.02
22-07-2015,445,1097,40.57
23-07-2015,434,1098,39.53
24-07-2015,450,1098,40.98
27-07-2015,463,1098,42.17
28-07-2015,466,1099,42.4
29-07-2015,451,1099,41.04
30-07-2015,437,1099,39.76
31-07-2015,415,1099,37.76
03-08-2015,394,1099,35.85
04-08-2015,384,1100,34.91
05-08-2015,351,1100,31.91
06-08-2015,353,1100,32.09
07-08-2015,353,1100,32.09
10-08-2015,349,1100,31.73
11-08-2015,383,1100,34.82
12-08-2015,441,1101,40.05
13-08-2015,472,1101,42.87
14-08-2015,446,1101,40.51
17-08-2015,443,1101,40.24
18-08-2015,427,1101,38.78
19-08-2015,420,1101,38.15
20-08-2015,465,1101,42.23
21-08-2015,482,1101,43.78
24-08-2015,669,1101,60.76
25-08-2015,654,1101,59.4
26-08-2015,675,1101,61.31
27-08-2015,607,1101,55.13
28-08-2015,618,1101,56.13
31-08-2015,626,1101,56.86
01-09-2015,676,1101,61.4
02-09-2015,684,1101,62.13
03-09-2015,662,1101,60.13
04-09-2015,696,1101,63.22
07-09-2015,743,1101,67.48
08-09-2015,725,1101,65.85
09-09-2015,685,1101,62.22
10-09-2015,692,1101,62.85
11-09-2015,687,1101,62.4
14-09-2015,664,1101,60.31
15-09-2015,672,1101,61.04
16-09-2015,667,1101,60.58
18-09-2015,647,1101,58.76
21-09-2015,624,1101,56.68
22-09-2015,649,1101,58.95
23-09-2015,643,1101,58.4
24-09-2015,627,1101,56.95
28-09-2015,641,1101,58.22
29-09-2015,640,1101,58.13
30-09-2015,615,1101,55.86
01-10-2015,617,1101,56.04
05-10-2015,579,1101,52.59
06-10-2015,551,1101,50.05
07-10-2015,525,1101,47.68
08-10-2015,535,1102,48.55
09-10-2015,521,1103,47.23
12-10-2015,527,1103,47.78
13-10-2015,509,1103,46.15
14-10-2015,497,1103,45.06
15-10-2015,480,1103,43.52
16-10-2015,481,1103,43.61
19-10-2015,474,1103,42.97
20-10-2015,462,1103,41.89
21-10-2015,457,1103,41.43
23-10-2015,466,1103,42.25
26-10-2015,483,1103,43.79
27-10-2015,476,1103,43.16
28-10-2015,494,1103,44.79
29-10-2015,490,1103,44.42
30-10-2015,526,1103,47.69
02-11-2015,529,1103,47.96
03-11-2015,519,1103,47.05
04-11-2015,521,1103,47.23
05-11-2015,549,1104,49.73
06-11-2015,566,1104,51.27
09-11-2015,554,1104,50.18
10-11-2015,568,1106,51.36
13-11-2015,559,1106,50.54
16-11-2015,546,1106,49.37
17-11-2015,536,1106,48.46
18-11-2015,535,1106,48.37
19-11-2015,510,1107,46.07
20-11-2015,486,1107,43.9
23-11-2015,479,1107,43.27
24-11-2015,452,1107,40.83
26-11-2015,425,1108,38.36
27-11-2015,418,1109,37.69
30-11-2015,392,1109,35.35
01-12-2015,379,1109,34.17
02-12-2015,362,1109,32.64
03-12-2015,368,1109,33.18
04-12-2015,381,1109,34.36
07-12-2015,377,1110,33.96
08-12-2015,400,1110,36.04
09-12-2015,472,1112,42.45
10-12-2015,435,1112,39.12
11-12-2015,458,1112,41.19
14-12-2015,455,1112,40.92
15-12-2015,433,1113,38.9
16-12-2015,421,1113,37.83
17-12-2015,388,1113,34.86
18-12-2015,387,1113,34.77
21-12-2015,366,1113,32.88
22-12-2015,358,1114,32.14
23-12-2015,345,1114,30.97
24-12-2015,331,1114,29.71
28-12-2015,313,1115,28.07
29-12-2015,317,1118,28.35
30-12-2015,312,1118,27.91
31-12-2015,309,1118,27.64
01-01-2016,288,1118,25.76
